"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","PlayerURL"
"263",NA,"2023 Athletico Paranaense","Série A","Bruno Zapelli","ARG","MF,FW","20",12.7,583,523,54,9,9,7,39,7,33,9,13,0,438,6,15,"https://fbref.com/en/players/a70af595/Bruno-Zapelli"
"264",NA,"2023 Athletico Paranaense","Série A","Khellven","BRA","DF","21",11.1,468,350,113,10,2,3,40,91,12,3,7,0,318,5,14,"https://fbref.com/en/players/cf18ab1b/Khellven"
"265",NA,"2023 Athletico Paranaense","Série A","Zé Ivaldo","BRA","DF","25",11.3,567,527,38,28,0,19,3,10,0,0,0,0,457,2,5,"https://fbref.com/en/players/5b6e7010/Ze-Ivaldo"
"266",NA,"2023 Athletico Paranaense","Série A","Pedro Henrique","BRA","DF","27",9.5,472,455,17,17,0,14,4,0,0,0,0,0,399,0,3,"https://fbref.com/en/players/4322e5d7/Pedro-Henrique"
"267",NA,"2023 Athletico Paranaense","Série A","Alex Santana","BRA","MF","27",11.1,434,420,14,13,0,4,3,1,0,0,0,0,378,0,7,"https://fbref.com/en/players/e75dc411/Alex-Santana"
"268",NA,"2023 Athletico Paranaense","Série A","Kaique Rocha","BRA","DF","21",7.2,303,290,12,7,0,1,0,2,0,0,0,0,266,1,5,"https://fbref.com/en/players/b31d385e/Kaique-Rocha"
"269",NA,"2023 Athletico Paranaense","Série A","Matheus Felipe","BRA","DF","24",5.9,245,230,14,11,0,4,0,3,0,0,0,0,205,1,1,"https://fbref.com/en/players/90749ab9/Matheus-Felipe"
"270",NA,"2023 Athletico Paranaense","Série A","Willian","BRA","FW,MF","36",6.4,156,143,13,0,0,1,2,1,0,0,0,0,128,0,2,"https://fbref.com/en/players/1f85d0c8/Willian"
"271",NA,"2023 Athletico Paranaense","Série A","Fernando","BRA","DF","23",5.3,322,264,57,3,0,2,21,54,0,0,0,0,260,1,5,"https://fbref.com/en/players/8b34d126/Fernando"
"272",NA,"2023 Athletico Paranaense","Série A","Arturo Vidal","CHI","MF","35",4.2,179,162,16,8,0,2,7,5,2,1,0,0,143,1,4,"https://fbref.com/en/players/67cdbc0e/Arturo-Vidal"
"273",NA,"2023 Athletico Paranaense","Série A","Rômulo","BRA","FW,MF","20",5.7,192,175,16,2,0,1,10,12,0,0,0,0,131,1,10,"https://fbref.com/en/players/03dd053e/Romulo"
"274",NA,"2023 Athletico Paranaense","Série A","Leonardo Linck","BRA","GK","21",5,132,78,54,24,0,0,0,0,0,0,0,0,77,0,1,"https://fbref.com/en/players/bc30a70d/Leonardo-Linck"
"275",NA,"2023 Athletico Paranaense","Série A","David Terans","URU","MF,FW","28",4.4,139,114,23,5,2,4,20,4,13,4,8,0,102,2,3,"https://fbref.com/en/players/d3d89d8d/David-Terans"
"276",NA,"2023 Athletico Paranaense","Série A","Vinicius Kaue","BRA","DF,MF","19",3.8,221,181,40,4,0,0,9,36,0,0,0,0,174,0,9,"https://fbref.com/en/players/127a0681/Vinicius-Kaue"
"277",NA,"2023 Athletico Paranaense","Série A","Pedrinho","BRA","DF,MF","20",4,200,167,31,4,0,0,6,27,0,0,0,0,155,2,3,"https://fbref.com/en/players/64aadf6b/Pedrinho"
"278",NA,"2023 Athletico Paranaense","Série A","Léo Cittadini","BRA","MF,FW","28",2.2,79,73,6,4,0,0,6,0,1,0,1,0,65,0,3,"https://fbref.com/en/players/68410185/Leo-Cittadini"
"279",NA,"2023 Athletico Paranaense","Série A","Thiago","BRA","FW,MF","22",2.5,82,81,1,0,0,0,2,1,0,0,0,0,69,0,3,"https://fbref.com/en/players/6adb0b79/Thiago"
"280",NA,"2023 Athletico Paranaense","Série A","Luciano Arriagada","CHI","FW,MF","20",2.1,51,49,2,0,0,0,1,0,0,0,0,0,39,0,2,"https://fbref.com/en/players/e198a544/Luciano-Arriagada"
"281",NA,"2023 Athletico Paranaense","Série A","Bruno Peres","BRA","DF,MF","32",1.7,86,71,15,2,0,2,3,13,0,0,0,0,71,0,2,"https://fbref.com/en/players/852351df/Bruno-Peres"
"282",NA,"2023 Athletico Paranaense","Série A","Marcelo Cirino","BRA","FW,MF","31",1.1,18,18,0,0,0,0,0,0,0,0,0,0,10,0,0,"https://fbref.com/en/players/6ba81b35/Marcelo-Cirino"
"283",NA,"2023 Athletico Paranaense","Série A","Lucas Belezi","BRA","DF","19",0.5,20,19,1,1,0,0,1,0,0,0,0,0,15,0,0,"https://fbref.com/en/players/1e4932f6/Lucas-Belezi"
"284",NA,"2023 Athletico Paranaense","Série A","Reinaldo","BRA","FW","21",0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,"https://fbref.com/en/players/7981aa31/Reinaldo"
"285",NA,"2023 Athletico Paranaense","Série A","Chiqueti","BRA","MF","17",0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c1aaf0bf/Chiqueti"
"286",NA,"2023 Athletico Paranaense","Série A","Danielzinho","BRA","FW","20",0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/10ef655f/Danielzinho"
"287",NA,"2023 Athletico Paranaense","Série A","Dudu","BRA","MF","17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/630a919d/Dudu"
"288",NA,"2023 Athletico Paranaense","Série A","Bryan García","ECU","MF","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b66d351/Bryan-Garcia"
"289",NA,"2023 Internacional","Série A","Fabricio Bustos","ARG","DF","26",27.8,1721,1438,278,20,0,2,56,258,0,0,0,0,1353,5,54,"https://fbref.com/en/players/82549f54/Fabricio-Bustos"
"290",NA,"2023 Internacional","Série A","Alan Patrick","BRA","MF,FW","31",27.2,1246,1112,123,53,19,4,107,7,62,21,30,1,973,11,16,"https://fbref.com/en/players/00672021/Alan-Patrick"
"291",NA,"2023 Internacional","Série A","Wanderson","BRA","FW,MF","28",26,811,768,39,6,3,6,74,14,19,10,1,0,628,4,23,"https://fbref.com/en/players/5da33b33/Wanderson"
"292",NA,"2023 Internacional","Série A","Gabriel Mercado","ARG","DF","35",24.2,1127,1088,37,31,0,5,1,1,0,0,0,0,1013,2,8,"https://fbref.com/en/players/bf97c188/Gabriel-Mercado"
"293",NA,"2023 Internacional","Série A","Vitão","BRA","DF","22",22.7,1102,1054,45,41,1,13,2,3,0,0,0,0,959,3,5,"https://fbref.com/en/players/d4f034db/Vitao"
"294",NA,"2023 Internacional","Série A","Renê","BRA","DF","30",25.4,1874,1586,284,86,4,30,30,194,4,0,4,0,1528,4,40,"https://fbref.com/en/players/d000ffc7/Rene"
"295",NA,"2023 Internacional","Série A","Mauricio","BRA","FW,MF","21",19.6,767,732,32,12,4,2,34,2,16,6,2,0,612,3,20,"https://fbref.com/en/players/bf4cbc22/Mauricio"
"296",NA,"2023 Internacional","Série A","Johnny Cardoso","USA","MF","21",17.9,786,767,15,14,2,3,4,1,0,0,0,0,681,4,7,"https://fbref.com/en/players/7426f085/Johnny-Cardoso"
"297",NA,"2023 Internacional","Série A","Sergio Rochet","URU","GK","29",19,537,350,187,44,0,0,0,0,0,0,0,0,372,0,1,"https://fbref.com/en/players/81b99b9e/Sergio-Rochet"
"298",NA,"2023 Internacional","Série A","Enner Valencia","ECU","FW","33",16,273,250,21,1,0,2,19,6,0,0,0,0,197,2,10,"https://fbref.com/en/players/fb485406/Enner-Valencia"
"299",NA,"2023 Internacional","Série A","Luiz Adriano","BRA","FW","35",14.8,253,228,23,0,2,0,0,1,0,0,0,0,208,2,7,"https://fbref.com/en/players/2557c196/Luiz-Adriano"
"300",NA,"2023 Internacional","Série A","Carlos de Pena","URU","MF,FW","30",15.8,741,682,56,18,1,6,55,17,21,13,6,0,566,3,19,"https://fbref.com/en/players/6b915aa1/Carlos-de-Pena"
"301",NA,"2023 Internacional","Série A","Charles Aránguiz","CHI","MF","33",14.1,952,910,37,20,1,2,7,1,0,0,0,0,822,5,18,"https://fbref.com/en/players/56413b1f/Charles-Aranguiz"
"302",NA,"2023 Internacional","Série A","Igor Gomes","BRA","DF","21",16.3,1040,934,102,21,1,6,28,81,0,0,0,0,829,4,24,"https://fbref.com/en/players/509d5b3d/Igor-Gomes"
"303",NA,"2023 Internacional","Série A","Pedro Henrique","BRA","FW,MF","32",14.1,362,344,18,3,0,3,45,3,8,2,5,0,256,0,5,"https://fbref.com/en/players/460976a2/Pedro-Henrique"
"304",NA,"2023 Internacional","Série A","Nicolás Hernández","COL","DF","25",14.4,780,744,36,19,1,4,5,16,0,0,0,0,680,0,5,"https://fbref.com/en/players/86046c18/Nicolas-Hernandez"
"305",NA,"2023 Internacional","Série A","Romulo","BRA","MF,DF","22",13.5,629,597,31,10,0,3,10,21,0,0,0,0,521,1,13,"https://fbref.com/en/players/395e0e95/Romulo"
"306",NA,"2023 Internacional","Série A","Bruno Henrique","BRA","MF","33",11.7,746,689,54,25,5,6,37,1,16,7,7,1,621,3,10,"https://fbref.com/en/players/5a43b021/Bruno-Henrique"
"307",NA,"2023 Internacional","Série A","Keiller","BRA","GK","26",10,254,148,106,27,0,0,0,0,0,0,0,0,178,0,0,"https://fbref.com/en/players/e38fde76/Keiller"
"308",NA,"2023 Internacional","Série A","John","BRA","GK","26",9,221,126,93,23,0,0,0,0,0,0,0,0,156,2,0,"https://fbref.com/en/players/33a235af/John"
"309",NA,"2023 Internacional","Série A","Gabriel","BRA","MF","30",8.5,655,633,20,20,0,3,2,0,0,0,0,0,600,2,5,"https://fbref.com/en/players/e9c0d5d8/Gabriel"
"310",NA,"2023 Internacional","Série A","Gustavo Campanharo","BRA","MF","30",7.7,378,363,15,15,0,0,2,0,0,0,0,0,346,0,4,"https://fbref.com/en/players/96f2d977/Gustavo-Campanharo"
"311",NA,"2023 Internacional","Série A","Dalbert Henrique","BRA","DF","29",5.5,328,265,63,5,0,2,14,58,0,0,0,0,246,0,14,"https://fbref.com/en/players/f45f9427/Dalbert-Henrique"
"312",NA,"2023 Internacional","Série A","Matheus Dias","BRA","MF,FW","25",4.5,198,196,2,2,0,1,10,0,0,0,0,0,146,0,5,"https://fbref.com/en/players/ddfa9005/Matheus-Dias"
"313",NA,"2023 Internacional","Série A","Rodrigo Moledo","BRA","DF","35",5.3,298,284,14,14,0,0,1,0,0,0,0,0,274,0,2,"https://fbref.com/en/players/ce536c37/Rodrigo-Moledo"
"314",NA,"2023 Internacional","Série A","Lucca Holanda","BRA","FW","19",6.1,125,119,6,0,2,0,6,0,0,0,0,0,86,0,6,"https://fbref.com/en/players/c3604b27/Lucca-Holanda"
"315",NA,"2023 Internacional","Série A","Alexandre Alemão","BRA","FW","24",3.8,73,67,6,0,0,0,2,0,0,0,0,0,56,0,3,"https://fbref.com/en/players/3ed2a79b/Alexandre-Alemao"
"316",NA,"2023 Internacional","Série A","Thauan Lara","BRA","DF,MF","19",3.7,226,187,39,9,0,1,21,27,3,0,3,0,168,0,10,"https://fbref.com/en/players/c4dba1f3/Thauan-Lara"
"317",NA,"2023 Internacional","Série A","Hugo Mallo","ESP","DF","31",3.6,260,238,22,2,0,1,6,20,0,0,0,0,218,0,2,"https://fbref.com/en/players/cb574619/Hugo-Mallo"
"318",NA,"2023 Internacional","Série A","Gabriel Baralhas","BRA","MF","24",2.6,143,135,8,7,0,0,1,0,0,0,0,0,118,0,2,"https://fbref.com/en/players/b7838aad/Gabriel-Baralhas"
"319",NA,"2023 Internacional","Série A","Gabriel Barros","BRA","FW,MF","21",2,78,78,0,0,0,0,3,0,0,0,0,0,68,0,2,"https://fbref.com/en/players/b43515ea/Gabriel-Barros"
"320",NA,"2023 Internacional","Série A","Jean Dias","BRA","FW,MF","32",3.6,126,111,15,7,1,0,22,0,8,1,6,0,91,0,4,"https://fbref.com/en/players/bda67c3c/Jean-Dias"
"321",NA,"2023 Internacional","Série A","João Dalla Corte","BRA","DF","16",0.2,10,8,2,0,0,0,3,2,0,0,0,0,6,0,0,"https://fbref.com/en/players/45a29731/Joao-Dalla-Corte"
"322",NA,"2023 Internacional","Série A","Estevão","BRA","MF","20",0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,"https://fbref.com/en/players/149f4681/Estevao"
"323",NA,"2023 Internacional","Série A","Lucas Ramos","BRA","FW","22",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/c0163100/Lucas-Ramos"
"324",NA,"2023 Fortaleza","Série A","João Ricardo Riedi","BRA","GK","34",31.9,748,415,330,78,0,3,0,0,0,0,0,0,503,3,0,"https://fbref.com/en/players/4729d71a/Joao-Ricardo-Riedi"
"325",NA,"2023 Fortaleza","Série A","Titi","BRA","DF","34",31.6,1412,1309,98,90,1,6,7,7,0,0,0,0,1184,5,10,"https://fbref.com/en/players/ea41ddf7/Titi"
"326",NA,"2023 Fortaleza","Série A","Caio Alexandre","BRA","MF","23",29.2,1804,1723,74,70,10,32,27,2,1,1,0,0,1574,7,28,"https://fbref.com/en/players/08ac23b7/Caio-Alexandre"
"327",NA,"2023 Fortaleza","Série A","Emanuel Brítez","ARG","DF","30",30.7,1350,1250,96,46,0,7,11,50,0,0,0,0,1105,4,10,"https://fbref.com/en/players/fb29d05d/Emanuel-Britez"
"328",NA,"2023 Fortaleza","Série A","Bruno Pacheco","BRA","DF","31",29.7,1313,1020,286,34,3,3,55,247,5,0,5,0,1018,7,29,"https://fbref.com/en/players/9b7976e6/Bruno-Pacheco"
"329",NA,"2023 Fortaleza","Série A","Guilherme Tinga","BRA","DF","29",28.7,1547,1252,289,28,1,13,86,260,1,0,0,0,1065,6,34,"https://fbref.com/en/players/a8331ab0/Guilherme-Tinga"
"330",NA,"2023 Fortaleza","Série A","Tomas Pochettino","ARG","MF,FW","26",22.1,852,775,72,23,5,10,113,9,38,12,21,0,613,5,29,"https://fbref.com/en/players/fb36aa6b/Tomas-Pochettino"
"331",NA,"2023 Fortaleza","Série A","Juan Martín Lucero","ARG","FW","31",23,349,303,43,0,4,0,10,3,0,0,0,0,253,3,13,"https://fbref.com/en/players/18a3f871/Juan-Martin-Lucero"
"332",NA,"2023 Fortaleza","Série A","Thiago Galhardo","BRA","FW,MF","33",20.8,488,439,41,5,6,2,9,5,0,0,0,0,343,8,18,"https://fbref.com/en/players/766f48dd/Thiago-Galhardo"
"333",NA,"2023 Fortaleza","Série A","José Welison","BRA","MF","27",18.6,860,831,26,18,0,7,33,8,0,0,0,0,692,3,21,"https://fbref.com/en/players/b6cb4d16/Jose-Welison"
"334",NA,"2023 Fortaleza","Série A","Yago Pikachu","BRA","FW,MF","30",19.5,621,564,54,15,3,6,61,26,13,1,10,0,468,3,23,"https://fbref.com/en/players/462f1e13/Yago-Pikachu"
"335",NA,"2023 Fortaleza","Série A","Calebe","BRA","MF,FW","22",16.4,545,485,50,18,6,6,67,3,29,17,7,0,404,10,13,"https://fbref.com/en/players/c84af55e/Calebe"
"336",NA,"2023 Fortaleza","Série A","Guilherme","BRA","FW,MF","27",15.7,509,454,52,9,1,3,71,6,35,19,11,0,330,3,10,"https://fbref.com/en/players/58649f05/Guilherme"
"337",NA,"2023 Fortaleza","Série A","Marinho","BRA","FW,MF","32",12.7,329,265,59,21,0,4,69,4,33,17,12,0,220,5,21,"https://fbref.com/en/players/c077c735/Marinho"
"338",NA,"2023 Fortaleza","Série A","Marcelo","BRA","DF","27",12,443,414,29,28,1,1,0,0,0,0,0,0,359,0,3,"https://fbref.com/en/players/300b455d/Marcelo"
"339",NA,"2023 Fortaleza","Série A","Lucas Sasha","BRA","MF","32",11.3,529,511,16,15,0,2,8,1,0,0,0,0,451,2,5,"https://fbref.com/en/players/2e2ec9cf/Lucas-Sasha"
"340",NA,"2023 Fortaleza","Série A","Hércules","BRA","MF","22",8.6,313,309,2,2,0,9,14,0,0,0,0,0,256,2,6,"https://fbref.com/en/players/eadc7b45/Hercules"
"341",NA,"2023 Fortaleza","Série A","Imanol Machuca","ARG","FW","23",7.5,268,236,29,6,0,1,49,1,22,9,11,0,202,3,12,"https://fbref.com/en/players/37747484/Imanol-Machuca"
"342",NA,"2023 Fortaleza","Série A","Gonzalo Escobar","ARG","DF","25",6.4,365,297,67,8,0,5,22,58,1,0,0,0,280,1,12,"https://fbref.com/en/players/12207ec1/Gonzalo-Escobar"
"343",NA,"2023 Fortaleza","Série A","Pedro Borges","BRA","MF,FW","25",6.3,259,255,4,4,1,4,1,0,0,0,0,0,220,0,1,"https://fbref.com/en/players/5bb699c4/Pedro-Borges"
"344",NA,"2023 Fortaleza","Série A","Lucas Crispim","BRA","MF,DF","28",5.4,352,325,26,11,0,3,12,11,4,0,4,0,299,1,6,"https://fbref.com/en/players/6501ff61/Lucas-Crispim"
"345",NA,"2023 Fortaleza","Série A","Fernando Miguel","BRA","GK","37",5.1,116,66,49,11,0,0,0,0,0,0,0,0,78,1,0,"https://fbref.com/en/players/f1f06658/Fernando-Miguel"
"346",NA,"2023 Fortaleza","Série A","Moises","BRA","MF,FW","26",4.1,120,114,6,0,0,1,9,4,2,2,0,0,92,0,4,"https://fbref.com/en/players/ddd07a25/Moises"
"347",NA,"2023 Fortaleza","Série A","Luis Eduardo Marques dos Santos","BRA","DF","25",4.3,215,175,40,6,0,0,19,34,0,0,0,0,166,0,4,"https://fbref.com/en/players/5c5a0d4d/Luis-Eduardo-Marques-dos-Santos"
"348",NA,"2023 Fortaleza","Série A","Tobias Figueiredo","POR","DF","28",3.8,183,180,3,3,0,1,0,0,0,0,0,0,158,0,1,"https://fbref.com/en/players/352cabbc/Tobias-Figueiredo"
"349",NA,"2023 Fortaleza","Série A","Silvio Romero","ARG","FW","34",4.4,81,74,7,0,1,1,6,1,0,0,0,0,54,0,2,"https://fbref.com/en/players/6a00c4b0/Silvio-Romero"
"350",NA,"2023 Fortaleza","Série A","Romarinho","BRA","FW,MF","28",3.2,160,149,10,0,0,1,8,3,7,2,0,0,129,1,8,"https://fbref.com/en/players/1e7d2cc0/Romarinho"
"351",NA,"2023 Fortaleza","Série A","Brayan Ceballos","COL","DF","21",2.3,143,137,5,5,0,0,0,0,0,0,0,0,118,1,1,"https://fbref.com/en/players/3fa61ade/Brayan-Ceballos"
"352",NA,"2023 Fortaleza","Série A","Maurício Kozlinski","BRA","GK","31",1,16,10,6,4,0,0,0,0,0,0,0,0,13,0,0,"https://fbref.com/en/players/19ad88fa/Mauricio-Kozlinski"
"353",NA,"2023 Fortaleza","Série A","Vinícius Zanocelo","BRA","MF,FW","22",0.9,68,67,1,1,0,0,1,0,0,0,0,0,62,0,1,"https://fbref.com/en/players/27457e83/Vinicius-Zanocelo"
"354",NA,"2023 Fortaleza","Série A","Pedro Rocha Neves","BRA","FW","28",0.4,8,8,0,0,0,0,1,0,0,0,0,0,6,0,1,"https://fbref.com/en/players/b33e0095/Pedro-Rocha-Neves"
"355",NA,"2023 Fortaleza","Série A","Kauan","BRA","FW","17",0.1,7,6,1,0,0,0,0,1,0,0,0,0,4,0,0,"https://fbref.com/en/players/93ddb8fe/Kauan"
"356",NA,"2023 São Paulo","Série A","Rafael Pires","BRA","GK","33",33,999,721,276,64,0,5,0,0,0,0,0,0,791,2,0,"https://fbref.com/en/players/539f6761/Rafael-Pires"
"357",NA,"2023 São Paulo","Série A","Pablo Maia","BRA","MF","21",28.7,1716,1663,46,43,2,34,5,2,0,0,0,0,1538,7,23,"https://fbref.com/en/players/3a243771/Pablo-Maia"
"358",NA,"2023 São Paulo","Série A","Alisson","BRA","MF,FW","29",23.9,1319,1232,83,35,2,12,59,9,38,15,10,0,1115,4,26,"https://fbref.com/en/players/99139fa4/Alisson"
"359",NA,"2023 São Paulo","Série A","Lucas Beraldo","BRA","DF","19",24,1695,1626,69,65,1,11,2,4,0,0,0,0,1503,0,10,"https://fbref.com/en/players/b8aedf06/Lucas-Beraldo"
"360",NA,"2023 São Paulo","Série A","Luciano","BRA","MF,FW","29",23.5,892,847,42,7,10,27,21,14,1,1,0,0,721,3,36,"https://fbref.com/en/players/24ce161c/Luciano"
"361",NA,"2023 São Paulo","Série A","Caio Paulista","BRA","DF","24",23.1,1391,1160,222,28,1,2,53,194,0,0,0,0,1204,9,32,"https://fbref.com/en/players/701bb051/Caio-Paulista"
"362",NA,"2023 São Paulo","Série A","Rafinha","BRA","DF","37",22.5,1828,1561,259,71,1,35,42,184,4,0,3,1,1619,8,14,"https://fbref.com/en/players/d003e213/Rafinha"
"363",NA,"2023 São Paulo","Série A","Wellington Rato","BRA","FW,MF","30",19.6,991,849,136,35,6,41,157,15,86,38,40,0,719,6,14,"https://fbref.com/en/players/598917cf/Wellington-Rato"
"364",NA,"2023 São Paulo","Série A","Diego","BRA","DF","23",19.4,1308,1281,26,23,0,20,1,0,0,0,0,0,1174,1,10,"https://fbref.com/en/players/7fb8f90c/Diego"
"365",NA,"2023 São Paulo","Série A","Michel Araujo","URU","FW,MF","26",19.6,981,913,65,16,4,8,61,19,28,10,15,0,805,3,22,"https://fbref.com/en/players/1159e4ae/Michel-Araujo"
"366",NA,"2023 São Paulo","Série A","Robert Arboleda","ECU","DF","31",19.1,1241,1201,38,30,0,5,0,0,0,0,0,0,1105,2,5,"https://fbref.com/en/players/269dbfc6/Robert-Arboleda"
"367",NA,"2023 São Paulo","Série A","Rodrigo Nestor","BRA","MF,FW","22",16.1,667,622,38,17,2,7,34,14,4,0,2,0,544,7,20,"https://fbref.com/en/players/c04ebe99/Rodrigo-Nestor"
"368",NA,"2023 São Paulo","Série A","Jonathan Calleri","ARG","FW","29",15,267,238,27,0,1,3,11,1,0,0,0,0,176,2,11,"https://fbref.com/en/players/6922f806/Jonathan-Calleri"
"369",NA,"2023 São Paulo","Série A","Juan Santos","BRA","FW","20",14.2,324,314,10,2,2,1,17,4,1,0,0,0,244,0,12,"https://fbref.com/en/players/ad89aa96/Juan-Santos"
"370",NA,"2023 São Paulo","Série A","Gabriel Neves","URU","MF","25",10.7,843,790,47,29,2,14,18,7,11,4,5,0,731,6,16,"https://fbref.com/en/players/2a03fb5f/Gabriel-Neves"
"371",NA,"2023 São Paulo","Série A","Alan Franco","ARG","DF","26",12.5,929,906,22,19,0,1,0,3,0,0,0,0,852,1,6,"https://fbref.com/en/players/a548281c/Alan-Franco"
"372",NA,"2023 São Paulo","Série A","Nathan Mendes","BRA","DF","20",13.1,814,695,119,10,0,4,24,109,0,0,0,0,673,0,21,"https://fbref.com/en/players/c5aa7b35/Nathan-Mendes"
"373",NA,"2023 São Paulo","Série A","Welington","BRA","DF","21",10.4,550,446,101,12,1,2,38,89,0,0,0,0,448,3,16,"https://fbref.com/en/players/a7f95b1f/Welington"
"374",NA,"2023 São Paulo","Série A","Lucas Moura","BRA","FW,MF","30",9.6,359,337,19,10,3,3,14,1,7,3,2,0,262,3,11,"https://fbref.com/en/players/2b622f01/Lucas-Moura"
"375",NA,"2023 São Paulo","Série A","James Rodríguez","COL","MF,FW","31",7.1,486,425,59,20,0,7,40,8,19,10,8,0,402,2,8,"https://fbref.com/en/players/715bf047/James-Rodriguez"
"376",NA,"2023 São Paulo","Série A","Luan","BRA","MF","23",6.8,329,324,4,3,0,1,0,1,0,0,0,0,286,1,7,"https://fbref.com/en/players/12a226cf/Luan"
"377",NA,"2023 São Paulo","Série A","David","BRA","FW,MF","27",8.1,215,203,10,1,1,0,10,8,1,0,0,0,155,2,9,"https://fbref.com/en/players/92f9ace5/David"
"378",NA,"2023 São Paulo","Série A","Marcos Paulo","BRA","FW,MF","21",5.9,204,186,15,5,3,2,10,4,5,3,2,0,153,3,8,"https://fbref.com/en/players/d70a5433/Marcos-Paulo"
"379",NA,"2023 São Paulo","Série A","Jandrei","BRA","GK","29",5,239,180,58,8,0,1,0,0,0,0,0,0,178,1,0,"https://fbref.com/en/players/85ea4399/Jandrei"
"380",NA,"2023 São Paulo","Série A","Patryck","BRA","DF","20",4.2,177,139,38,1,0,0,8,37,0,0,0,0,126,0,10,"https://fbref.com/en/players/8dcbd7af/Patryck"
"381",NA,"2023 São Paulo","Série A","Jhegson Méndez","ECU","MF","25",4.1,214,204,9,8,0,0,1,1,0,0,0,0,188,1,3,"https://fbref.com/en/players/db0c5324/Jhegson-Mendez"
"382",NA,"2023 São Paulo","Série A","Raí Ramos","BRA","DF","28",3.1,150,120,30,1,0,0,7,29,0,0,0,0,124,0,3,"https://fbref.com/en/players/ad5311be/Rai-Ramos"
"383",NA,"2023 São Paulo","Série A","Erison","BRA","FW,MF","23",4.3,34,31,3,0,1,0,2,0,0,0,0,0,21,0,1,"https://fbref.com/en/players/a9c450cb/Erison"
"384",NA,"2023 São Paulo","Série A","Matheus Belém","BRA","DF","19",1.9,89,87,2,2,0,0,1,0,0,0,0,0,73,0,1,"https://fbref.com/en/players/3f2ef5ad/Matheus-Belem"
"385",NA,"2023 São Paulo","Série A","Rodrigo","BRA","MF,FW","18",2.6,151,145,6,0,0,1,15,4,2,2,0,0,109,0,4,"https://fbref.com/en/players/1126f4e2/Rodrigo"
"386",NA,"2023 São Paulo","Série A","Alexandre Pato","BRA","FW,MF","33",1.8,54,51,3,0,1,1,2,0,1,1,0,0,38,0,2,"https://fbref.com/en/players/7dd83c7d/Alexandre-Pato"
"387",NA,"2023 São Paulo","Série A","Talles Costa","BRA","MF,FW","20",1.5,93,88,5,3,0,0,1,2,0,0,0,0,82,0,2,"https://fbref.com/en/players/d8f15d24/Talles-Costa"
"388",NA,"2023 São Paulo","Série A","João Moreira","POR","DF","18",0.8,50,44,6,4,0,0,2,2,0,0,0,0,46,0,0,"https://fbref.com/en/players/b3be99e3/Joao-Moreira"
"389",NA,"2023 São Paulo","Série A","William Gomes","BRA","FW","16",0.8,18,11,7,0,0,0,7,1,6,4,0,0,9,0,1,"https://fbref.com/en/players/22675fbb/William-Gomes"
"390",NA,"2023 São Paulo","Série A","Pedro Vilhena","BRA","FW","20",0.2,17,16,1,0,0,0,1,1,0,0,0,0,13,0,0,"https://fbref.com/en/players/15692fb2/Pedro-Vilhena"
"391",NA,"2023 São Paulo","Série A","Talles Wander","BRA","FW,MF","19",0.2,7,5,2,0,0,0,0,0,0,0,0,0,6,0,0,"https://fbref.com/en/players/a718fae0/Talles-Wander"
"392",NA,"2023 São Paulo","Série A","Felipe Negrucci","BRA","MF","18",0.2,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,"https://fbref.com/en/players/784f2ef7/Felipe-Negrucci"
"393",NA,"2023 São Paulo","Série A","Nahuel Ferraresi","VEN","FW","24",0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,"https://fbref.com/en/players/719aab45/Nahuel-Ferraresi"
"394",NA,"2023 Cuiabá","","Marllon Borges","BRA","DF","30",36,1462,1383,78,76,0,9,1,2,0,0,0,0,1263,1,17,"https://fbref.com/en/players/d0b29bbd/Marllon-Borges"
"395",NA,"2023 Cuiabá","","Walter","BRA","GK","35",35,934,576,355,91,0,1,0,0,0,0,0,0,699,3,0,"https://fbref.com/en/players/8bae322b/Walter"
"396",NA,"2023 Cuiabá","","Deyverson","BRA","FW","31",32.3,671,612,54,2,1,10,16,7,0,0,0,0,380,5,12,"https://fbref.com/en/players/2e5e846d/Deyverson"
"397",NA,"2023 Cuiabá","","Raniele","BRA","MF,DF","26",32.1,1102,1047,47,36,4,10,15,10,0,0,0,0,827,8,22,"https://fbref.com/en/players/a025365f/Raniele"
