"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","PlayerURL"
"128",NA,"2023 Flamengo","Série A","Filipe Luís","BRA","DF","37",5.9,405,338,67,15,0,5,7,52,0,0,0,0,376,0,3,"https://fbref.com/en/players/e4ed2628/Filipe-Luis"
"129",NA,"2023 Flamengo","Série A","Santos","BRA","GK","32",5.4,194,153,41,8,0,0,0,0,0,0,0,0,162,0,0,"https://fbref.com/en/players/b8d0b69c/Santos"
"130",NA,"2023 Flamengo","Série A","Matheus França","BRA","MF,FW","18",4.1,152,147,5,1,1,2,8,1,1,0,0,0,111,0,8,"https://fbref.com/en/players/077faf72/Matheus-Franca"
"131",NA,"2023 Flamengo","Série A","Allan","BRA","MF","25",5.4,425,412,11,11,0,2,3,0,0,0,0,0,367,2,4,"https://fbref.com/en/players/b15e93aa/Allan"
"132",NA,"2023 Flamengo","Série A","Pablo","BRA","DF","31",4.7,313,303,9,9,0,2,0,0,0,0,0,0,283,1,1,"https://fbref.com/en/players/29d8ad3f/Pablo"
"133",NA,"2023 Flamengo","Série A","Guillermo Varela","URU","DF","29",2.6,152,141,11,1,0,0,10,10,0,0,0,0,132,0,3,"https://fbref.com/en/players/5c961282/Guillermo-Varela"
"134",NA,"2023 Flamengo","Série A","Arturo Vidal","CHI","MF,DF","35",2.8,206,200,5,4,0,1,3,1,0,0,0,0,183,1,5,"https://fbref.com/en/players/67cdbc0e/Arturo-Vidal"
"135",NA,"2023 Flamengo","Série A","Marinho","BRA","FW,DF","32",0.9,54,47,6,1,0,0,4,3,2,1,0,0,42,1,2,"https://fbref.com/en/players/c077c735/Marinho"
"136",NA,"2023 Flamengo","Série A","Igor","BRA","MF","19",0.9,56,56,0,0,0,1,0,0,0,0,0,0,51,0,1,"https://fbref.com/en/players/fb19d550/Igor"
"137",NA,"2023 Flamengo","Série A","Rodrigo Caio","BRA","MF,DF","29",0.7,62,60,2,2,0,1,0,0,0,0,0,0,60,0,0,"https://fbref.com/en/players/186ed8f1/Rodrigo-Caio"
"138",NA,"2023 Flamengo","Série A","Pedrinho","BRA","FW","19",0.2,9,7,2,0,0,0,2,0,2,1,1,0,3,0,1,"https://fbref.com/en/players/118d25ee/Pedrinho"
"139",NA,"2023 Flamengo","Série A","Matheus Gonçalves","BRA","FW,MF","17",0.2,18,17,1,0,0,0,1,0,1,1,0,0,15,0,0,"https://fbref.com/en/players/071a6836/Matheus-Goncalves"
"140",NA,"2023 Flamengo","Série A","André Inácio","BRA","FW","20",0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,"https://fbref.com/en/players/cc77d69c/Andre-Inacio"
"141",NA,"2023 Botafogo (RJ)","Série A","Lucas Perri","BRA","GK","25",37.5,1072,715,352,107,0,7,0,0,0,0,0,0,704,5,0,"https://fbref.com/en/players/5dbd461a/Lucas-Perri"
"142",NA,"2023 Botafogo (RJ)","Série A","Víctor Cuesta","ARG","DF","34",35,1733,1632,94,53,2,14,30,8,0,0,0,0,1438,7,5,"https://fbref.com/en/players/39fb428f/Victor-Cuesta"
"143",NA,"2023 Botafogo (RJ)","Série A","Adryelson","BRA","DF","24",33.3,1523,1457,65,51,0,11,0,3,0,0,0,0,1303,1,6,"https://fbref.com/en/players/e980e78d/Adryelson"
"144",NA,"2023 Botafogo (RJ)","Série A","Marlon Freitas","BRA","MF","27",32.3,1892,1772,116,108,5,33,11,5,1,0,0,0,1638,4,27,"https://fbref.com/en/players/ae3181de/Marlon-Freitas"
"145",NA,"2023 Botafogo (RJ)","Série A","Carlos Eduardo","BRA","MF","33",29.7,1141,1028,111,38,6,25,71,9,31,4,24,0,927,2,17,"https://fbref.com/en/players/1a234d32/Carlos-Eduardo"
"146",NA,"2023 Botafogo (RJ)","Série A","Tchê Tchê","BRA","MF,DF","30",29.5,1297,1209,88,33,4,9,57,31,22,3,18,0,1115,0,14,"https://fbref.com/en/players/5f2caf8f/Tche-Tche"
"147",NA,"2023 Botafogo (RJ)","Série A","Tiquinho Soares","BRA","FW","32",27.1,673,635,37,5,3,14,13,9,0,0,0,0,477,1,20,"https://fbref.com/en/players/4d982baf/Tiquinho-Soares"
"148",NA,"2023 Botafogo (RJ)","Série A","Júnior Santos","BRA","FW","28",24,730,715,14,2,3,2,57,11,1,0,0,0,534,1,38,"https://fbref.com/en/players/9109e933/Junior-Santos"
"149",NA,"2023 Botafogo (RJ)","Série A","João Victor Santos Sá","BRA","FW","28",23.6,726,707,19,1,0,5,40,12,4,0,0,0,581,0,23,"https://fbref.com/en/players/1a1033a1/Joao-Victor-Santos-Sa"
"150",NA,"2023 Botafogo (RJ)","Série A","Leonel Di Plácido","ARG","DF","29",26.2,1329,1071,256,16,0,5,86,239,1,0,0,0,1058,2,30,"https://fbref.com/en/players/a5e7e6dd/Leonel-Di-Placido"
"151",NA,"2023 Botafogo (RJ)","Série A","Fernando Marçal","BRA","DF","33",18.1,1070,795,270,58,0,0,111,167,45,15,27,0,794,5,24,"https://fbref.com/en/players/9ae9eaea/Fernando-Marcal"
"152",NA,"2023 Botafogo (RJ)","Série A","Hugo","BRA","DF","21",15.5,787,608,177,20,1,2,64,136,21,3,18,0,607,2,12,"https://fbref.com/en/players/de3dc682/Hugo"
"153",NA,"2023 Botafogo (RJ)","Série A","Luis Henrique","BRA","FW,MF","21",15.3,624,602,20,2,0,12,24,16,2,1,0,0,487,2,18,"https://fbref.com/en/players/f36d5624/Luis-Henrique"
"154",NA,"2023 Botafogo (RJ)","Série A","Danilo Barbosa","BRA","MF,DF","26",11.2,480,446,31,20,1,2,3,11,0,0,0,0,381,3,9,"https://fbref.com/en/players/0557ff4f/Danilo-Barbosa"
"155",NA,"2023 Botafogo (RJ)","Série A","Gabriel","BRA","MF","29",9.6,541,520,20,13,2,9,22,1,6,1,5,0,397,1,8,"https://fbref.com/en/players/0d10333c/Gabriel"
"156",NA,"2023 Botafogo (RJ)","Série A","Rafael","BRA","DF","32",5.4,243,179,64,9,0,1,21,52,3,0,3,0,184,0,2,"https://fbref.com/en/players/9a1f2e1c/Rafael"
"157",NA,"2023 Botafogo (RJ)","Série A","Lucas Fernandes","BRA","MF","25",5.3,255,212,42,15,0,2,29,0,24,6,16,0,209,1,3,"https://fbref.com/en/players/a109d777/Lucas-Fernandes"
"158",NA,"2023 Botafogo (RJ)","Série A","Philipe Sampaio","BRA","DF","28",5.5,309,303,5,5,0,1,1,0,0,0,0,0,270,1,2,"https://fbref.com/en/players/72733d93/Philipe-Sampaio"
"159",NA,"2023 Botafogo (RJ)","Série A","Gustavo Sauer","BRA","FW,MF","29",2.9,91,79,11,3,0,1,8,1,7,3,2,0,72,1,2,"https://fbref.com/en/players/fd53959e/Gustavo-Sauer"
"160",NA,"2023 Botafogo (RJ)","Série A","Diego Costa","ESP","FW","34",5.7,128,118,9,0,0,2,8,1,0,0,0,0,82,1,8,"https://fbref.com/en/players/a190d597/Diego-Costa"
"161",NA,"2023 Botafogo (RJ)","Série A","Matias Segovia","PAR","FW","20",7.2,328,317,10,5,4,5,20,1,4,4,0,0,253,1,3,"https://fbref.com/en/players/afc545ff/Matias-Segovia"
"162",NA,"2023 Botafogo (RJ)","Série A","Janderson","BRA","FW,MF","23",4.6,110,105,5,1,0,1,10,1,0,0,0,0,75,0,8,"https://fbref.com/en/players/8b89c34e/Janderson"
"163",NA,"2023 Botafogo (RJ)","Série A","JP Galvão","BRA","DF","21",2.2,87,67,20,0,0,2,6,20,0,0,0,0,67,0,1,"https://fbref.com/en/players/55b2c39b/JP-Galvao"
"164",NA,"2023 Botafogo (RJ)","Série A","Bastos","ANG","DF","31",1.3,71,68,3,2,0,0,1,1,0,0,0,0,62,0,1,"https://fbref.com/en/players/c01c66d9/Bastos"
"165",NA,"2023 Botafogo (RJ)","Série A","Carlos Alberto","BRA","FW,MF","20",3.3,75,69,6,0,0,0,6,6,0,0,0,0,63,0,1,"https://fbref.com/en/players/08f48d96/Carlos-Alberto"
"166",NA,"2023 Botafogo (RJ)","Série A","Matheus Nascimento","BRA","FW,MF","18",1.1,17,17,0,0,0,0,0,0,0,0,0,0,12,0,1,"https://fbref.com/en/players/e744c3de/Matheus-Nascimento"
"167",NA,"2023 Botafogo (RJ)","Série A","Luis Segovia","ECU","DF","25",1.1,43,42,1,1,0,0,0,0,0,0,0,0,36,0,0,"https://fbref.com/en/players/1ae14406/Luis-Segovia"
"168",NA,"2023 Botafogo (RJ)","Série A","Daniel Borges","BRA","DF","29",0.5,14,12,2,0,0,0,2,2,0,0,0,0,10,0,0,"https://fbref.com/en/players/71879f82/Daniel-Borges"
"169",NA,"2023 Botafogo (RJ)","Série A","Gatito Fernández","PAR","GK","34",0.5,13,9,4,1,0,0,0,0,0,0,0,0,11,0,0,"https://fbref.com/en/players/9a82f79a/Gatito-Fernandez"
"170",NA,"2023 Botafogo (RJ)","Série A","Diego Hernández","URU","FW","22",0.5,13,11,2,0,0,0,2,0,2,0,0,0,9,0,0,"https://fbref.com/en/players/279cc0e8/Diego-Hernandez"
"171",NA,"2023 Botafogo (RJ)","Série A","Kayque","BRA","MF","22",0.3,22,22,0,0,2,0,0,0,0,0,0,0,20,0,0,"https://fbref.com/en/players/54b980d6/Kayque"
"172",NA,"2023 Botafogo (RJ)","Série A","Mateo Ponte","URU","DF","19",0.2,10,6,4,0,0,0,0,4,0,0,0,0,8,0,0,"https://fbref.com/en/players/981e61c1/Mateo-Ponte"
"173",NA,"2023 Botafogo (RJ)","Série A","Lucas Piazon","BRA","FW","29",0.2,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0,"https://fbref.com/en/players/f201798c/Lucas-Piazon"
"174",NA,"2023 Botafogo (RJ)","Série A","Breno","BRA","MF","22",0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,"https://fbref.com/en/players/083374b7/Breno"
"175",NA,"2023 Botafogo (RJ)","Série A","Newton","BRA","DF","23",0.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0c0c8329/Newton"
"176",NA,"2023 Botafogo (RJ)","Série A","Rai","BRA","MF","20",0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,"https://fbref.com/en/players/2c8d3855/Rai"
"177",NA,"2023 Bragantino","Série A","Cleiton Schwengber","BRA","GK","25",33,1033,705,323,79,0,9,0,0,0,0,0,0,705,5,0,"https://fbref.com/en/players/d24ae824/Cleiton-Schwengber"
"178",NA,"2023 Bragantino","Série A","Juninho Capixaba","BRA","DF","25",31.9,2106,1723,378,83,3,26,100,286,8,4,3,0,1612,5,58,"https://fbref.com/en/players/91ba7336/Juninho-Capixaba"
"179",NA,"2023 Bragantino","Série A","Lucas Evangelista","BRA","MF","27",30.2,1515,1354,159,42,6,8,172,0,115,56,38,0,1152,2,26,"https://fbref.com/en/players/5f4ce4b6/Lucas-Evangelista"
"180",NA,"2023 Bragantino","Série A","Matheus Fernandes","BRA","MF","24",26,1260,1224,34,24,4,4,11,7,0,0,0,0,1038,2,27,"https://fbref.com/en/players/f76fdcd2/Matheus-Fernandes"
"181",NA,"2023 Bragantino","Série A","Eduardo Sasha","BRA","FW,MF","30",24.8,693,648,43,0,3,3,10,1,0,0,0,0,507,2,23,"https://fbref.com/en/players/b938b871/Eduardo-Sasha"
"182",NA,"2023 Bragantino","Série A","Vitinho","BRA","FW,MF","23",22.8,876,791,81,13,1,3,85,26,35,21,0,0,655,4,35,"https://fbref.com/en/players/06d4b2e4/Vitinho"
"183",NA,"2023 Bragantino","Série A","Jadsom","BRA","MF","21",21.1,1128,1060,65,26,2,17,22,39,0,0,0,0,905,3,25,"https://fbref.com/en/players/92859e80/Jadsom"
"184",NA,"2023 Bragantino","Série A","Helinho","BRA","FW","22",15.4,780,673,105,24,6,13,120,12,69,45,6,1,531,2,37,"https://fbref.com/en/players/5837cb60/Helinho"
"185",NA,"2023 Bragantino","Série A","Leonardo Realpe","ECU","DF","21",18.7,839,803,36,32,2,5,3,4,0,0,0,0,671,0,3,"https://fbref.com/en/players/57701cbd/Leonardo-Realpe"
"186",NA,"2023 Bragantino","Série A","Leo Ortiz","BRA","DF","27",17.8,1072,1008,63,56,4,16,5,4,0,0,0,0,896,1,2,"https://fbref.com/en/players/53834fa2/Leo-Ortiz"
"187",NA,"2023 Bragantino","Série A","José Hurtado","ECU","DF","21",18,993,770,221,13,1,0,88,207,1,0,0,0,745,2,18,"https://fbref.com/en/players/cb067e96/Jose-Hurtado"
"188",NA,"2023 Bragantino","Série A","Aderlan Silva","BRA","DF","32",15.8,1021,811,207,20,1,7,57,186,0,0,0,0,792,3,23,"https://fbref.com/en/players/48371573/Aderlan-Silva"
"189",NA,"2023 Bragantino","Série A","Eric Ramires","BRA","MF","22",15.3,695,679,16,7,0,7,18,9,0,0,0,0,572,0,21,"https://fbref.com/en/players/37faa4cb/Eric-Ramires"
"190",NA,"2023 Bragantino","Série A","Luan Patrick","BRA","DF","21",12.4,612,583,26,26,0,10,1,0,0,0,0,0,516,3,3,"https://fbref.com/en/players/dd5d1c85/Luan-Patrick"
"191",NA,"2023 Bragantino","Série A","Luan Cândido","BRA","DF","21",12,610,530,78,10,0,5,14,68,0,0,0,0,482,2,11,"https://fbref.com/en/players/ca151606/Luan-Candido"
"192",NA,"2023 Bragantino","Série A","Eduardo Santos","BRA","DF","25",11.3,534,497,36,34,0,2,1,1,0,0,0,0,441,1,5,"https://fbref.com/en/players/d226094c/Eduardo-Santos"
"193",NA,"2023 Bragantino","Série A","Thiago Borbas","URU","FW","20",15.9,353,346,7,1,1,1,15,1,0,0,0,0,233,0,9,"https://fbref.com/en/players/04f9c45f/Thiago-Borbas"
"194",NA,"2023 Bragantino","Série A","Henery Mosquera","COL","FW,MF","21",11.8,363,355,6,0,1,2,32,2,3,0,0,0,267,2,10,"https://fbref.com/en/players/be206004/Henery-Mosquera"
"195",NA,"2023 Bragantino","Série A","Natan","BRA","DF","21",9.3,393,365,28,26,0,8,2,2,0,0,0,0,306,0,2,"https://fbref.com/en/players/94bccc82/Natan"
"196",NA,"2023 Bragantino","Série A","Bruno","BRA","FW,MF","19",7.9,302,285,15,3,1,1,17,0,11,4,1,1,240,2,8,"https://fbref.com/en/players/ad8c3404/Bruno"
"197",NA,"2023 Bragantino","Série A","Marcos Vinicios Sorriso","BRA","FW,DF","21",10.4,457,387,66,18,0,1,102,8,39,23,15,0,293,4,28,"https://fbref.com/en/players/e816a8ee/Marcos-Vinicios-Sorriso"
"198",NA,"2023 Bragantino","Série A","Lucão","BRA","GK","21",5,151,99,51,7,0,0,0,0,0,0,0,0,113,1,0,"https://fbref.com/en/players/ebb5a0df/Lucao"
"199",NA,"2023 Bragantino","Série A","Gustavinho","BRA","MF,FW","18",7.4,298,285,12,2,1,1,11,4,0,0,0,0,225,1,8,"https://fbref.com/en/players/9525ddcd/Gustavinho"
"200",NA,"2023 Bragantino","Série A","Matheus Gonçalves","BRA","FW,MF","17",5.1,275,262,11,3,1,4,11,4,4,1,0,0,212,2,5,"https://fbref.com/en/players/071a6836/Matheus-Goncalves"
"201",NA,"2023 Bragantino","Série A","Alerrandro","BRA","FW,MF","23",4.5,70,64,5,0,0,0,1,1,0,0,0,0,55,1,1,"https://fbref.com/en/players/3415a44d/Alerrandro"
"202",NA,"2023 Bragantino","Série A","Lucão","BRA","DF","24",2.2,75,69,6,4,0,1,0,2,0,0,0,0,61,0,1,"https://fbref.com/en/players/4089ddd0/Lucao"
"203",NA,"2023 Bragantino","Série A","Guilherme","BRA","DF,MF","20",2.9,154,121,33,6,0,1,10,27,0,0,0,0,108,0,4,"https://fbref.com/en/players/54974698/Guilherme"
"204",NA,"2023 Bragantino","Série A","Ignacio Laquintana","URU","FW","23",2,73,72,1,1,0,1,6,0,0,0,0,0,44,0,4,"https://fbref.com/en/players/2517fe3c/Ignacio-Laquintana"
"205",NA,"2023 Bragantino","Série A","Talisson","BRA","FW","20",1.7,33,31,0,0,0,0,3,0,0,0,0,0,19,2,3,"https://fbref.com/en/players/9178a2f1/Talisson"
"206",NA,"2023 Bragantino","Série A","Raul","BRA","MF,DF","26",1.2,53,53,0,0,0,0,0,0,0,0,0,0,50,0,1,"https://fbref.com/en/players/c2f9cf65/Raul"
"207",NA,"2023 Bragantino","Série A","Yani Quintero","COL","MF","20",1.1,53,53,0,0,0,0,0,0,0,0,0,0,44,0,1,"https://fbref.com/en/players/a23ce55f/Yani-Quintero"
"208",NA,"2023 Bragantino","Série A","Cipriano","BRA","DF","20",0.8,29,28,1,1,0,0,0,0,0,0,0,0,26,0,0,"https://fbref.com/en/players/f1a1c9e2/Cipriano"
"209",NA,"2023 Bragantino","Série A","Lucas Cunha","BRA","DF","26",0.8,88,87,1,1,0,1,0,0,0,0,0,0,81,0,0,"https://fbref.com/en/players/0b8748ac/Lucas-Cunha"
"210",NA,"2023 Bragantino","Série A","Nathan Camargo","BRA","MF","17",0.1,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0,"https://fbref.com/en/players/2c79da44/Nathan-Camargo"
"211",NA,"2023 Bragantino","Série A","Bruno Praxedes","BRA","MF","20",0.1,4,4,0,0,1,1,0,0,0,0,0,0,3,0,0,"https://fbref.com/en/players/5dd520a8/Bruno-Praxedes"
"212",NA,"2023 Fluminense","Série A","Fábio","BRA","GK","42",35,1049,717,330,35,0,3,0,1,0,0,0,0,940,2,2,"https://fbref.com/en/players/15825726/Fabio"
"213",NA,"2023 Fluminense","Série A","André","BRA","MF,DF","21",29.4,2491,2410,78,71,2,23,5,7,0,0,0,0,2355,3,15,"https://fbref.com/en/players/ec604e2c/Andre"
"214",NA,"2023 Fluminense","Série A","Germán Cano","ARG","FW","34",27.4,490,433,55,1,0,6,21,2,0,0,0,0,375,2,16,"https://fbref.com/en/players/9ccf4e14/German-Cano"
"215",NA,"2023 Fluminense","Série A","Lima","BRA","MF,FW","26",28.1,1555,1465,88,34,1,3,57,28,25,8,8,0,1339,2,37,"https://fbref.com/en/players/d215c7de/Lima"
"216",NA,"2023 Fluminense","Série A","Jhon Arias","COL","FW,MF","25",26.5,1561,1422,130,30,2,2,158,30,70,25,19,0,1233,9,53,"https://fbref.com/en/players/86d96066/Jhon-Arias"
"217",NA,"2023 Fluminense","Série A","Nino","BRA","DF","25",23.9,1718,1672,46,43,1,9,7,3,0,0,0,0,1566,0,11,"https://fbref.com/en/players/d4fa2207/Nino"
"218",NA,"2023 Fluminense","Série A","Samuel Xavier","BRA","DF","32",23.4,1387,1144,236,38,6,5,32,197,1,0,0,0,1182,7,32,"https://fbref.com/en/players/0c870df5/Samuel-Xavier"
"219",NA,"2023 Fluminense","Série A","Ganso","BRA","MF","33",19.3,1394,1269,115,62,4,4,46,18,35,22,1,1,1201,10,17,"https://fbref.com/en/players/23593121/Ganso"
"220",NA,"2023 Fluminense","Série A","Matheus Martinelli","BRA","MF,DF","21",20.9,1519,1439,78,55,0,5,7,23,0,0,0,0,1415,2,14,"https://fbref.com/en/players/2b124c8c/Matheus-Martinelli"
"221",NA,"2023 Fluminense","Série A","Keno","BRA","FW,MF","33",17.9,647,603,35,1,3,5,96,24,10,7,0,0,429,9,35,"https://fbref.com/en/players/98558c11/Keno"
"222",NA,"2023 Fluminense","Série A","Marcelo","BRA","DF","34",14.7,1127,942,183,52,3,14,85,98,33,12,11,0,889,2,22,"https://fbref.com/en/players/603116a7/Marcelo"
"223",NA,"2023 Fluminense","Série A","Felipe Melo","BRA","DF","39",11,846,818,26,21,0,19,1,0,0,0,0,0,758,2,3,"https://fbref.com/en/players/b14d84d3/Felipe-Melo"
"224",NA,"2023 Fluminense","Série A","Guga","BRA","DF","24",16.8,980,846,131,16,0,2,36,114,1,0,1,0,838,3,22,"https://fbref.com/en/players/6975a3e1/Guga"
"225",NA,"2023 Fluminense","Série A","John Kennedy","BRA","FW,MF","20",15.2,302,290,11,1,0,1,4,0,0,0,0,0,224,1,18,"https://fbref.com/en/players/132880e0/John-Kennedy"
"226",NA,"2023 Fluminense","Série A","Alexsander","BRA","MF,DF","19",13.3,734,694,38,13,0,2,17,24,0,0,0,0,613,2,24,"https://fbref.com/en/players/b13e7a78/Alexsander"
"227",NA,"2023 Fluminense","Série A","Marlon","BRA","DF","27",10.4,802,781,20,20,0,6,3,0,0,0,0,0,740,1,5,"https://fbref.com/en/players/cdf65d12/Marlon"
"228",NA,"2023 Fluminense","Série A","Diogo Barbosa","BRA","DF","30",12.4,721,603,114,6,2,2,22,106,2,1,0,0,620,4,17,"https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa"
"229",NA,"2023 Fluminense","Série A","David Braz","BRA","DF","35",9.6,651,607,42,31,0,6,1,7,0,0,0,0,558,2,2,"https://fbref.com/en/players/9313b408/David-Braz"
"230",NA,"2023 Fluminense","Série A","Thiago dos Santos","BRA","DF,MF","33",9.1,634,598,35,32,1,6,3,1,0,0,0,0,537,1,8,"https://fbref.com/en/players/5408d2b2/Thiago-dos-Santos"
"231",NA,"2023 Fluminense","Série A","Lelê","BRA","FW,MF","25",12.7,209,186,21,0,0,0,6,1,0,0,0,0,143,2,8,"https://fbref.com/en/players/467aed9b/Lele"
"232",NA,"2023 Fluminense","Série A","Leonardo Fernández","URU","MF,FW","24",7.3,433,368,62,23,0,11,68,11,27,8,13,3,308,3,13,"https://fbref.com/en/players/a757be87/Leonardo-Fernandez"
"233",NA,"2023 Fluminense","Série A","Danielzinho","BRA","MF","27",6.8,477,457,18,10,3,1,10,2,6,0,2,0,405,2,10,"https://fbref.com/en/players/832ab167/Danielzinho"
"234",NA,"2023 Fluminense","Série A","Yony González","COL","FW,MF","28",6.4,129,122,6,1,0,0,7,5,0,0,0,0,89,1,6,"https://fbref.com/en/players/c6c88c7d/Yony-Gonzalez"
"235",NA,"2023 Fluminense","Série A","Gabriel Pirani","BRA","MF,FW","20",4.4,165,157,6,0,0,0,4,5,0,0,0,0,139,2,7,"https://fbref.com/en/players/17205abf/Gabriel-Pirani"
"236",NA,"2023 Fluminense","Série A","Manoel","BRA","DF","32",3.2,210,201,9,7,0,0,0,1,0,0,0,0,194,0,1,"https://fbref.com/en/players/12748e35/Manoel"
"237",NA,"2023 Fluminense","Série A","Pedro Rangel","BRA","GK","22",2,55,39,16,1,0,0,0,0,0,0,0,0,49,0,1,"https://fbref.com/en/players/06dc2861/Pedro-Rangel"
"238",NA,"2023 Fluminense","Série A","Felipe Vieira","","DF","",2.3,106,94,12,1,0,0,2,11,0,0,0,0,88,0,3,"https://fbref.com/en/players/4cf81576/Felipe-Vieira"
"239",NA,"2023 Fluminense","Série A","Vitor Mendes","BRA","DF","23",1.2,60,53,7,7,0,0,0,0,0,0,0,0,54,0,0,"https://fbref.com/en/players/3cdbeab9/Vitor-Mendes"
"240",NA,"2023 Fluminense","Série A","Giovanni","BRA","MF,DF","21",1.1,88,82,5,1,0,0,2,4,0,0,0,0,75,1,1,"https://fbref.com/en/players/ca91dace/Giovanni"
"241",NA,"2023 Fluminense","Série A","Vitor Eudes","BRA","GK","24",1,24,21,3,0,0,0,0,0,0,0,0,0,21,0,0,"https://fbref.com/en/players/b7a95ab2/Vitor-Eudes"
"242",NA,"2023 Fluminense","Série A","Justen","BRA","DF","19",0.6,24,24,0,0,0,0,0,0,0,0,0,0,21,0,0,"https://fbref.com/en/players/8bbf8b33/Justen"
"243",NA,"2023 Fluminense","Série A","Alan Carvalho","CHN","MF","33",0.5,13,13,0,0,0,0,0,0,0,0,0,0,8,0,1,"https://fbref.com/en/players/ebb2d232/Alan-Carvalho"
"244",NA,"2023 Fluminense","Série A","Isaac","BRA","MF,DF","18",1.5,78,74,4,0,0,0,2,4,0,0,0,0,62,0,4,"https://fbref.com/en/players/e43ddd61/Isaac"
"245",NA,"2023 Fluminense","Série A","João Neto","BRA","MF,DF","19",0.6,21,21,0,0,0,0,3,0,0,0,0,0,20,0,1,"https://fbref.com/en/players/57130d7b/Joao-Neto"
"246",NA,"2023 Fluminense","Série A","Arthur","BRA","DF,FW","18",0.2,19,18,1,1,0,0,1,0,0,0,0,0,16,0,1,"https://fbref.com/en/players/0339468c/Arthur"
"247",NA,"2023 Fluminense","Série A","Alexandre Jesus","BRA","DF","21",0.1,8,7,1,0,0,0,0,1,0,0,0,0,7,0,0,"https://fbref.com/en/players/25a323f3/Alexandre-Jesus"
"248",NA,"2023 Fluminense","Série A","Rafael Monteiro","BRA","MF","18",0,5,4,1,0,0,0,1,1,0,0,0,0,4,0,0,"https://fbref.com/en/players/377fe96b/Rafael-Monteiro"
"249",NA,"2023 Athletico Paranaense","Série A","Bento","BRA","GK","23",33,886,517,362,72,1,0,0,0,0,0,0,0,580,7,1,"https://fbref.com/en/players/5d699228/Bento"
"250",NA,"2023 Athletico Paranaense","Série A","Thiago Heleno","BRA","DF","34",30.9,1526,1439,83,81,1,15,0,0,0,0,0,0,1276,4,7,"https://fbref.com/en/players/827422f9/Thiago-Heleno"
"251",NA,"2023 Athletico Paranaense","Série A","Erick","BRA","MF","25",27.8,1148,1118,26,20,4,15,4,6,0,0,0,0,982,4,12,"https://fbref.com/en/players/8a826636/Erick"
"252",NA,"2023 Athletico Paranaense","Série A","Vitor Bueno","BRA","MF,FW","28",23.1,1043,908,130,43,12,10,146,6,79,34,44,0,769,5,23,"https://fbref.com/en/players/5752f96d/Vitor-Bueno"
"253",NA,"2023 Athletico Paranaense","Série A","Fernandinho","BRA","MF","37",21.5,1222,1154,66,53,8,22,13,13,0,0,0,0,1029,2,15,"https://fbref.com/en/players/101da2b5/Fernandinho"
"254",NA,"2023 Athletico Paranaense","Série A","Agustín Canobbio","URU","FW,MF","24",23.5,839,767,70,7,7,5,70,40,23,4,9,0,638,2,29,"https://fbref.com/en/players/4f5a2f38/Agustin-Canobbio"
"255",NA,"2023 Athletico Paranaense","Série A","Tomás Cuello","ARG","MF,FW","22",22.8,995,832,159,12,1,6,123,123,24,10,10,0,671,4,37,"https://fbref.com/en/players/5c8615dd/Tomas-Cuello"
"256",NA,"2023 Athletico Paranaense","Série A","Vitor Roque","BRA","FW","17",19,267,221,45,2,1,0,6,5,0,0,0,0,195,1,18,"https://fbref.com/en/players/cb00f1e6/Vitor-Roque"
"257",NA,"2023 Athletico Paranaense","Série A","Cacá","BRA","DF","23",18.8,752,727,23,22,0,9,4,1,0,0,0,0,612,2,8,"https://fbref.com/en/players/27f4a416/Caca"
"258",NA,"2023 Athletico Paranaense","Série A","Lucas Esquivel","ARG","DF","21",18.3,1071,815,253,51,1,7,85,174,28,8,16,1,793,3,21,"https://fbref.com/en/players/404169c2/Lucas-Esquivel"
"259",NA,"2023 Athletico Paranaense","Série A","Hugo Moura","BRA","MF","25",14.7,625,601,22,16,0,18,7,6,0,0,0,0,525,2,10,"https://fbref.com/en/players/14100165/Hugo-Moura"
"260",NA,"2023 Athletico Paranaense","Série A","Pablo","BRA","FW","30",15.5,442,410,29,8,2,4,10,4,0,0,0,0,338,3,15,"https://fbref.com/en/players/1ad394c5/Pablo"
"261",NA,"2023 Athletico Paranaense","Série A","Christian","BRA","MF,FW","22",15.1,613,583,27,4,2,5,21,22,1,0,1,0,488,3,26,"https://fbref.com/en/players/a856b456/Christian"
"262",NA,"2023 Athletico Paranaense","Série A","Mádson","BRA","DF,MF","31",14.8,519,390,126,9,0,2,19,117,0,0,0,0,356,3,6,"https://fbref.com/en/players/766094be/Madson"
