"","Season","Squad","Comp","Player","Nation","Pos","Age","MP","Min_Playing_Time","Mn_per_MP_Playing_Time","Min_percent_Playing_Time","Mins_Per_90_Playing_Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team_Success","onG_Team_Success","onGA_Team_Success","Plus_Minus_Team_Success","Plus_Minus90_Team_Success","On_minus_Off_Team_Success","onxG_Team_Success_xG_","onxGA_Team_Success_xG","xGPlus_Minus_Team_Success_xG","xGPlus_Minus90_Team_Success_xG","On_minus_Off_Team_Success_xG","PlayerURL","MP_Playing_Time"
"408",NA,"2023 Fortaleza","Série A","Fernando Miguel","BRA","GK","37",NA,462,77,13.5,5.1,5,90,5,1,12,22,2,10,5,5,0.97,1.1,12.1,6.3,5.8,1.13,1.08,"https://fbref.com/en/players/f1f06658/Fernando-Miguel",6
"409",NA,"2023 Fortaleza","Série A","Moises","BRA","MF,FW","26",NA,367,61,10.7,4.1,5,69,0,1,20,0,1.83,8,5,3,0.74,0.79,8.9,4,4.9,1.21,1.13,"https://fbref.com/en/players/ddd07a25/Moises",6
"410",NA,"2023 Fortaleza","Série A","Luis Eduardo Marques dos Santos","BRA","DF","25",NA,385,55,11.3,4.3,4,80,1,3,22,26,0.29,1,3,-2,-0.47,-0.56,3.7,4.6,-0.9,-0.21,-0.46,"https://fbref.com/en/players/5c5a0d4d/Luis-Eduardo-Marques-dos-Santos",7
"411",NA,"2023 Fortaleza","Série A","Tobias Figueiredo","POR","DF","28",NA,343,86,10,3.8,4,86,3,0,NA,10,0.25,2,7,-5,-1.31,-1.49,3.4,5.5,-2.1,-0.55,-0.83,"https://fbref.com/en/players/352cabbc/Tobias-Figueiredo",4
"412",NA,"2023 Fortaleza","Série A","Silvio Romero","ARG","FW","34",NA,398,23,11.6,4.4,3,66,0,14,14,19,1.41,6,3,3,0.68,0.74,7.4,4.5,3,0.67,0.53,"https://fbref.com/en/players/6a00c4b0/Silvio-Romero",17
"413",NA,"2023 Fortaleza","Série A","Romarinho","BRA","FW,MF","28",NA,288,26,8.4,3.2,2,66,1,9,17,11,0.91,2,4,-2,-0.62,-0.71,4.6,4.6,0,0,-0.22,"https://fbref.com/en/players/1e7d2cc0/Romarinho",11
"414",NA,"2023 Fortaleza","Série A","Brayan Ceballos","COL","DF","21",NA,206,69,6,2.3,2,90,2,1,26,6,0.67,1,2,-1,-0.44,-0.49,2,2.1,-0.1,-0.05,-0.27,"https://fbref.com/en/players/3fa61ade/Brayan-Ceballos",3
"415",NA,"2023 Fortaleza","Série A","Maurício Kozlinski","BRA","GK","31",NA,90,90,2.6,1,1,90,1,0,NA,15,1,0,0,0,0,-0.03,0.8,0.8,0,0.04,-0.17,"https://fbref.com/en/players/19ad88fa/Mauricio-Kozlinski",1
"416",NA,"2023 Fortaleza","Série A","Vinícius Zanocelo","BRA","MF,FW","22",NA,81,14,2.4,0.9,0,NA,0,6,14,12,1.17,3,1,2,2.22,2.25,1.7,1.1,0.5,0.59,0.4,"https://fbref.com/en/players/27457e83/Vinicius-Zanocelo",6
"417",NA,"2023 Fortaleza","Série A","Pedro Rocha Neves","BRA","FW","28",NA,34,11,1,0.4,0,NA,0,3,11,7,0.67,0,0,0,0,-0.03,0.6,0.2,0.3,0.92,0.73,"https://fbref.com/en/players/b33e0095/Pedro-Rocha-Neves",3
"418",NA,"2023 Fortaleza","Série A","Kauan","BRA","FW","17",NA,11,11,0.3,0.1,0,NA,0,1,11,3,0,0,1,-1,-8.18,-8.23,0.2,0.8,-0.6,-5.18,-5.4,"https://fbref.com/en/players/93ddb8fe/Kauan",1
"419",NA,"2023 Fortaleza","Série A","Amorim","BRA","MF","17",NA,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/87c4d798/Amorim",0
"420",NA,"2023 Fortaleza","Série A","Bruno","BRA","GK","20",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/db54ba30/Bruno",0
"421",NA,"2023 Fortaleza","Série A","Lucas Esteves","BRA","DF,MF","22",NA,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c6ec0258/Lucas-Esteves",0
"422",NA,"2023 Fortaleza","Série A","Sammuel","BRA","DF","21",NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9bacb883/Sammuel",0
"423",NA,"2023 Fortaleza","Série A","Bernardo Schappo","BRA","DF","23",NA,NA,NA,NA,NA,0,NA,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/eeff4ab4/Bernardo-Schappo",0
"424",NA,"2023 Fortaleza","Série A","Alix Vinicius","BRA","DF","23",NA,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2083298b/Alix-Vinicius",0
"425",NA,"2023 São Paulo","Série A","Rafael Pires","BRA","GK","33",33,2970,90,86.8,33,33,90,33,0,NA,5,1.42,36,34,2,0.06,0.06,43.8,30.8,13,0.39,0.52,"https://fbref.com/en/players/539f6761/Rafael-Pires",NA
"426",NA,"2023 São Paulo","Série A","Pablo Maia","BRA","MF","21",32,2584,81,75.6,28.7,29,86,24,3,29,1,1.41,26,25,1,0.03,-0.07,37.6,24.8,12.7,0.44,0.48,"https://fbref.com/en/players/3a243771/Pablo-Maia",NA
"427",NA,"2023 São Paulo","Série A","Alisson","BRA","MF,FW","29",35,2153,62,63,23.9,26,75,7,9,23,2,1.49,25,19,6,0.25,0.53,29.4,20.3,9.1,0.38,0.14,"https://fbref.com/en/players/99139fa4/Alisson",NA
"428",NA,"2023 São Paulo","Série A","Lucas Beraldo","BRA","DF","19",24,2160,90,63.2,24,24,90,24,0,NA,7,1.54,27,26,1,0.04,-0.03,31.5,22.2,9.3,0.39,0.17,"https://fbref.com/en/players/b8aedf06/Lucas-Beraldo",NA
"429",NA,"2023 São Paulo","Série A","Luciano","BRA","MF,FW","29",34,2112,62,61.8,23.5,24,76,4,10,28,1,1.38,27,25,2,0.09,0.09,32,19.6,12.4,0.53,0.53,"https://fbref.com/en/players/24ce161c/Luciano",NA
"430",NA,"2023 São Paulo","Série A","Caio Paulista","BRA","DF","24",28,2078,74,60.8,23.1,23,85,16,5,23,3,1.43,27,28,-1,-0.04,-0.24,29.9,23.7,6.2,0.27,-0.14,"https://fbref.com/en/players/701bb051/Caio-Paulista",NA
"431",NA,"2023 São Paulo","Série A","Rafinha","BRA","DF","37",25,2027,81,59.3,22.5,23,86,16,2,27,3,1.5,27,22,5,0.22,0.42,31.6,19.4,12.2,0.54,0.53,"https://fbref.com/en/players/d003e213/Rafinha",NA
"432",NA,"2023 São Paulo","Série A","Wellington Rato","BRA","FW,MF","30",32,1763,55,51.5,19.6,21,72,2,11,23,3,1.44,17,20,-3,-0.15,-0.42,22.7,21.1,1.6,0.08,-0.5,"https://fbref.com/en/players/598917cf/Wellington-Rato",NA
"433",NA,"2023 São Paulo","Série A","Diego","BRA","DF","23",23,1744,76,51,19.4,20,87,19,3,2,10,1.48,22,25,-3,-0.15,-0.42,24.6,23,1.6,0.08,-0.5,"https://fbref.com/en/players/7fb8f90c/Diego",NA
"434",NA,"2023 São Paulo","Série A","Michel Araujo","URU","FW,MF","26",32,1768,55,51.7,19.6,19,77,8,13,23,1,1.34,22,25,-3,-0.15,-0.43,28.5,20.3,8.2,0.42,0.19,"https://fbref.com/en/players/1159e4ae/Michel-Araujo",NA
"435",NA,"2023 São Paulo","Série A","Robert Arboleda","ECU","DF","31",20,1721,86,50.3,19.1,19,90,19,1,11,2,1.43,19,14,5,0.26,0.42,26.9,16.3,10.6,0.55,0.46,"https://fbref.com/en/players/269dbfc6/Robert-Arboleda",NA
"436",NA,"2023 São Paulo","Série A","Rodrigo Nestor","BRA","MF,FW","22",25,1451,58,42.4,16.1,17,71,0,8,30,1,1.48,13,19,-6,-0.37,-0.74,20.6,16.5,4.1,0.25,-0.13,"https://fbref.com/en/players/c04ebe99/Rodrigo-Nestor",NA
"437",NA,"2023 São Paulo","Série A","Jonathan Calleri","ARG","FW","29",19,1350,71,39.5,15,15,83,9,4,25,1,1.42,19,18,1,0.07,0.02,21.2,15.6,5.6,0.38,0.08,"https://fbref.com/en/players/6922f806/Jonathan-Calleri",NA
"438",NA,"2023 São Paulo","Série A","Juan Santos","BRA","FW","20",27,1279,47,37.4,14.2,13,72,2,14,24,11,1.37,14,10,4,0.28,0.37,18.7,12,6.7,0.47,0.23,"https://fbref.com/en/players/ad89aa96/Juan-Santos",NA
"439",NA,"2023 São Paulo","Série A","Gabriel Neves","URU","MF","25",20,967,48,28.3,10.7,13,64,1,7,19,8,1.6,14,11,3,0.28,0.32,12.9,8.9,4,0.37,0.06,"https://fbref.com/en/players/2a03fb5f/Gabriel-Neves",NA
"440",NA,"2023 São Paulo","Série A","Alan Franco","ARG","DF","26",13,1129,87,33,12.5,12,89,11,1,63,21,1.31,12,12,0,0,-0.08,13.8,11.3,2.5,0.2,-0.19,"https://fbref.com/en/players/a548281c/Alan-Franco",NA
"441",NA,"2023 São Paulo","Série A","Nathan Mendes","BRA","DF","20",21,1176,56,34.4,13.1,11,89,10,10,19,11,1.19,12,13,-1,-0.08,-0.2,14.9,13.2,1.7,0.13,-0.3,"https://fbref.com/en/players/c5aa7b35/Nathan-Mendes",NA
"442",NA,"2023 São Paulo","Série A","Welington","BRA","DF","21",16,936,59,27.4,10.4,11,81,5,5,9,7,1.69,11,6,5,0.48,0.59,14.5,7,7.5,0.72,0.54,"https://fbref.com/en/players/a7f95b1f/Welington",NA
"443",NA,"2023 São Paulo","Série A","Lucas Moura","BRA","FW,MF","30",14,867,62,25.4,9.6,10,71,2,4,40,0,1.14,7,9,-2,-0.21,-0.35,12.2,8.8,3.4,0.35,0.04,"https://fbref.com/en/players/2b622f01/Lucas-Moura",NA
"444",NA,"2023 São Paulo","Série A","James Rodríguez","COL","MF,FW","31",12,635,53,18.6,7.1,9,64,1,3,21,0,1.42,5,8,-3,-0.43,-0.59,8.5,7.8,0.8,0.11,-0.27,"https://fbref.com/en/players/715bf047/James-Rodriguez",NA
"445",NA,"2023 São Paulo","Série A","Luan","BRA","MF","23",11,608,55,17.8,6.8,8,62,0,3,37,18,1.64,8,8,0,0,-0.06,8.2,9.6,-1.4,-0.2,-0.64,"https://fbref.com/en/players/12a226cf/Luan",NA
"446",NA,"2023 São Paulo","Série A","David","BRA","FW,MF","27",22,733,33,21.4,8.1,6,69,1,16,20,5,1.23,9,6,3,0.37,0.4,9.9,9.7,0.2,0.03,-0.38,"https://fbref.com/en/players/92f9ace5/David",NA
"447",NA,"2023 São Paulo","Série A","Marcos Paulo","BRA","FW,MF","21",15,528,35,15.4,5.9,6,64,0,9,16,2,1.47,8,4,4,0.68,0.74,7.1,5.9,1.2,0.2,-0.15,"https://fbref.com/en/players/d70a5433/Marcos-Paulo",NA
"448",NA,"2023 São Paulo","Série A","Jandrei","BRA","GK","29",5,450,90,13.2,5,5,90,5,0,NA,26,1.2,4,4,0,0,-0.06,5.2,5.8,-0.6,-0.12,-0.52,"https://fbref.com/en/players/85ea4399/Jandrei",NA
"449",NA,"2023 São Paulo","Série A","Patryck","BRA","DF","20",6,375,63,11,4.2,4,79,2,2,30,12,1.83,2,2,0,0,-0.06,4,4,0,0,-0.37,"https://fbref.com/en/players/8dcbd7af/Patryck",NA
"450",NA,"2023 São Paulo","Série A","Jhegson Méndez","ECU","MF","25",7,371,53,10.8,4.1,4,78,2,3,19,20,1.43,5,5,0,0,-0.06,5.8,4.4,1.4,0.35,0.02,"https://fbref.com/en/players/db0c5324/Jhegson-Mendez",NA
"451",NA,"2023 São Paulo","Série A","Raí Ramos","BRA","DF","28",6,282,47,8.2,3.1,4,66,1,2,10,13,1.17,4,4,0,0,-0.06,4.2,5.4,-1.2,-0.37,-0.76,"https://fbref.com/en/players/ad5311be/Rai-Ramos",NA
"452",NA,"2023 São Paulo","Série A","Erison","BRA","FW,MF","23",13,391,30,11.4,4.3,3,56,0,10,22,1,1.46,7,3,4,0.92,0.98,6.7,4.1,2.6,0.59,0.3,"https://fbref.com/en/players/a9c450cb/Erison",NA
"453",NA,"2023 São Paulo","Série A","Matheus Belém","BRA","DF","19",2,169,85,4.9,1.9,2,85,1,0,NA,1,0.5,1,2,-1,-0.53,-0.62,1.9,2.6,-0.7,-0.39,-0.75,"https://fbref.com/en/players/3f2ef5ad/Matheus-Belem",NA
"454",NA,"2023 São Paulo","Série A","Rodrigo","BRA","MF,FW","18",11,232,21,6.8,2.6,1,45,0,10,19,6,1.18,3,0,3,1.16,1.19,2.8,1.2,1.6,0.63,0.32,"https://fbref.com/en/players/1126f4e2/Rodrigo",NA
"455",NA,"2023 São Paulo","Série A","Alexandre Pato","BRA","FW,MF","33",9,161,18,4.7,1.8,1,65,0,8,12,4,0.78,3,2,1,0.56,0.53,2.5,1.8,0.7,0.4,0.07,"https://fbref.com/en/players/7dd83c7d/Alexandre-Pato",NA
"456",NA,"2023 São Paulo","Série A","Talles Costa","BRA","MF,FW","20",7,135,19,3.9,1.5,1,45,0,6,15,8,1.14,1,1,0,0,-0.05,1.3,0.8,0.4,0.27,-0.05,"https://fbref.com/en/players/d8f15d24/Talles-Costa",NA
"457",NA,"2023 São Paulo","Série A","João Moreira","POR","DF","18",1,70,70,2,0.8,1,70,0,0,NA,4,0,0,1,-1,-1.29,-1.37,0.1,1.2,-1.1,-1.37,-1.73,"https://fbref.com/en/players/b3be99e3/Joao-Moreira",NA
"458",NA,"2023 São Paulo","Série A","William Gomes","BRA","FW","16",3,76,25,2.2,0.8,0,NA,0,3,25,2,1,1,2,-1,-1.18,-1.26,1.7,0.8,0.8,0.98,0.67,"https://fbref.com/en/players/22675fbb/William-Gomes",NA
"459",NA,"2023 São Paulo","Série A","Pedro Vilhena","BRA","FW","20",1,20,20,0.6,0.2,0,NA,0,1,20,12,0,1,0,1,4.5,4.47,0.1,0.1,0,-0.09,-0.41,"https://fbref.com/en/players/15692fb2/Pedro-Vilhena",NA
"460",NA,"2023 São Paulo","Série A","Talles Wander","BRA","FW,MF","19",2,19,10,0.6,0.2,0,NA,0,2,10,2,0,1,2,-1,-4.74,-4.82,1.5,0.4,1.1,5.05,4.75,"https://fbref.com/en/players/a718fae0/Talles-Wander",NA
"461",NA,"2023 São Paulo","Série A","Felipe Negrucci","BRA","MF","18",1,15,15,0.4,0.2,0,NA,0,1,15,6,1,0,1,-1,-6,-6.08,0.2,1,-0.8,-4.52,-4.87,"https://fbref.com/en/players/784f2ef7/Felipe-Negrucci",NA
"462",NA,"2023 São Paulo","Série A","Nahuel Ferraresi","VEN","FW","24",1,2,2,0.1,0,0,NA,0,1,2,10,1,0,0,0,0,-0.05,0,0.1,-0.1,-4.55,-4.88,"https://fbref.com/en/players/719aab45/Nahuel-Ferraresi",NA
"463",NA,"2023 São Paulo","Série A","Felipe Alves Raymundo","BRA","GK","34",0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7fbe8689/Felipe-Alves-Raymundo",NA
"464",NA,"2023 São Paulo","Série A","Walce Costa","BRA","DF","23",0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/10ec506f/Walce-Costa",NA
"465",NA,"2023 São Paulo","Série A","Luis Manuel Orejuela","COL","DF","27",0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e6a6379d/Luis-Manuel-Orejuela",NA
"466",NA,"2023 São Paulo","Série A","Caio Matheus","BRA","FW","18",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/51aa0119/Caio-Matheus",NA
"467",NA,"2023 São Paulo","Série A","Leandro Mathias","BRA","GK","18",0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9aa783c3/Leandro-Mathias",NA
"468",NA,"2023 São Paulo","Série A","Young","BRA","GK","20",0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/be817fc6/Young",NA
"469",NA,"2023 São Paulo","Série A","Ythallo","BRA","DF","18",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/75558c64/Ythallo",NA
"470",NA,"2023 Cuiabá","","Marllon Borges","BRA","DF","30",36,3240,90,94.7,36,36,90,36,0,NA,0,1.39,39,36,3,0.08,1.08,36.8,40.1,-3.3,-0.09,0.03,"https://fbref.com/en/players/d0b29bbd/Marllon-Borges",NA
"471",NA,"2023 Cuiabá","","Walter","BRA","GK","35",35,3150,90,92.1,35,35,90,35,0,NA,0,1.37,36,35,1,0.03,0.03,34.8,38.3,-3.5,-0.1,-0.1,"https://fbref.com/en/players/8bae322b/Walter",NA
"472",NA,"2023 Cuiabá","","Deyverson","BRA","FW","31",36,2906,81,85,32.3,34,84,19,2,27,0,1.39,30,33,-3,-0.09,-0.79,31.3,34.1,-2.8,-0.09,0.03,"https://fbref.com/en/players/2e5e846d/Deyverson",NA
"473",NA,"2023 Cuiabá","","Raniele","BRA","MF,DF","26",35,2885,82,84.4,32.1,34,83,19,1,48,0,1.4,33,31,2,0.06,0.23,32,34.3,-2.3,-0.07,0.14,"https://fbref.com/en/players/a025365f/Raniele",NA
"474",NA,"2023 Cuiabá","","Matheus Alexandre","BRA","DF","23",35,2980,85,87.1,33.1,33,89,31,2,17,2,1.43,37,30,7,0.21,1.44,33.9,33.8,0.1,0,0.73,"https://fbref.com/en/players/0212e748/Matheus-Alexandre",NA
"475",NA,"2023 Cuiabá","","Alan Empereur","BRA","DF","28",33,2950,89,86.3,32.8,33,89,32,0,NA,2,1.3,32,36,-4,-0.12,-1.08,31.9,36.6,-4.7,-0.14,-0.37,"https://fbref.com/en/players/825b8997/Alan-Empereur",NA
"476",NA,"2023 Cuiabá","","Rikelme","BRA","DF","19",31,2338,75,68.4,26,27,82,12,4,34,3,1.42,29,22,7,0.27,0.77,24,26.1,-2.1,-0.08,0.04,"https://fbref.com/en/players/637cdc49/Rikelme",NA
"477",NA,"2023 Cuiabá","","Denilson","BRA","MF","21",33,1908,58,55.8,21.2,23,72,4,10,25,3,1.24,18,18,0,0,-0.06,23.1,19.8,3.2,0.15,0.55,"https://fbref.com/en/players/9144afdf/Denilson",NA
"478",NA,"2023 Cuiabá","","Jonathan Cafu","BRA","FW,MF","31",32,1708,53,49.9,19,23,66,0,9,20,2,1.44,19,18,1,0.05,0.05,17.5,19.8,-2.3,-0.12,-0.06,"https://fbref.com/en/players/8d043f1d/Jonathan-Cafu",NA
"479",NA,"2023 Cuiabá","","Clayson","BRA","FW,MF","27",23,1639,71,47.9,18.2,22,73,3,1,32,0,1.57,20,14,6,0.33,0.58,17.7,16.5,1.2,0.07,0.3,"https://fbref.com/en/players/85c1009d/Clayson",NA
"480",NA,"2023 Cuiabá","","Fernando Sobral","BRA","MF","28",33,1903,58,55.6,21.1,21,74,6,12,29,3,1.27,21,20,1,0.05,0.05,20.2,23,-2.8,-0.13,-0.09,"https://fbref.com/en/players/c012aacd/Fernando-Sobral",NA
"481",NA,"2023 Cuiabá","","Allyson Aires dos Santos","BRA","DF","32",16,1133,71,33.1,12.6,14,80,10,2,9,21,1.44,14,12,2,0.16,0.2,12.8,12.9,-0.1,-0.01,0.13,"https://fbref.com/en/players/a337652c/Allyson-Aires-dos-Santos",NA
"482",NA,"2023 Cuiabá","","Wellington Silva","BRA","FW","30",29,1336,46,39.1,14.8,13,75,3,16,22,5,1.38,17,20,-3,-0.2,-0.37,14.7,18.3,-3.6,-0.24,-0.25,"https://fbref.com/en/players/5c60f49c/Wellington-Silva",NA
"483",NA,"2023 Cuiabá","","Pablo Ceppelini","URU","MF","31",21,997,47,29.2,11.1,12,73,3,9,13,1,1.1,10,13,-3,-0.27,-0.42,10.5,11.7,-1.2,-0.11,-0.03,"https://fbref.com/en/players/3d9c1055/Pablo-Ceppelini",NA
"484",NA,"2023 Cuiabá","","Filipe Augusto","BRA","MF","29",27,1065,39,31.1,11.8,9,73,2,18,23,5,1.3,17,15,2,0.17,0.21,14.2,14.7,-0.5,-0.05,0.07,"https://fbref.com/en/players/0e34de55/Filipe-Augusto",NA
"485",NA,"2023 Cuiabá","","Isidro Pitta","PAR","FW","23",29,823,28,24.1,9.1,7,69,1,22,15,9,1.45,14,8,6,0.66,0.83,11,11.8,-0.8,-0.08,0.01,"https://fbref.com/en/players/e9fc7295/Isidro-Pitta",NA
"486",NA,"2023 Cuiabá","","Lucas Mineiro","BRA","MF","26",16,612,38,17.9,6.8,7,60,0,9,21,3,1.44,6,7,-1,-0.15,-0.21,7.7,9.3,-1.6,-0.23,-0.17,"https://fbref.com/en/players/53f1c5de/Lucas-Mineiro",NA
"487",NA,"2023 Cuiabá","","Derik Lacerda","BRA","FW,MF","23",19,658,35,19.2,7.3,5,60,0,14,26,1,1.37,9,4,5,0.68,0.81,10.5,7.2,3.3,0.45,0.68,"https://fbref.com/en/players/d028bfe9/Derik-Lacerda",NA
"488",NA,"2023 Cuiabá","","Patric Calmon","BRA","DF","28",15,520,35,15.2,5.8,5,77,2,10,13,19,0.87,4,11,-7,-1.21,-1.46,6,10.3,-4.3,-0.74,-0.77,"https://fbref.com/en/players/0d44dd8d/Patric-Calmon",NA
"489",NA,"2023 Cuiabá","","Emerson Negueba","BRA","FW","22",10,484,48,14.2,5.4,5,71,1,5,25,26,1.2,6,10,-4,-0.74,-0.9,4.2,8.4,-4.1,-0.77,-0.79,"https://fbref.com/en/players/0df60055/Emerson-Negueba",NA
"490",NA,"2023 Cuiabá","","Matheusinho","BRA","DF","24",5,433,87,12.7,4.8,5,87,4,0,NA,1,0.8,5,8,-3,-0.62,-0.74,4.4,7.7,-3.3,-0.68,-0.68,"https://fbref.com/en/players/97bb4fdd/Matheusinho",NA
"491",NA,"2023 Cuiabá","","Ronald","BRA","MF","25",21,585,28,17.1,6.5,4,76,1,17,17,13,1.24,9,10,-1,-0.15,-0.22,7.4,10.1,-2.8,-0.43,-0.41,"https://fbref.com/en/players/cc119c66/Ronald",NA
"492",NA,"2023 Cuiabá","","Iury de Castilho","BRA","FW","27",10,398,40,11.6,4.4,4,72,0,6,18,5,1.8,4,3,1,0.23,0.23,4.9,4.2,0.8,0.17,0.3,"https://fbref.com/en/players/555311f2/Iury-de-Castilho",NA
"493",NA,"2023 Cuiabá","","Uendel","BRA","DF","34",9,358,40,10.5,4,4,57,0,5,26,12,1.56,5,3,2,0.5,0.53,7.1,3,4.1,1.03,1.25,"https://fbref.com/en/players/0bd9e045/Uendel",NA
"494",NA,"2023 Cuiabá","","João Carlos","BRA","GK","34",3,270,90,7.9,3,3,90,3,0,NA,35,1,4,4,0,0,-0.03,3.9,3.9,0,0,0.1,"https://fbref.com/en/players/ad9e7995/Joao-Carlos",NA
"495",NA,"2023 Cuiabá","","Nicolás Quagliata","URU","FW,MF","23",9,233,26,6.8,2.6,0,NA,0,9,26,4,0.89,2,6,-4,-1.55,-1.69,2.1,5.6,-3.5,-1.34,-1.34,"https://fbref.com/en/players/9be7ace2/Nicolas-Quagliata",NA
"496",NA,"2023 Cuiabá","","Pablinho","BRA","FW","19",2,34,17,1,0.4,0,NA,0,2,17,4,0.5,0,0,0,0,-0.03,0.3,0.3,0.1,0.21,0.31,"https://fbref.com/en/players/4ac76d13/Pablinho",NA
"497",NA,"2023 Cuiabá","","Rafael Gava","BRA","MF","29",1,18,18,0.5,0.2,0,NA,0,1,18,0,0,0,0,0,0,-0.03,0.2,0.5,-0.3,-1.55,-1.47,"https://fbref.com/en/players/713e1a36/Rafael-Gava",NA
"498",NA,"2023 Cuiabá","","Vitão","BRA","DF","22",1,12,12,0.4,0.1,0,NA,0,1,12,20,1,0,1,-1,-7.5,-7.55,0.2,0.5,-0.3,-2.03,-1.95,"https://fbref.com/en/players/7f1c60bc/Vitao",NA
"499",NA,"2023 Cuiabá","","Ricardo","BRA","MF","20",1,8,8,0.2,0.1,0,NA,0,1,8,11,1,0,0,0,0,-0.03,0.1,0,0,0.27,0.37,"https://fbref.com/en/players/6dbf3841/Ricardo",NA
"500",NA,"2023 Cuiabá","","Calebe","BRA","MF","19",0,NA,NA,NA,NA,0,NA,0,0,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/88b888bf/Calebe",NA
"501",NA,"2023 Cuiabá","","Luiz Felipe","BRA","MF","18",0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/21dd43a0/Luiz-Felipe",NA
"502",NA,"2023 Cuiabá","","João Maraninir","BRA","DF","20",0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/8f5e8790/Joao-Maraninir",NA
"503",NA,"2023 Cuiabá","","Vinicius Melo","BRA","GK","23",0,NA,NA,NA,NA,0,NA,0,0,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/22d45f72/Vinicius-Melo",NA
"504",NA,"2023 Cuiabá","","Juan Pablo","BRA","DF","20",0,NA,NA,NA,NA,0,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f40465af/Juan-Pablo",NA
"505",NA,"2023 Cuiabá","","Victor Yan","BRA","MF","21",0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2da05c37/Victor-Yan",NA
"506",NA,"2023 Corinthians","Série A","Cássio","BRA","GK","35",37,3310,89,96.8,36.8,37,89,36,0,NA,0,1.27,45,48,-3,-0.08,-1.72,39.4,48.2,-8.8,-0.24,0.02,"https://fbref.com/en/players/d42f6326/Cassio",NA
"507",NA,"2023 Corinthians","Série A","Gil","BRA","DF","35",32,2880,90,84.2,32,32,90,32,0,NA,2,1.28,36,38,-2,-0.06,-0.23,33.4,40.1,-6.7,-0.21,0.2,"https://fbref.com/en/players/31edef00/Gil",NA
"508",NA,"2023 Corinthians","Série A","Yuri Alberto","BRA","FW","21",34,2722,80,79.6,30.2,32,83,17,2,28,1,1.35,41,36,5,0.17,0.94,32.8,37.1,-4.3,-0.14,0.48,"https://fbref.com/en/players/65159211/Yuri-Alberto",NA
"509",NA,"2023 Corinthians","Série A","Maycon","BRA","MF","25",32,2403,75,70.3,26.7,27,84,14,5,29,2,1.28,34,36,-2,-0.07,-0.16,30.1,34.8,-4.7,-0.17,0.22,"https://fbref.com/en/players/005ca692/Maycon",NA
"510",NA,"2023 Corinthians","Série A","Fagner","BRA","DF","33",30,2095,70,61.3,23.3,22,85,19,8,28,0,1.53,34,34,0,0,0.07,27.2,28.5,-1.3,-0.06,0.47,"https://fbref.com/en/players/a9cc58fe/Fagner",NA
