"","Season","Squad","Comp","Player","Nation","Pos","Age","MP","Min_Playing_Time","Mn_per_MP_Playing_Time","Min_percent_Playing_Time","Mins_Per_90_Playing_Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team_Success","onG_Team_Success","onGA_Team_Success","Plus_Minus_Team_Success","Plus_Minus90_Team_Success","On_minus_Off_Team_Success","onxG_Team_Success_xG_","onxGA_Team_Success_xG","xGPlus_Minus_Team_Success_xG","xGPlus_Minus90_Team_Success_xG","On_minus_Off_Team_Success_xG","PlayerURL","MP_Playing_Time"
"613",NA,"2023 Vasco da Gama","","Andrey Santos","BRA","MF","18",NA,421,70,12.3,4.7,6,70,2,0,NA,0,1,5,7,-2,-0.43,-0.19,6.3,4.7,1.6,0.34,0.34,"https://fbref.com/en/players/dd745366/Andrey-Santos",6
"614",NA,"2023 Vasco da Gama","","Sergio Antonio De Luiz Junior","BRA","MF,DF","27",NA,359,40,10.5,4,5,59,0,4,16,13,1.22,3,3,0,0,0.29,4.7,2.8,1.9,0.49,0.5,"https://fbref.com/en/players/c3d8dcb2/Sergio-Antonio-De-Luiz-Junior",9
"615",NA,"2023 Vasco da Gama","","Matías Galarza","PAR","MF","20",NA,401,40,11.7,4.5,4,67,0,6,23,9,1,3,8,-5,-1.12,-0.97,3.3,6.1,-2.8,-0.64,-0.76,"https://fbref.com/en/players/8e97a57b/Matias-Galarza",10
"616",NA,"2023 Vasco da Gama","","Rossi","BRA","MF,FW","29",NA,397,44,11.6,4.4,4,62,0,5,30,3,2.11,9,5,4,0.91,1.32,5.8,7.1,-1.3,-0.28,-0.36,"https://fbref.com/en/players/80274d82/Rossi",9
"617",NA,"2023 Vasco da Gama","","Miranda","BRA","DF","23",NA,388,55,11.3,4.3,4,84,2,3,18,13,0.86,3,12,-9,-2.09,-2.06,8.3,5.5,2.8,0.65,0.69,"https://fbref.com/en/players/83300aa7/Miranda",7
"618",NA,"2023 Vasco da Gama","","Rodrigo Alves","BRA","MF","20",NA,352,44,10.3,3.9,4,74,2,4,14,2,0.75,5,9,-4,-1.02,-0.85,4.3,6.1,-1.8,-0.47,-0.57,"https://fbref.com/en/players/642defee/Rodrigo-Alves",8
"619",NA,"2023 Vasco da Gama","","Sebastián Ferreira","PAR","FW,MF","24",NA,440,34,12.9,4.9,3,72,1,10,23,10,1.54,7,6,1,0.2,0.54,8,5.3,2.7,0.56,0.59,"https://fbref.com/en/players/5439dba0/Sebastian-Ferreira",13
"620",NA,"2023 Vasco da Gama","","Erick Marcus","BRA","MF,FW","18",NA,400,29,11.7,4.4,3,57,0,11,21,5,0.93,7,6,1,0.23,0.55,7.8,5.1,2.7,0.61,0.64,"https://fbref.com/en/players/3c1155da/Erick-Marcus",14
"621",NA,"2023 Vasco da Gama","","Mateus Cocão","BRA","MF","20",NA,347,39,10.1,3.9,3,76,1,6,20,17,0.89,4,5,-1,-0.26,0,5.9,3.6,2.3,0.59,0.62,"https://fbref.com/en/players/35f270b7/Mateus-Cocao",9
"622",NA,"2023 Vasco da Gama","","Rayan Vitor","BRA","FW,MF","16",NA,265,44,7.7,2.9,3,68,0,3,20,3,0.5,1,3,-2,-0.68,-0.45,4.1,3.4,0.6,0.22,0.19,"https://fbref.com/en/players/288647fc/Rayan-Vitor",6
"623",NA,"2023 Vasco da Gama","","Cauan Barros","BRA","MF","18",NA,237,30,6.9,2.6,3,60,0,5,12,8,1,2,4,-2,-0.76,-0.53,2.6,3.8,-1.2,-0.44,-0.52,"https://fbref.com/en/players/6ae4627b/Cauan-Barros",8
"624",NA,"2023 Vasco da Gama","","José Vitor","BRA","DF","20",NA,110,28,3.2,1.2,1,90,1,3,7,20,1,0,4,-4,-3.27,-3.11,1.6,2.8,-1.1,-0.93,-1,"https://fbref.com/en/players/f8b0488c/Jose-Vitor",4
"625",NA,"2023 Vasco da Gama","","Gabriel Carabajal","ARG","MF","31",NA,122,20,3.6,1.4,0,NA,0,6,20,6,0,2,4,-2,-1.48,-1.26,2.3,4.1,-1.8,-1.33,-1.42,"https://fbref.com/en/players/7a694ae4/Gabriel-Carabajal",6
"626",NA,"2023 Vasco da Gama","","Eguinaldo","BRA","FW,MF","18",NA,67,17,2,0.7,0,NA,0,4,17,3,1,1,3,-2,-2.69,-2.47,1.2,1.3,-0.2,-0.22,-0.27,"https://fbref.com/en/players/d874b374/Eguinaldo",4
"627",NA,"2023 Vasco da Gama","","Paulinho","BRA","DF","17",NA,45,45,1.3,0.5,0,NA,0,1,45,1,0,1,2,-1,-2,-1.76,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0636d932/Paulinho",1
"628",NA,"2023 Vasco da Gama","","Rwan","BRA","MF,FW","21",NA,34,17,1,0.4,0,NA,0,2,17,8,0.5,0,0,0,0,0.27,0.2,0.3,-0.1,-0.35,-0.4,"https://fbref.com/en/players/568a75fd/Rwan",2
"629",NA,"2023 Vasco da Gama","","Gabriel Dias","BRA","DF","28",NA,12,12,0.4,0.1,0,NA,0,1,12,5,3,0,0,0,0,0.26,0,0,0,0,-0.04,"https://fbref.com/en/players/b1a405dc/Gabriel-Dias",1
"630",NA,"2023 Vasco da Gama","","Paulo Victor","BRA","DF","21",NA,11,11,0.3,0.1,0,NA,0,1,11,8,3,0,0,0,0,0.26,0,0.3,-0.3,-2.08,-2.13,"https://fbref.com/en/players/cc54abe5/Paulo-Victor",1
"631",NA,"2023 Vasco da Gama","","Halls","BRA","GK","23",NA,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c2b2490e/Halls",0
"632",NA,"2023 Vasco da Gama","","Ivan","BRA","GK","25",NA,NA,NA,NA,NA,0,NA,0,0,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/43895807/Ivan",0
"633",NA,"2023 Vasco da Gama","","Jefferson","BRA","DF","26",NA,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9df5f945/Jefferson",0
"634",NA,"2023 Vasco da Gama","","Lyncon","BRA","DF","17",NA,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/19a8c2ab/Lyncon",0
"635",NA,"2023 Bahia","","Marcos Felipe","BRA","GK","26",37,3330,90,97.4,37,37,90,37,0,NA,0,1.19,49,51,-2,-0.05,0.95,49.5,48.2,1.3,0.04,1.97,"https://fbref.com/en/players/453bdfb9/Marcos-Felipe",NA
"636",NA,"2023 Bahia","","Thaciano","BRA","MF,FW","27",35,2887,82,84.4,32.1,35,82,16,0,NA,1,1.26,47,40,7,0.22,1.91,44.2,42.2,2,0.06,0.5,"https://fbref.com/en/players/139113e4/Thaciano",NA
"637",NA,"2023 Bahia","","Kanu","BRA","DF","25",33,2909,88,85.1,32.3,33,88,30,0,NA,0,1.18,42,44,-2,-0.06,0.11,42.7,43.3,-0.6,-0.02,-0.02,"https://fbref.com/en/players/fefa9b9a/Kanu",NA
"638",NA,"2023 Bahia","","Rezende","BRA","MF,DF","28",33,2705,82,79.1,30.1,32,84,21,1,24,1,1.21,43,42,1,0.03,0.54,41.2,37,4.2,0.14,0.75,"https://fbref.com/en/players/dfddb0f9/Rezende",NA
"639",NA,"2023 Bahia","","Cauly Oliveira Souza","BRA","MF,FW","27",32,2543,79,74.4,28.3,30,82,17,2,37,0,1.22,41,36,5,0.18,1,39,35.7,3.3,0.12,0.52,"https://fbref.com/en/players/2b53f7a5/Cauly-Oliveira-Souza",NA
"640",NA,"2023 Bahia","","Vitor Hugo","BRA","DF","31",27,2129,79,62.3,23.7,27,79,19,0,NA,3,1.15,33,36,-3,-0.13,-0.13,31.6,34.9,-3.3,-0.14,-0.33,"https://fbref.com/en/players/f2c1300a/Vitor-Hugo",NA
"641",NA,"2023 Bahia","","Everaldo Stum","BRA","FW","31",33,2178,66,63.7,24.2,25,80,11,8,21,1,1.15,29,30,-1,-0.04,0.1,33.4,28.9,4.6,0.19,0.56,"https://fbref.com/en/players/0ac3d7d8/Everaldo-Stum",NA
"642",NA,"2023 Bahia","","Nicolás Acevedo","URU","MF","23",31,1970,64,57.6,21.9,21,84,16,10,20,3,1.16,20,28,-8,-0.37,-0.68,26.8,29.8,-3,-0.14,-0.29,"https://fbref.com/en/players/6140be7b/Nicolas-Acevedo",NA
"643",NA,"2023 Bahia","","Gilberto","BRA","DF","29",21,1852,88,54.2,20.6,21,88,18,0,NA,1,1.48,34,28,6,0.29,0.81,30.6,25.8,4.8,0.23,0.54,"https://fbref.com/en/players/1338e42b/Gilberto",NA
"644",NA,"2023 Bahia","","Ademir Santos","BRA","FW,MF","27",33,1740,53,50.9,19.3,19,74,4,14,24,2,1.18,26,27,-1,-0.05,0.06,26.5,26.5,0.1,0,0.04,"https://fbref.com/en/players/4b7d58c2/Ademir-Santos",NA
"645",NA,"2023 Bahia","","Yago","BRA","MF","27",25,1363,55,39.9,15.1,16,75,1,9,17,2,1.28,27,21,6,0.4,0.79,20.8,19,1.8,0.12,0.22,"https://fbref.com/en/players/e2add0e7/Yago",NA
"646",NA,"2023 Bahia","","Gabriel Teixeira","BRA","FW,MF","21",25,1361,54,39.8,15.1,15,76,2,10,23,0,1.15,20,26,-6,-0.4,-0.53,23.3,20.3,3,0.2,0.35,"https://fbref.com/en/players/1cb046cd/Gabriel-Teixeira",NA
"647",NA,"2023 Bahia","","Camilo Cándido","URU","DF","27",19,1244,65,36.4,13.8,15,78,7,4,18,2,1.37,22,19,3,0.22,0.47,18.9,19,-0.1,-0.01,0.02,"https://fbref.com/en/players/6d4dbf54/Camilo-Candido",NA
"648",NA,"2023 Bahia","","Gabriel","BRA","DF","21",13,977,75,28.6,10.9,10,84,8,3,44,24,0.85,11,15,-4,-0.37,-0.41,10.8,15,-4.2,-0.38,-0.51,"https://fbref.com/en/players/4fd28619/Gabriel",NA
"649",NA,"2023 Bahia","","David Duarte","BRA","DF","28",11,867,79,25.4,9.6,10,86,7,1,5,8,1,15,16,-1,-0.1,-0.03,11.7,9.3,2.5,0.26,0.36,"https://fbref.com/en/players/91bf16f7/David-Duarte",NA
"650",NA,"2023 Bahia","","Cicinho","BUL","DF","34",13,753,58,22,8.4,9,78,5,4,12,23,1.15,7,11,-4,-0.48,-0.51,8.3,14.2,-6,-0.72,-0.9,"https://fbref.com/en/players/7cd78926/Cicinho",NA
"651",NA,"2023 Bahia","","Rafael Ratão","BRA","FW,MF","27",18,779,43,22.8,8.7,8,73,0,10,20,2,1.33,15,13,2,0.23,0.4,12.6,12,0.6,0.07,0.11,"https://fbref.com/en/players/40ef7347/Rafael-Ratao",NA
"652",NA,"2023 Bahia","","Vinicius Mingotti","BRA","FW","23",17,659,39,19.3,7.3,8,67,1,9,13,14,0.82,6,10,-4,-0.55,-0.58,8.4,12.4,-4,-0.55,-0.66,"https://fbref.com/en/players/2e0ed651/Vinicius-Mingotti",NA
"653",NA,"2023 Bahia","","Vítor Jacaré","BRA","DF,MF","23",18,855,48,25,9.5,7,90,7,11,20,8,1,11,16,-5,-0.53,-0.6,12.6,10.8,1.7,0.19,0.27,"https://fbref.com/en/players/fb5254bd/Vitor-Jacare",NA
"654",NA,"2023 Bahia","","Jhoanner Chávez","ECU","DF,MF","20",10,589,59,17.2,6.5,7,79,5,3,12,3,0.8,4,12,-8,-1.22,-1.38,5.5,10.9,-5.3,-0.82,-0.97,"https://fbref.com/en/players/649b57e9/Jhoanner-Chavez",NA
"655",NA,"2023 Bahia","","Luciano Juba","BRA","DF,MF","23",14,647,46,18.9,7.2,6,80,3,8,21,3,1.21,11,11,0,0,0.1,12.5,7.2,5.3,0.73,0.93,"https://fbref.com/en/players/c2abc321/Luciano-Juba",NA
"656",NA,"2023 Bahia","","Matheus Bahia","BRA","DF,MF","23",12,493,41,14.4,5.5,6,63,1,6,20,15,1.67,7,3,4,0.73,0.95,7.1,6.2,0.9,0.15,0.19,"https://fbref.com/en/players/33e3c4e5/Matheus-Bahia",NA
"657",NA,"2023 Bahia","","Kayky Chagas","BRA","FW,MF","19",10,410,41,12,4.6,6,61,0,4,11,4,0.6,4,6,-2,-0.44,-0.41,4.4,7.3,-2.9,-0.63,-0.69,"https://fbref.com/en/players/17734ea0/Kayky-Chagas",NA
"658",NA,"2023 Bahia","","Ryan Carlos","BRA","DF","20",9,578,64,16.9,6.4,5,83,2,4,41,6,0.56,7,10,-3,-0.47,-0.47,8.8,9.9,-1.2,-0.18,-0.2,"https://fbref.com/en/players/db014654/Ryan-Carlos",NA
"659",NA,"2023 Bahia","","Raul Bicalho","BRA","DF","23",7,321,46,9.4,3.6,4,72,3,3,11,9,1.86,7,5,2,0.56,0.71,6.4,5,1.5,0.41,0.47,"https://fbref.com/en/players/79af412b/Raul-Bicalho",NA
"660",NA,"2023 Bahia","","Arthur Sales","BRA","FW,MF","20",9,290,32,8.5,3.2,2,67,0,7,22,7,0.89,5,8,-3,-0.93,-0.93,4.1,5.6,-1.5,-0.46,-0.49,"https://fbref.com/en/players/d29e335c/Arthur-Sales",NA
"661",NA,"2023 Bahia","","Lucas Mugni","ARG","MF,FW","31",15,361,24,10.6,4,1,66,0,14,21,19,1.2,3,11,-8,-1.99,-2.14,3.9,9.3,-5.4,-1.36,-1.5,"https://fbref.com/en/players/f87818d3/Lucas-Mugni",NA
"662",NA,"2023 Bahia","","Léo Cittadini","BRA","MF","28",7,139,20,4.1,1.5,1,60,0,6,13,10,1.86,2,3,-1,-0.65,-0.59,1.9,2.4,-0.6,-0.36,-0.36,"https://fbref.com/en/players/68410185/Leo-Cittadini",NA
"663",NA,"2023 Bahia","","André","BRA","DF","19",3,125,42,3.7,1.4,1,90,1,2,18,4,0.33,1,1,0,0,0.08,1.7,2.4,-0.7,-0.51,-0.51,"https://fbref.com/en/players/bfe1565f/Andre",NA
"664",NA,"2023 Bahia","","Danilo Fernandes","BRA","GK","34",1,37,37,1.1,0.4,1,37,0,0,NA,11,1.33,5,2,3,7.3,7.46,0.5,1.7,-1.2,-2.97,-2.98,"https://fbref.com/en/players/ed05acdc/Danilo-Fernandes",NA
"665",NA,"2023 Bahia","","Diego Rosa","BRA","MF,DF","20",11,246,22,7.2,2.7,0,NA,0,11,22,16,1.45,2,3,-1,-0.37,-0.31,2.3,4,-1.8,-0.65,-0.68,"https://fbref.com/en/players/c66a2173/Diego-Rosa",NA
"666",NA,"2023 Bahia","","Danielzinho","BRA","FW,MF","27",5,79,16,2.3,0.9,0,NA,0,5,16,7,0.8,2,0,2,2.28,2.41,2.1,1.5,0.6,0.64,0.67,"https://fbref.com/en/players/832ab167/Danielzinho",NA
"667",NA,"2023 Bahia","","Mateus Claus","BRA","GK","28",1,53,53,1.5,0.6,0,NA,0,1,53,18,0,0,2,-2,-3.4,-3.37,0.6,1.3,-0.7,-1.22,-1.22,"https://fbref.com/en/players/03103191/Mateus-Claus",NA
"668",NA,"2023 Bahia","","Marcos Victor","BRA","DF","21",1,5,5,0.1,0.1,0,NA,0,1,5,13,0,0,0,0,0,0.08,0.1,0,0.1,1.78,1.8,"https://fbref.com/en/players/d714fc5a/Marcos-Victor",NA
"669",NA,"2023 Bahia","","Patrick Verhon","BRA","FW","18",1,1,1,0,0,0,NA,0,1,1,12,1,0,0,0,0,0.08,0,0,0,-3.08,-3.06,"https://fbref.com/en/players/5cbc1b16/Patrick-Verhon",NA
"670",NA,"2023 Bahia","","Adriel","BRA","GK","22",0,NA,NA,NA,NA,0,NA,0,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/11ad100a/Adriel",NA
"671",NA,"2023 Bahia","","Everton","BRA","MF","20",0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/89f8e802/Everton",NA
"672",NA,"2023 Bahia","","Tiago Gomes","BRA","GK","20",0,NA,NA,NA,NA,0,NA,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/74893896/Tiago-Gomes",NA
"673",NA,"2023 Santos","Série A","João Paulo","BRA","GK","27",36,3211,89,93.9,35.7,36,89,35,0,NA,0,1.19,37,51,-14,-0.39,4.34,39.8,46,-6.2,-0.17,0.82,"https://fbref.com/en/players/d0102ca0/Joao-Paulo",NA
"674",NA,"2023 Santos","Série A","Joaquim","BRA","DF","24",31,2730,88,79.8,30.3,31,88,29,0,NA,4,1.23,32,53,-21,-0.69,-0.17,33.7,42,-8.3,-0.27,-0.25,"https://fbref.com/en/players/69e5e199/Joaquim",NA
"675",NA,"2023 Santos","Série A","Marcos Leonardo","BRA","FW","19",31,2589,84,75.7,28.8,30,86,14,1,13,0,1.03,26,51,-25,-0.87,-0.87,30.5,38.4,-7.8,-0.27,-0.2,"https://fbref.com/en/players/3f47ebce/Marcos-Leonardo",NA
"676",NA,"2023 Santos","Série A","Lucas Lima","BRA","MF,FW","32",35,2206,63,64.5,24.5,28,73,5,7,23,0,1.14,27,40,-13,-0.53,0.36,28.2,33.8,-5.6,-0.23,-0.01,"https://fbref.com/en/players/49d03337/Lucas-Lima",NA
"677",NA,"2023 Santos","Série A","Messias","BRA","DF","28",28,2393,85,70,26.6,26,88,24,2,53,10,1.18,26,39,-13,-0.49,0.56,26,35.7,-9.7,-0.37,-0.48,"https://fbref.com/en/players/70bb3170/Messias",NA
"678",NA,"2023 Santos","Série A","Rodrigo Fernández","URU","MF","27",30,2014,67,58.9,22.4,24,77,11,6,28,2,1.06,21,38,-17,-0.76,-0.25,19.2,28.3,-9.2,-0.41,-0.45,"https://fbref.com/en/players/617ee116/Rodrigo-Fernandez",NA
"679",NA,"2023 Santos","Série A","Lucas Braga","BRA","DF,FW","26",27,1991,74,58.2,22.1,22,83,13,5,32,1,1.3,25,40,-15,-0.68,-0.05,26.6,30.6,-4,-0.18,0.11,"https://fbref.com/en/players/8a0a73ad/Lucas-Braga",NA
"680",NA,"2023 Santos","Série A","Jean Lucas","BRA","MF","24",22,1807,82,52.8,20.1,22,82,11,0,NA,0,1.23,19,25,-6,-0.3,0.76,22.3,22.4,-0.1,-0.01,0.46,"https://fbref.com/en/players/a99138af/Jean-Lucas",NA
"681",NA,"2023 Santos","Série A","Dodi","BRA","MF","26",28,1721,61,50.3,19.1,20,81,9,8,14,7,1.14,17,33,-16,-0.84,-0.36,19.2,29.4,-10.2,-0.53,-0.62,"https://fbref.com/en/players/2830b8f7/Dodi",NA
"682",NA,"2023 Santos","Série A","Stiven Mendoza","COL","FW,MF","30",26,1672,64,48.9,18.6,19,80,10,7,23,3,1.08,24,36,-12,-0.65,0.02,22.7,23.8,-1.1,-0.06,0.32,"https://fbref.com/en/players/e68f2cb4/Stiven-Mendoza",NA
"683",NA,"2023 Santos","Série A","Dodô","BRA","DF","30",18,1426,79,41.7,15.8,18,79,11,0,NA,1,0.83,13,36,-23,-1.45,-1.36,17.7,22.3,-4.6,-0.29,-0.11,"https://fbref.com/en/players/99931185/Dodo",NA
"684",NA,"2023 Santos","Série A","Yeferson Soteldo","VEN","FW,MF","25",22,1556,71,45.5,17.3,17,81,8,5,36,0,1.09,20,28,-8,-0.46,0.36,21.3,20.2,1.1,0.07,0.53,"https://fbref.com/en/players/bbb6c951/Yeferson-Soteldo",NA
"685",NA,"2023 Santos","Série A","Tomás Rincón","VEN","MF","35",16,1187,74,34.7,13.2,14,80,8,2,37,0,1.5,15,22,-7,-0.53,0.19,16.4,15.8,0.6,0.05,0.41,"https://fbref.com/en/players/f1cfc209/Tomas-Rincon",NA
"686",NA,"2023 Santos","Série A","João Othavio Basso","BRA","DF","26",14,1150,82,33.6,12.8,14,82,12,0,NA,1,1.21,16,28,-12,-0.94,-0.42,18.3,17.5,0.8,0.06,0.43,"https://fbref.com/en/players/86c79c42/Joao-Othavio-Basso",NA
"687",NA,"2023 Santos","Série A","Gabriel Inocêncio","BRA","DF","28",22,1276,58,37.3,14.2,12,85,10,10,26,13,0.86,12,23,-11,-0.78,-0.19,15.3,18.2,-3,-0.21,0.02,"https://fbref.com/en/players/8d62d985/Gabriel-Inocencio",NA
"688",NA,"2023 Santos","Série A","Kevyson","BRA","DF","18",17,970,57,28.4,10.8,12,73,4,5,19,6,1.53,18,20,-2,-0.19,0.66,15.1,16,-0.9,-0.09,0.19,"https://fbref.com/en/players/1115f8aa/Kevyson",NA
"689",NA,"2023 Santos","Série A","João Lucas","BRA","DF","24",15,807,54,23.6,9,9,77,3,6,19,18,1.07,8,14,-6,-0.67,-0.01,8,12.9,-4.9,-0.54,-0.42,"https://fbref.com/en/players/289dc81e/Joao-Lucas",NA
"690",NA,"2023 Santos","Série A","Nonato","BRA","MF","24",14,661,47,19.3,7.3,7,64,0,7,30,5,1.5,7,11,-4,-0.54,0.14,6.8,7.2,-0.4,-0.06,0.21,"https://fbref.com/en/players/b91a6912/Nonato",NA
"691",NA,"2023 Santos","Série A","Lucas","BRA","DF","21",9,611,68,17.9,6.8,7,83,5,2,16,2,1,9,8,1,0.15,0.98,8.1,7.9,0.2,0.04,0.32,"https://fbref.com/en/players/5d68f5b2/Lucas",NA
"692",NA,"2023 Santos","Série A","Nathan","BRA","DF","21",7,493,70,14.4,5.5,7,70,2,0,NA,3,1.29,4,5,-1,-0.18,0.56,5.5,8.8,-3.3,-0.59,-0.43,"https://fbref.com/en/players/9fb6420e/Nathan",NA
"693",NA,"2023 Santos","Série A","Julio Furch","ARG","FW,MF","33",22,608,28,17.8,6.8,5,72,0,17,15,0,1.18,10,13,-3,-0.44,0.26,11.2,8.5,2.6,0.39,0.75,"https://fbref.com/en/players/84d35e44/Julio-Furch",NA
"694",NA,"2023 Santos","Série A","Ângelo Borges","BRA","FW,MF","18",12,542,45,15.8,6,5,70,0,7,28,0,1.08,5,3,2,0.33,1.18,6,8,-2,-0.33,-0.13,"https://fbref.com/en/players/737945d9/Angelo-Borges",NA
"695",NA,"2023 Santos","Série A","Alex","BRA","DF","23",6,455,76,13.3,5.1,5,90,5,1,5,6,0.83,3,8,-5,-0.99,-0.38,4.6,6.2,-1.6,-0.31,-0.1,"https://fbref.com/en/players/7367baf7/Alex",NA
"696",NA,"2023 Santos","Série A","Deivid Washington","BRA","FW","17",9,427,47,12.5,4.7,5,77,2,4,10,7,1,6,5,1,0.21,0.99,4.3,6.8,-2.6,-0.54,-0.36,"https://fbref.com/en/players/95bd120d/Deivid-Washington",NA
"697",NA,"2023 Santos","Série A","Guilherme Camacho","BRA","MF","32",11,448,41,13.1,5,4,59,0,7,30,20,1,5,10,-5,-1,-0.4,5.4,9,-3.5,-0.71,-0.56,"https://fbref.com/en/players/61a6775b/Guilherme-Camacho",NA
"698",NA,"2023 Santos","Série A","Maximiliano Silvera","URU","MF,FW","25",12,448,37,13.1,5,3,55,0,9,32,4,1.33,5,5,0,0,0.76,6.9,7,0,0,0.25,"https://fbref.com/en/players/e3b9cc57/Maximiliano-Silvera",NA
"699",NA,"2023 Santos","Série A","Eduardo Gabriel","BRA","DF","26",3,269,90,7.9,3,3,90,2,0,NA,0,1.33,3,3,0,0,0.71,3.9,4.4,-0.5,-0.17,0.06,"https://fbref.com/en/players/aed65960/Eduardo-Gabriel",NA
"700",NA,"2023 Santos","Série A","Daniel Ruiz Rivera","COL","FW,MF","21",9,247,27,7.2,2.7,2,58,0,7,19,3,1.33,1,2,-1,-0.36,0.32,2.9,3.2,-0.3,-0.13,0.11,"https://fbref.com/en/players/65766650/Daniel-Ruiz-Rivera",NA
"701",NA,"2023 Santos","Série A","Vladimir","BRA","GK","33",3,209,70,6.1,2.3,2,90,2,1,29,28,1,5,15,-10,-4.31,-3.89,2.7,5,-2.3,-0.99,-0.82,"https://fbref.com/en/players/bbae502c/Vladimir",NA
"702",NA,"2023 Santos","Série A","Sandry","BRA","MF","20",5,190,38,5.6,2.1,2,57,0,3,25,6,0.6,3,6,-3,-1.42,-0.81,2,4.1,-2,-0.95,-0.77,"https://fbref.com/en/players/8ceeabef/Sandry",NA
"703",NA,"2023 Santos","Série A","Alison","BRA","MF","29",5,136,27,4,1.5,2,51,0,3,11,5,2.2,1,1,0,0,0.69,1.5,2.7,-1.2,-0.79,-0.59,"https://fbref.com/en/players/d39b373b/Alison",NA
"704",NA,"2023 Santos","Série A","Luan Dias","BRA","MF,FW","25",8,191,24,5.6,2.1,1,56,0,7,19,4,0.63,2,8,-6,-2.83,-2.3,2.1,4.2,-2.1,-0.98,-0.8,"https://fbref.com/en/players/a342ce1e/Luan-Dias",NA
"705",NA,"2023 Santos","Série A","Júnior Caiçara","BRA","DF","33",5,169,34,4.9,1.9,1,45,0,4,31,10,0.8,2,5,-3,-1.6,-0.99,2,1.5,0.4,0.22,0.47,"https://fbref.com/en/players/038aa94a/Junior-Caicara",NA
"706",NA,"2023 Santos","Série A","Lucas Barbosa","BRA","FW,MF","21",4,103,26,3,1.1,1,28,0,3,25,4,1,0,0,0,0,0.68,0.7,1.1,-0.4,-0.34,-0.13,"https://fbref.com/en/players/a28eac7e/Lucas-Barbosa",NA
"707",NA,"2023 Santos","Série A","Felipe Jonatan","BRA","DF","24",1,90,90,2.6,1,1,90,1,0,NA,0,0,0,1,-1,-1,-0.35,1.2,1.6,-0.4,-0.42,-0.2,"https://fbref.com/en/players/0102ca7f/Felipe-Jonatan",NA
"708",NA,"2023 Santos","Série A","Alfredo Morelos","COL","FW,MF","26",3,77,26,2.3,0.9,1,57,0,2,10,4,1,1,3,-2,-2.34,-1.72,0.8,1.4,-0.5,-0.61,-0.4,"https://fbref.com/en/players/ef88f778/Alfredo-Morelos",NA
"709",NA,"2023 Santos","Série A","Bruno Mezenga","BRA","FW,MF","34",9,168,19,4.9,1.9,0,NA,0,9,19,16,0.67,1,7,-6,-3.21,-2.69,2.3,3,-0.7,-0.38,-0.16,"https://fbref.com/en/players/4f70cc69/Bruno-Mezenga",NA
"710",NA,"2023 Santos","Série A","Weslley Patati","BRA","FW,MF","19",9,136,15,4,1.5,0,NA,0,9,15,18,0.11,3,6,-3,-1.99,-1.38,3.3,3.2,0.2,0.1,0.34,"https://fbref.com/en/players/0df16cd7/Weslley-Patati",NA
"711",NA,"2023 Santos","Série A","Maicon","BRA","DF","34",1,45,45,1.3,0.5,0,NA,0,1,45,8,1,0,0,0,0,0.67,0.2,0.1,0,0.04,0.27,"https://fbref.com/en/players/2a8683b9/Maicon",NA
"712",NA,"2023 Santos","Série A","Ed Carlos","BRA","MF,FW","21",4,36,9,1.1,0.4,0,NA,0,4,9,1,2.25,0,0,0,0,0.66,0.3,0.7,-0.4,-1.02,-0.8,"https://fbref.com/en/players/e93e479e/Ed-Carlos",NA
"713",NA,"2023 Santos","Série A","Miguel Terceros","BOL","MF,FW","18",2,34,17,1,0.4,0,NA,0,2,17,8,0.5,0,0,0,0,0.66,0.2,0.3,-0.1,-0.34,-0.12,"https://fbref.com/en/players/d66ed604/Miguel-Terceros",NA
"714",NA,"2023 Santos","Série A","Jair Paula","BRA","DF","17",2,32,16,0.9,0.4,0,NA,0,2,16,9,1.5,0,1,-1,-2.81,-2.17,0.4,0.1,0.3,0.76,1,"https://fbref.com/en/players/ac31d35e/Jair-Paula",NA
"715",NA,"2023 Santos","Série A","Vinicius","BRA","MF","23",3,31,10,0.9,0.3,0,NA,0,3,10,2,2,2,2,0,0,0.66,1.6,0.5,1.2,3.45,3.71,"https://fbref.com/en/players/ab3ef9c4/Vinicius",NA
