"","Season","Squad","Comp","Player","Nation","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","PlayerURL","MP_Playing_Time"
"31",NA,"2023 Palmeiras","Série A","Estevão","BRA","FW","16",1,0,13,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2eda11b1/Estevao",NA
"32",NA,"2023 Palmeiras","Série A","Eduard Atuesta","COL","MF","25",1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/60990b81/Eduard-Atuesta",NA
"33",NA,"2023 Palmeiras","Série A","Kauan Santos","BRA","FW","18",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.75,0,1.75,1.75,1.75,"https://fbref.com/en/players/472b3ddb/Kauan-Santos",NA
"34",NA,"2023 Palmeiras","Série A","Leo Azevedo","BRA","MF","18",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/4f0e049d/Leo-Azevedo",NA
"35",NA,"2023 Palmeiras","Série A","Ney Bahia","BRA","FW","18",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/75f3e793/Ney-Bahia",NA
"36",NA,"2023 Palmeiras","Série A","Kaique","BRA","GK","19",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/df0ed5d6/Kaique",NA
"37",NA,"2023 Palmeiras","Série A","Mateus","BRA","GK","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e38e9ff6/Mateus",NA
"38",NA,"2023 Palmeiras","Série A","Michel","BRA","DF","19",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/22018f21/Michel",NA
"39",NA,"2023 Palmeiras","Série A","Vinicius Silvestre","BRA","GK","28",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1944518a/Vinicius-Silvestre",NA
"40",NA,"2023 Grêmio","","Luis Suárez","URU","FW","36",NA,33,2877,32,17,11,28,16,1,2,8,0,13.8,12.2,6,18.2,36,107,300,0.53,0.34,0.88,0.5,0.84,0.43,0.19,0.62,0.38,0.57,"https://fbref.com/en/players/a6154613/Luis-Suarez",33
"41",NA,"2023 Grêmio","","Gabriel Chapecó","BRA","GK","22",NA,31,2790,31,0,0,0,0,0,0,5,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a24714b4/Gabriel-Chapeco",31
"42",NA,"2023 Grêmio","","Franco Cristaldo","ARG","MF,FW","26",NA,31,2131,23.7,8,5,13,5,3,4,0,0,6.6,3.6,4.5,8.1,23,131,142,0.34,0.21,0.55,0.21,0.42,0.28,0.19,0.47,0.15,0.34,"https://fbref.com/en/players/25b26e2e/Franco-Cristaldo",34
"43",NA,"2023 Grêmio","","Reinaldo","BRA","DF","33",NA,30,2681,29.8,2,5,7,1,1,1,11,2,2.7,1.9,5.2,7.1,41,161,143,0.07,0.17,0.23,0.03,0.2,0.09,0.17,0.27,0.06,0.24,"https://fbref.com/en/players/ab3edc87/Reinaldo",30
"44",NA,"2023 Grêmio","","Mathías Villasanti","PAR","MF","26",NA,30,2645,29.4,4,6,10,4,0,0,8,1,1.6,1.6,3.5,5.1,32,150,32,0.14,0.2,0.34,0.14,0.34,0.05,0.12,0.17,0.05,0.17,"https://fbref.com/en/players/05b642f7/Mathias-Villasanti",30
"45",NA,"2023 Grêmio","","Walter Kannemann","ARG","DF","31",NA,28,2359,26.2,0,1,1,0,0,0,17,1,1,1,0.2,1.2,12,81,1,0,0.04,0.04,0,0.04,0.04,0.01,0.05,0.04,0.05,"https://fbref.com/en/players/5b37f2f8/Walter-Kannemann",28
"46",NA,"2023 Grêmio","","Bruno Fabiano Alves","BRA","DF","31",NA,27,2450,27.2,0,0,0,0,0,0,3,1,0.5,0.5,0,0.6,6,36,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,"https://fbref.com/en/players/3e0cfaf4/Bruno-Fabiano-Alves",29
"47",NA,"2023 Grêmio","","João Pedro","BRA","DF","26",NA,23,2076,23.1,3,1,4,3,0,0,1,0,0.7,0.7,1.2,1.9,60,113,68,0.13,0.04,0.17,0.13,0.17,0.03,0.05,0.08,0.03,0.08,"https://fbref.com/en/players/31d1ed52/Joao-Pedro",29
"48",NA,"2023 Grêmio","","Felipe Carballo","URU","MF","26",NA,21,1540,17.1,1,1,2,1,0,0,3,0,1.5,1.5,1.2,2.7,23,87,45,0.06,0.06,0.12,0.06,0.12,0.09,0.07,0.16,0.09,0.16,"https://fbref.com/en/players/a9af351a/Felipe-Carballo",22
"49",NA,"2023 Grêmio","","Bitelo","BRA","MF,FW","23",NA,18,1550,17.2,4,1,5,4,0,0,1,0,3.6,3.6,3.8,7.4,39,92,132,0.23,0.06,0.29,0.23,0.29,0.21,0.22,0.43,0.21,0.43,"https://fbref.com/en/players/d4b69f94/Bitelo",19
"50",NA,"2023 Grêmio","","Bruno Uvini","BRA","DF","31",NA,16,1448,16.1,1,0,1,1,0,0,4,0,0.8,0.8,0.7,1.5,3,39,1,0.06,0,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09,"https://fbref.com/en/players/ecfe4300/Bruno-Uvini",20
"51",NA,"2023 Grêmio","","João Pedro Pepê","BRA","MF","25",NA,16,1398,15.5,1,1,2,1,0,0,1,0,1.1,1.1,0.6,1.6,20,87,39,0.06,0.06,0.13,0.06,0.13,0.07,0.04,0.1,0.07,0.1,"https://fbref.com/en/players/d75471eb/Joao-Pedro-Pepe",18
"52",NA,"2023 Grêmio","","Fábio","BRA","DF,MF","32",NA,12,871,9.7,0,2,2,0,0,0,5,0,0.2,0.2,0.8,1,23,42,70,0,0.21,0.21,0,0.21,0.02,0.08,0.1,0.02,0.1,"https://fbref.com/en/players/bc7b4580/Fabio",15
"53",NA,"2023 Grêmio","","João Pedro","ITA","FW","30",NA,10,616,6.8,0,1,1,0,0,0,1,0,1,1,0.3,1.3,8,6,36,0,0.15,0.15,0,0.15,0.15,0.05,0.19,0.15,0.19,"https://fbref.com/en/players/81255c03/Joao-Pedro",14
"54",NA,"2023 Grêmio","","Everton","BRA","FW,MF","25",NA,9,1212,13.5,6,2,8,6,0,0,2,0,3.5,3.5,1.1,4.7,21,50,64,0.45,0.15,0.59,0.45,0.59,0.26,0.08,0.35,0.26,0.35,"https://fbref.com/en/players/3b66e70c/Everton",28
"55",NA,"2023 Grêmio","","Rodrigo Ely","BRA","DF","29",NA,8,665,7.4,0,0,0,0,0,0,4,0,0,0,0.1,0.1,1,7,0,0,0,0,0,0,0,0.01,0.01,0,0.01,"https://fbref.com/en/players/fd47b4f2/Rodrigo-Ely",9
"56",NA,"2023 Grêmio","","Vinícius","BRA","FW","31",NA,8,654,7.3,1,0,1,1,0,0,2,0,1.9,1.9,1,2.9,11,44,39,0.14,0,0.14,0.14,0.14,0.26,0.13,0.39,0.26,0.39,"https://fbref.com/en/players/ee01c84d/Vinicius",14
"57",NA,"2023 Grêmio","","Nathan","BRA","MF,FW","26",NA,7,683,7.6,1,1,2,1,0,0,3,0,1.1,1.1,1.1,2.3,13,39,40,0.13,0.13,0.26,0.13,0.26,0.15,0.15,0.3,0.15,0.3,"https://fbref.com/en/players/fa00f0c9/Nathan",20
"58",NA,"2023 Grêmio","","Ferreira","BRA","FW,MF","25",NA,6,1145,12.7,4,3,7,4,0,0,2,0,3,3,2.3,5.2,53,61,128,0.31,0.24,0.55,0.31,0.55,0.23,0.18,0.41,0.23,0.41,"https://fbref.com/en/players/1414e902/Ferreira",25
"59",NA,"2023 Grêmio","","Pedro Geromel","BRA","DF","37",NA,6,468,5.2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,4,0,0,0,0,0,0.01,0,0.01,0.01,0.01,"https://fbref.com/en/players/78f81520/Pedro-Geromel",7
"60",NA,"2023 Grêmio","","Gustavo Martins Santos","BRA","DF,MF","20",NA,5,689,7.7,1,1,2,1,0,0,5,0,1,1,0.2,1.2,8,41,9,0.13,0.13,0.26,0.13,0.26,0.14,0.02,0.16,0.14,0.16,"https://fbref.com/en/players/ae03ce49/Gustavo-Martins-Santos",17
"61",NA,"2023 Grêmio","","Cuiabano","BRA","DF,MF","19",NA,5,490,5.4,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.9,13,16,34,0.18,0,0.18,0.18,0.18,0.14,0.03,0.17,0.14,0.17,"https://fbref.com/en/players/7e49bdbd/Cuiabano",11
"62",NA,"2023 Grêmio","","Ronald","BRA","MF","19",NA,5,418,4.6,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,3,21,4,0.22,0,0.22,0.22,0.22,0.12,0.07,0.19,0.12,0.19,"https://fbref.com/en/players/5334ff3f/Ronald",10
"63",NA,"2023 Grêmio","","Lucas Besozzi","ARG","FW,MF","20",NA,5,399,4.4,1,1,2,1,0,0,1,0,0.3,0.3,0.4,0.7,30,23,47,0.23,0.23,0.45,0.23,0.45,0.07,0.09,0.16,0.07,0.16,"https://fbref.com/en/players/d8dcc840/Lucas-Besozzi",12
"64",NA,"2023 Grêmio","","Diogo Barbosa","BRA","DF","30",NA,4,386,4.3,0,0,0,0,0,0,1,0,0,0,0.2,0.2,8,17,19,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,"https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa",6
"65",NA,"2023 Grêmio","","Caíque","BRA","GK","25",NA,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/49892b6e/Caique",4
"66",NA,"2023 Grêmio","","Lucas Milla","BRA","MF","20",NA,4,303,3.4,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,5,15,7,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09,"https://fbref.com/en/players/4718306f/Lucas-Milla",8
"67",NA,"2023 Grêmio","","Thomas Luciano","BRA","DF","21",NA,3,312,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,5,14,0,0,0,0,0,0.05,0,0.05,0.05,0.05,"https://fbref.com/en/players/0e624011/Thomas-Luciano",6
"68",NA,"2023 Grêmio","","Lucas Silva","BRA","MF","29",NA,3,222,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3,14,2,0,0,0,0,0,0,0.02,0.02,0,0.02,"https://fbref.com/en/players/1c646218/Lucas-Silva",4
"69",NA,"2023 Grêmio","","Nathan Fernandes","BRA","FW,MF","17",NA,2,378,4.2,1,1,2,1,0,0,1,0,1,1,0.2,1.1,15,10,40,0.24,0.24,0.48,0.24,0.48,0.23,0.04,0.27,0.23,0.27,"https://fbref.com/en/players/239bbd8b/Nathan-Fernandes",11
"70",NA,"2023 Grêmio","","Adriel","BRA","GK","22",NA,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/11ad100a/Adriel",2
"71",NA,"2023 Grêmio","","Andre Martins","BRA","FW,MF","21",NA,1,368,4.1,3,0,3,3,0,0,1,0,1.3,1.3,0.7,2,7,16,29,0.73,0,0.73,0.73,0.73,0.31,0.18,0.49,0.31,0.49,"https://fbref.com/en/players/56224aa6/Andre-Martins",21
"72",NA,"2023 Grêmio","","Zinho","BRA","FW,MF","19",NA,1,244,2.7,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.8,15,7,24,0,0.37,0.37,0,0.37,0.08,0.2,0.28,0.08,0.28,"https://fbref.com/en/players/a698bdd2/Zinho",7
"73",NA,"2023 Grêmio","","Josué","BRA","MF","17",NA,1,117,1.3,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,"https://fbref.com/en/players/4fd72cba/Josue",4
"74",NA,"2023 Grêmio","","Brenno","BRA","GK","23",NA,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f002e8eb/Brenno",1
"75",NA,"2023 Grêmio","","Wesley","BRA","DF","19",NA,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/aaa5df99/Wesley",1
"76",NA,"2023 Grêmio","","Juan Iturbe","PAR","FW,MF","29",NA,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2c0fbaf5/Juan-Iturbe",5
"77",NA,"2023 Grêmio","","Luan Vieira","BRA","FW,MF","29",NA,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c4f6bf06/Luan-Vieira",5
"78",NA,"2023 Grêmio","","Darlan Mendes","BRA","MF","24",NA,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,0.04,0,0.04,"https://fbref.com/en/players/a86f0d7b/Darlan-Mendes",1
"79",NA,"2023 Grêmio","","Gustavinho","BRA","FW,MF","21",NA,0,33,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0,2,2,0,0,0,0,0,1.06,0.27,1.33,1.06,1.33,"https://fbref.com/en/players/69896b0e/Gustavinho",2
"80",NA,"2023 Grêmio","","Freddy Noguera","PAR","FW","19",NA,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8317e485/Freddy-Noguera",1
"81",NA,"2023 Grêmio","","Nata","BRA","FW,DF","21",NA,0,16,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b9ae93ab/Nata",2
"82",NA,"2023 Grêmio","","Lian","BRA","MF","17",NA,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d143aba5/Lian",1
"83",NA,"2023 Grêmio","","João Vitor","BRA","MF","17",NA,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5b19b28b/Joao-Vitor",1
"84",NA,"2023 Grêmio","","Ronald Barcellos","BRA","FW","20",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/b4a92c62/Ronald-Barcellos",0
"85",NA,"2023 Grêmio","","Gustavo Gomes","BRA","MF","17",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e504780f/Gustavo-Gomes",0
"86",NA,"2023 Grêmio","","Zé Guilherme","BRA","DF","17",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9fd07241/Ze-Guilherme",0
"87",NA,"2023 Grêmio","","Jhonata Robert","BRA","FW","23",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/45a50a30/Jhonata-Robert",0
"88",NA,"2023 Grêmio","","Felipe Scheibig","BRA","GK","22",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a4d5d0b2/Felipe-Scheibig",0
"89",NA,"2023 Grêmio","","Gabriel Silva","BRA","MF","20",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/5e38493a/Gabriel-Silva",0
"90",NA,"2023 Grêmio","","Viery","BRA","DF","18",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/73bec74e/Viery",0
"91",NA,"2023 Atlético Mineiro","Série A","Éverson","BRA","GK","32",36,36,3240,36,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a59c090b/Everson",NA
"92",NA,"2023 Atlético Mineiro","Série A","Paulinho","BRA","FW,MF","22",36,35,2991,33.2,20,2,22,20,0,0,3,0,14.9,14.9,2.5,17.3,95,77,234,0.6,0.06,0.66,0.6,0.66,0.45,0.07,0.52,0.45,0.52,"https://fbref.com/en/players/53070b63/Paulinho",NA
"93",NA,"2023 Atlético Mineiro","Série A","Hulk","BRA","FW","36",34,33,2942,32.7,15,11,26,10,5,5,9,1,11.9,8.4,6.9,15.4,87,109,204,0.46,0.34,0.8,0.31,0.64,0.37,0.21,0.58,0.26,0.47,"https://fbref.com/en/players/33a1f72e/Hulk",NA
"94",NA,"2023 Atlético Mineiro","Série A","Jemerson","BRA","DF","30",32,27,2476,27.5,0,1,1,0,0,0,9,0,1,1,0.1,1.1,21,66,5,0,0.04,0.04,0,0.04,0.03,0.01,0.04,0.03,0.04,"https://fbref.com/en/players/7cab69b5/Jemerson",NA
"95",NA,"2023 Atlético Mineiro","Série A","Guilherme Arana","BRA","DF","25",28,27,2385,26.5,2,0,2,2,0,0,2,1,1,1,1.1,2.1,56,133,122,0.08,0,0.08,0.08,0.08,0.04,0.04,0.08,0.04,0.08,"https://fbref.com/en/players/2b15a82a/Guilherme-Arana",NA
"96",NA,"2023 Atlético Mineiro","Série A","Otávio","BRA","MF","28",27,27,2307,25.6,0,0,0,0,0,0,8,0,0.4,0.4,0.4,0.8,12,135,12,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,"https://fbref.com/en/players/243f4a0b/Otavio",NA
"97",NA,"2023 Atlético Mineiro","Série A","Mauricio Lemos","URU","DF","27",27,25,2214,24.6,1,0,1,1,0,0,12,1,1.1,1.1,0,1.2,17,71,2,0.04,0,0.04,0.04,0.04,0.05,0,0.05,0.05,0.05,"https://fbref.com/en/players/dbe5a587/Mauricio-Lemos",NA
"98",NA,"2023 Atlético Mineiro","Série A","Federico Zaracho","ARG","MF,FW","24",27,22,1947,21.6,2,1,3,2,0,0,8,0,3,3,1.7,4.7,16,74,74,0.09,0.05,0.14,0.09,0.14,0.14,0.08,0.22,0.14,0.22,"https://fbref.com/en/players/803d5265/Federico-Zaracho",NA
"99",NA,"2023 Atlético Mineiro","Série A","Cristian Pavón","ARG","FW,MF","27",33,21,1934,21.5,3,8,11,2,1,1,7,0,4.1,3.3,3.9,7.2,85,62,220,0.14,0.37,0.51,0.09,0.47,0.19,0.18,0.37,0.15,0.34,"https://fbref.com/en/players/a664b026/Cristian-Pavon",NA
"100",NA,"2023 Atlético Mineiro","Série A","Renzo Saravia","ARG","DF","29",26,20,1708,19,0,2,2,0,0,0,8,1,0.5,0.5,0.9,1.4,40,75,66,0,0.11,0.11,0,0.11,0.03,0.05,0.08,0.03,0.08,"https://fbref.com/en/players/cf316639/Renzo-Saravia",NA
"101",NA,"2023 Atlético Mineiro","Série A","Rodrigo Battaglia","ARG","MF","31",22,19,1728,19.2,0,1,1,0,0,0,6,0,0.9,0.9,0.4,1.3,38,80,27,0,0.05,0.05,0,0.05,0.05,0.02,0.07,0.05,0.07,"https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia",NA
"102",NA,"2023 Atlético Mineiro","Série A","Mariano","BRA","DF","36",22,17,1564,17.4,0,1,1,0,0,0,5,0,0,0,0.4,0.5,16,88,27,0,0.06,0.06,0,0.06,0,0.03,0.03,0,0.03,"https://fbref.com/en/players/e26f559f/Mariano",NA
"103",NA,"2023 Atlético Mineiro","Série A","Igor Gomes","BRA","MF,FW","23",29,17,1374,15.3,2,2,4,2,0,0,1,0,1.8,1.8,3.2,5,32,67,83,0.13,0.13,0.26,0.13,0.26,0.12,0.21,0.33,0.12,0.33,"https://fbref.com/en/players/6a7fb945/Igor-Gomes",NA
"104",NA,"2023 Atlético Mineiro","Série A","Edenílson","BRA","MF,FW","33",28,15,1368,15.2,1,2,3,1,0,0,1,0,0.5,0.5,1.8,2.3,24,57,50,0.07,0.13,0.2,0.07,0.2,0.03,0.12,0.15,0.03,0.15,"https://fbref.com/en/players/4e50f20e/Edenilson",NA
"105",NA,"2023 Atlético Mineiro","Série A","Rubens","BRA","DF,MF","21",24,14,1352,15,1,1,2,1,0,0,5,0,1.1,1.1,1.1,2.2,39,53,88,0.07,0.07,0.13,0.07,0.13,0.07,0.07,0.14,0.07,0.14,"https://fbref.com/en/players/ae23d044/Rubens",NA
"106",NA,"2023 Atlético Mineiro","Série A","Bruno Fuchs","BRA","DF","23",15,13,1088,12.1,0,0,0,0,0,0,2,0,0,0,0.2,0.2,5,34,0,0,0,0,0,0,0,0.02,0.02,0,0.02,"https://fbref.com/en/players/ee89e28d/Bruno-Fuchs",NA
"107",NA,"2023 Atlético Mineiro","Série A","Hyoran","BRA","MF,FW","29",12,12,691,7.7,2,0,2,2,0,0,4,0,2.1,2.1,3.1,5.2,16,35,30,0.26,0,0.26,0.26,0.26,0.28,0.4,0.68,0.28,0.68,"https://fbref.com/en/players/ffb88c28/Hyoran",NA
"108",NA,"2023 Atlético Mineiro","Série A","Alan Franco","ECU","MF,FW","24",18,9,840,9.3,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,4,27,8,0,0,0,0,0,0.02,0.03,0.06,0.02,0.06,"https://fbref.com/en/players/c76b161b/Alan-Franco",NA
"109",NA,"2023 Atlético Mineiro","Série A","Igor Rabello","BRA","DF","27",11,7,692,7.7,0,0,0,0,0,0,2,1,0,0,0.1,0.1,2,22,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,"https://fbref.com/en/players/48048864/Igor-Rabello",NA
"110",NA,"2023 Atlético Mineiro","Série A","Pedrinho","BRA","MF,FW","24",15,6,629,7,0,2,2,0,0,0,2,0,0.3,0.3,1.4,1.7,15,70,34,0,0.29,0.29,0,0.29,0.04,0.2,0.24,0.04,0.24,"https://fbref.com/en/players/6796e284/Pedrinho",NA
"111",NA,"2023 Atlético Mineiro","Série A","Eduardo Vargas","CHI","FW","33",12,4,470,5.2,1,0,1,1,0,0,3,0,0.3,0.3,1.1,1.4,6,11,25,0.19,0,0.19,0.19,0.19,0.05,0.21,0.26,0.05,0.26,"https://fbref.com/en/players/bd603c00/Eduardo-Vargas",NA
"112",NA,"2023 Atlético Mineiro","Série A","Nathan Silva","BRA","DF","25",4,4,360,4,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.5,4,15,1,0,0,0,0,0,0.04,0.08,0.11,0.04,0.11,"https://fbref.com/en/players/369d907c/Nathan-Silva",NA
"113",NA,"2023 Atlético Mineiro","Série A","Patrick","BRA","MF,FW","30",23,2,559,6.2,0,0,0,0,0,0,1,0,0.9,0.9,1.5,2.4,20,22,54,0,0,0,0,0,0.15,0.24,0.39,0.15,0.39,"https://fbref.com/en/players/92add14e/Patrick",NA
"114",NA,"2023 Atlético Mineiro","Série A","Alan Kardec","BRA","FW,MF","34",14,2,265,2.9,1,1,2,1,0,0,1,0,0.9,0.9,0.8,1.7,2,5,7,0.34,0.34,0.68,0.34,0.68,0.31,0.26,0.57,0.31,0.57,"https://fbref.com/en/players/e7fba767/Alan-Kardec",NA
"115",NA,"2023 Atlético Mineiro","Série A","Matheus Mendes","BRA","GK","23",2,2,180,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,"https://fbref.com/en/players/d0d01f62/Matheus-Mendes",NA
"116",NA,"2023 Atlético Mineiro","Série A","Réver","BRA","DF,FW","38",9,1,117,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1938fd6a/Rever",NA
"117",NA,"2023 Atlético Mineiro","Série A","Dodô","BRA","DF","30",1,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,0,0,0,0,0,0.03,0,0.03,0.03,0.03,"https://fbref.com/en/players/99931185/Dodo",NA
"118",NA,"2023 Atlético Mineiro","Série A","Alisson","BRA","MF,DF","17",5,0,49,0.5,0,0,0,0,0,0,1,0,0,0,0.2,0.2,3,3,10,0,0,0,0,0,0.03,0.33,0.35,0.03,0.35,"https://fbref.com/en/players/d26ee8de/Alisson",NA
"119",NA,"2023 Atlético Mineiro","Série A","Isaac","BRA","FW","18",1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.53,0.53,0,0.53,"https://fbref.com/en/players/f689c342/Isaac",NA
"120",NA,"2023 Atlético Mineiro","Série A","Paulo Vitor","BRA","MF","18",1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/efe7683f/Paulo-Vitor",NA
"121",NA,"2023 Atlético Mineiro","Série A","Carlos Eduardo","BRA","MF,FW","18",2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.1,0,0.1,0.1,0.1,"https://fbref.com/en/players/6fefa986/Carlos-Eduardo",NA
"122",NA,"2023 Atlético Mineiro","Série A","Gabriel Delfim","BRA","GK","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/012beb6e/Gabriel-Delfim",NA
"123",NA,"2023 Atlético Mineiro","Série A","Rômulo","BRA","DF","19",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/11ed92f7/Romulo",NA
