"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","PlayerURL"
"719",NA,"2023 América (MG)","Série A","Everaldo","BRA","FW,MF","28",13.7,1,20,4,20,1.46,0.29,0.05,0.25,20.4,0,0,0,1.2,1.2,0.06,-0.2,-0.2,"https://fbref.com/en/players/bdb57777/Everaldo"
"720",NA,"2023 América (MG)","Série A","Ale","BRA","MF","32",15.8,1,13,1,7.7,0.82,0.06,0.08,1,14.2,0,0,0,1.8,1.8,0.14,-0.8,-0.8,"https://fbref.com/en/players/b7d9347d/Ale"
"721",NA,"2023 América (MG)","Série A","Martín Benítez","ARG","MF,FW","28",12.4,3,36,10,27.8,2.89,0.8,0.08,0.3,24.5,6,0,0,2.6,2.6,0.08,0.4,0.4,"https://fbref.com/en/players/c122e34e/Martin-Benitez"
"722",NA,"2023 América (MG)","Série A","Breno Cascardo","BRA","MF","19",12.9,1,22,5,22.7,1.7,0.39,0.05,0.2,22.9,0,0,0,1.3,1.3,0.06,-0.3,-0.3,"https://fbref.com/en/players/6085a790/Breno-Cascardo"
"723",NA,"2023 América (MG)","Série A","Jori","BRA","GK","26",11,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/9aecb45b/Jori"
"724",NA,"2023 América (MG)","Série A","Mateus Pasinato","BRA","GK","30",10,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f16f9b47/Mateus-Pasinato"
"725",NA,"2023 América (MG)","Série A","Marcinho","BRA","DF","26",8.9,0,8,1,12.5,0.9,0.11,0,0,28,0,0,0,0.2,0.2,0.03,-0.2,-0.2,"https://fbref.com/en/players/6bc6e0e4/Marcinho"
"726",NA,"2023 América (MG)","Série A","Aloísio dos Santos Gonçalves","CHN","FW,MF","34",8,3,34,10,29.4,4.27,1.26,0.03,0.1,20.5,2,2,2,4.1,2.7,0.08,-1.1,-1.7,"https://fbref.com/en/players/9851b2e0/Aloisio-dos-Santos-Goncalves"
"727",NA,"2023 América (MG)","Série A","Daniel Borges","BRA","DF","29",8.9,0,3,0,0,0.34,0,0,NA,25.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,"https://fbref.com/en/players/71879f82/Daniel-Borges"
"728",NA,"2023 América (MG)","Série A","Nicolas","BRA","DF","25",8,1,8,5,62.5,1,0.62,0.13,0.2,29.5,4,0,0,0.2,0.2,0.03,0.8,0.8,"https://fbref.com/en/players/0739a5da/Nicolas"
"729",NA,"2023 América (MG)","Série A","Mateus Henrique","BRA","DF","20",6,0,3,0,0,0.5,0,0,NA,13.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,"https://fbref.com/en/players/cee3597c/Mateus-Henrique"
"730",NA,"2023 América (MG)","Série A","Júlio César","BRA","DF","19",6.6,0,4,0,0,0.61,0,0,NA,14.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/f3585cf6/Julio-Cesar"
"731",NA,"2023 América (MG)","Série A","Wanderson","BRA","DF","31",5.6,0,2,1,50,0.36,0.18,0,0,12.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/f612025c/Wanderson"
"732",NA,"2023 América (MG)","Série A","Rodrigo Varanda","BRA","FW,MF","20",5.7,2,19,8,42.1,3.31,1.4,0.11,0.25,19,0,0,0,1.6,1.6,0.08,0.4,0.4,"https://fbref.com/en/players/541b77bc/Rodrigo-Varanda"
"733",NA,"2023 América (MG)","Série A","Renato Marques","BRA","FW,MF","19",5.7,3,14,6,42.9,2.45,1.05,0.21,0.5,18.1,0,0,0,1.3,1.3,0.09,1.7,1.7,"https://fbref.com/en/players/838d1215/Renato-Marques"
"734",NA,"2023 América (MG)","Série A","Pedrinho","BRA","FW,MF","23",4.6,0,14,4,28.6,3.07,0.88,0,0,17.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7,"https://fbref.com/en/players/035341ba/Pedrinho"
"735",NA,"2023 América (MG)","Série A","Esteban Burgos","ARG","DF","31",3.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/40449bbd/Esteban-Burgos"
"736",NA,"2023 América (MG)","Série A","Óscar Méndez","URU","MF","28",2.9,0,1,0,0,0.35,0,0,NA,34,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/3c90a04a/Oscar-Mendez"
"737",NA,"2023 América (MG)","Série A","Matheusinho","BRA","MF,FW","24",2.5,0,6,4,66.7,2.36,1.57,0,0,19.4,0,0,0,0.6,0.6,0.1,-0.6,-0.6,"https://fbref.com/en/players/74f5a96d/Matheusinho"
"738",NA,"2023 América (MG)","Série A","Nino Paraíba","BRA","DF","37",2.2,0,2,1,50,0.91,0.46,0,0,28.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/403ef062/Nino-Paraiba"
"739",NA,"2023 América (MG)","Série A","Washington Aguerre","URU","GK","29",2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/19da9ece/Washington-Aguerre"
"740",NA,"2023 América (MG)","Série A","Henrique Almeida","BRA","FW","31",1.7,0,6,2,33.3,3.46,1.15,0,0,20.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,"https://fbref.com/en/players/8aa2f2e3/Henrique-Almeida"
"741",NA,"2023 América (MG)","Série A","Paulinho","BRA","FW","24",1.5,0,1,0,0,0.66,0,0,NA,63.5,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/bc486f0e/Paulinho"
"742",NA,"2023 América (MG)","Série A","Juan Cazares","ECU","MF,FW","30",3.1,0,6,2,33.3,1.91,0.64,0,0,26.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/754368cb/Juan-Cazares"
"743",NA,"2023 América (MG)","Série A","Adyson","BRA","FW,MF","17",2.7,0,4,1,25,1.47,0.37,0,0,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/77f8db7c/Adyson"
"744",NA,"2023 América (MG)","Série A","Mikael","BRA","FW","23",1.7,0,8,2,25,4.71,1.18,0,0,23.7,2,0,0,0.8,0.8,0.1,-0.8,-0.8,"https://fbref.com/en/players/33502726/Mikael"
"745",NA,"2023 América (MG)","Série A","Arthur","BRA","DF","19",1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/8a958856/Arthur"
"746",NA,"2023 América (MG)","Série A","Wellington Paulista","BRA","FW","38",2.5,1,12,1,8.3,4.76,0.4,0.08,1,16,0,0,1,1.9,1,0.08,-0.9,0,"https://fbref.com/en/players/f2eece5b/Wellington-Paulista"
"747",NA,"2023 América (MG)","Série A","Mateus Gonçalves Martins","BRA","MF,FW","28",0.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/20e9c1c7/Mateus-Goncalves-Martins"
"748",NA,"2023 América (MG)","Série A","Renato Kayser","BRA","FW,MF","26",0.4,0,3,0,0,6.92,0,0,NA,9,0,0,0,0.4,0.4,0.12,-0.4,-0.4,"https://fbref.com/en/players/c7495dda/Renato-Kayser"
"749",NA,"2023 América (MG)","Série A","Ighor Gabryel","BRA","FW","20",0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/7c60d824/Ighor-Gabryel"
"750",NA,"2023 América (MG)","Série A","Paulinho","BRA","DF","18",0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/47e63f35/Paulinho"
"751",NA,"2023 América (MG)","Série A","Jhow","BRA","DF","19",0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d7c46873/Jhow"
"752",NA,"2023 América (MG)","Série A","Yago Souza","BRA","MF","16",0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f0f2a7c9/Yago-Souza"
