"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","PlayerURL"
"1",NA,"2023 Palmeiras","Série A","Wéverton","BRA","GK","35",35,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/81be82e9/Weverton"
"2",NA,"2023 Palmeiras","Série A","Gustavo Gómez","PAR","DF","29",30.7,2,25,6,24,0.82,0.2,0.08,0.33,10.9,0,0,0,2.2,2.2,0.09,-0.2,-0.2,"https://fbref.com/en/players/d5ce52a5/Gustavo-Gomez"
"3",NA,"2023 Palmeiras","Série A","Zé Rafael","BRA","MF","29",28.5,3,35,11,31.4,1.23,0.39,0.09,0.27,21.3,2,0,0,2.1,2.1,0.06,0.9,0.9,"https://fbref.com/en/players/634b1413/Ze-Rafael"
"4",NA,"2023 Palmeiras","Série A","Raphael Veiga","BRA","MF","27",27.3,9,86,31,36,3.16,1.14,0.09,0.26,23.1,13,1,2,7.2,5.7,0.07,1.8,2.3,"https://fbref.com/en/players/6e5a3bc7/Raphael-Veiga"
"5",NA,"2023 Palmeiras","Série A","Joaquín Piquerez","URU","DF","24",28.1,3,32,6,18.8,1.14,0.21,0.06,0.33,26.1,3,1,1,2,1.3,0.04,1,0.7,"https://fbref.com/en/players/46009f44/Joaquin-Piquerez"
"6",NA,"2023 Palmeiras","Série A","Mayke","BRA","DF,FW","30",27.8,1,8,2,25,0.29,0.07,0.13,0.5,17.7,0,0,0,0.9,0.9,0.11,0.1,0.1,"https://fbref.com/en/players/47431289/Mayke"
"7",NA,"2023 Palmeiras","Série A","Murilo Cerqueira","BRA","DF","25",24.1,3,12,7,58.3,0.5,0.29,0.25,0.43,11.1,0,0,0,1,1,0.08,2,2,"https://fbref.com/en/players/10fe831e/Murilo-Cerqueira"
"8",NA,"2023 Palmeiras","Série A","Artur","BRA","FW","24",21.1,5,47,17,36.2,2.23,0.81,0.11,0.29,16.8,1,0,0,5,5,0.11,0,0,"https://fbref.com/en/players/105132cd/Artur"
"9",NA,"2023 Palmeiras","Série A","Luan Garcia","BRA","DF","29",20.2,1,19,6,31.6,0.94,0.3,0.05,0.17,10.5,0,0,0,1.9,1.9,0.1,-0.9,-0.9,"https://fbref.com/en/players/6ebe6cc1/Luan-Garcia"
"10",NA,"2023 Palmeiras","Série A","Gabriel Menino","BRA","MF","22",17.7,2,34,7,20.6,1.92,0.4,0.06,0.29,25.2,3,0,0,1.7,1.7,0.05,0.3,0.3,"https://fbref.com/en/players/01819e70/Gabriel-Menino"
"11",NA,"2023 Palmeiras","Série A","Richard Ríos","COL","MF","22",20.6,2,38,10,26.3,1.85,0.49,0.05,0.2,25.2,1,0,0,1.2,1.2,0.03,0.8,0.8,"https://fbref.com/en/players/72da065d/Richard-Rios"
"12",NA,"2023 Palmeiras","Série A","Rony","BRA","FW","27",18.2,5,51,18,35.3,2.8,0.99,0.1,0.28,13.1,1,0,0,6.1,6.1,0.12,-1.1,-1.1,"https://fbref.com/en/players/bffd5e50/Rony"
"13",NA,"2023 Palmeiras","Série A","Endrick","BRA","FW","16",17.3,11,49,25,51,2.83,1.44,0.22,0.44,17.4,1,0,1,8.1,7.3,0.15,2.9,3.7,"https://fbref.com/en/players/a2728fbf/Endrick"
"14",NA,"2023 Palmeiras","Série A","Marcos Rocha","BRA","DF","34",14,1,4,1,25,0.28,0.07,0.25,1,19.7,0,0,0,0.4,0.4,0.09,0.6,0.6,"https://fbref.com/en/players/fdd2f275/Marcos-Rocha"
"15",NA,"2023 Palmeiras","Série A","Breno","BRA","FW","27",15.2,5,49,24,49,3.23,1.58,0.1,0.21,14.8,0,0,0,6.8,6.8,0.14,-1.8,-1.8,"https://fbref.com/en/players/e0016d00/Breno"
"16",NA,"2023 Palmeiras","Série A","Dudu","BRA","FW","31",12,3,35,10,28.6,2.93,0.84,0.09,0.3,19,0,0,0,2.4,2.4,0.07,0.6,0.6,"https://fbref.com/en/players/895ef5ec/Dudu"
"17",NA,"2023 Palmeiras","Série A","Vanderlan","BRA","DF","20",10.1,0,6,1,16.7,0.59,0.1,0,0,18.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/bd8432ff/Vanderlan"
"18",NA,"2023 Palmeiras","Série A","Jhonatan Jowjow","BRA","MF,FW","20",9.9,0,12,6,50,1.21,0.61,0,0,16,1,0,0,1.2,1.2,0.1,-1.2,-1.2,"https://fbref.com/en/players/f82517a8/Jhonatan-Jowjow"
"19",NA,"2023 Palmeiras","Série A","José López","ARG","FW,MF","22",6.6,5,22,10,45.5,3.35,1.52,0.23,0.5,13.7,0,0,0,3.5,3.5,0.16,1.5,1.5,"https://fbref.com/en/players/e1426a52/Jose-Lopez"
"20",NA,"2023 Palmeiras","Série A","Kaiky Naves","BRA","DF,FW","20",5.8,0,2,0,0,0.34,0,0,NA,9.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,"https://fbref.com/en/players/621576f9/Kaiky-Naves"
"21",NA,"2023 Palmeiras","Série A","Luis Guilherme","BRA","FW,MF","16",6.4,0,15,3,20,2.34,0.47,0,0,21.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7,"https://fbref.com/en/players/b7672d43/Luis-Guilherme"
"22",NA,"2023 Palmeiras","Série A","Fabinho","BRA","MF","20",6.5,0,6,1,16.7,0.92,0.15,0,0,18.4,0,0,0,0.7,0.7,0.11,-0.7,-0.7,"https://fbref.com/en/players/ff0e595c/Fabinho"
"23",NA,"2023 Palmeiras","Série A","García","BRA","DF","21",3.3,0,2,0,0,0.61,0,0,NA,23.4,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/45d071f4/Garcia"
"24",NA,"2023 Palmeiras","Série A","Marcelo Lomba","BRA","GK","36",3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e4835e3c/Marcelo-Lomba"
"25",NA,"2023 Palmeiras","Série A","Kevin","BRA","FW,DF","20",2.6,0,6,1,16.7,2.33,0.39,0,0,18.2,0,0,0,0.6,0.6,0.1,-0.6,-0.6,"https://fbref.com/en/players/93508980/Kevin"
"26",NA,"2023 Palmeiras","Série A","Jailson Siqueira","BRA","MF,DF","27",1.8,0,4,1,25,2.21,0.55,0,0,19.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,"https://fbref.com/en/players/b4819112/Jailson-Siqueira"
"27",NA,"2023 Palmeiras","Série A","Rafael Navarro","BRA","FW","22",1.4,1,4,2,50,2.88,1.44,0.25,0.5,8.2,0,0,0,1.2,1.2,0.3,-0.2,-0.2,"https://fbref.com/en/players/4b5ab509/Rafael-Navarro"
"28",NA,"2023 Palmeiras","Série A","Bruno Tabata","BRA","MF,FW","25",1.4,0,4,0,0,2.9,0,0,NA,17.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,"https://fbref.com/en/players/33fdf90d/Bruno-Tabata"
"29",NA,"2023 Palmeiras","Série A","Ian Custódio","BRA","DF","19",0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/4d92291e/Ian-Custodio"
"30",NA,"2023 Palmeiras","Série A","Giovani","BRA","FW","19",0.2,0,1,0,0,6,0,0,NA,14,0,0,0,0.1,0.1,0.08,-0.1,-0.1,"https://fbref.com/en/players/a199bd5f/Giovani"
"31",NA,"2023 Palmeiras","Série A","Estevão","BRA","FW","16",0.1,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2eda11b1/Estevao"
"32",NA,"2023 Palmeiras","Série A","Eduard Atuesta","COL","MF","25",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/60990b81/Eduard-Atuesta"
"33",NA,"2023 Palmeiras","Série A","Kauan Santos","BRA","FW","18",0,0,1,0,0,45,0,0,NA,20.9,0,0,0,0,0,0.04,0,0,"https://fbref.com/en/players/472b3ddb/Kauan-Santos"
"34",NA,"2023 Grêmio","","Luis Suárez","URU","FW","36",32,17,126,54,42.9,3.94,1.69,0.13,0.3,17.6,12,1,2,13.8,12.2,0.1,3.2,3.8,"https://fbref.com/en/players/a6154613/Luis-Suarez"
"35",NA,"2023 Grêmio","","Gabriel Chapecó","BRA","GK","22",31,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a24714b4/Gabriel-Chapeco"
"36",NA,"2023 Grêmio","","Franco Cristaldo","ARG","MF,FW","26",23.7,8,37,19,51.4,1.56,0.8,0.14,0.26,19.1,1,3,4,6.6,3.6,0.1,1.4,1.4,"https://fbref.com/en/players/25b26e2e/Franco-Cristaldo"
"37",NA,"2023 Grêmio","","Reinaldo","BRA","DF","33",29.8,2,31,14,45.2,1.04,0.47,0.03,0.07,21.8,2,1,1,2.7,1.9,0.06,-0.7,-0.9,"https://fbref.com/en/players/ab3edc87/Reinaldo"
"38",NA,"2023 Grêmio","","Mathías Villasanti","PAR","MF","26",29.4,4,19,9,47.4,0.65,0.31,0.21,0.44,19,0,0,0,1.6,1.6,0.08,2.4,2.4,"https://fbref.com/en/players/05b642f7/Mathias-Villasanti"
"39",NA,"2023 Grêmio","","Walter Kannemann","ARG","DF","31",26.2,0,10,4,40,0.38,0.15,0,0,13.6,0,0,0,1,1,0.1,-1,-1,"https://fbref.com/en/players/5b37f2f8/Walter-Kannemann"
"40",NA,"2023 Grêmio","","Bruno Fabiano Alves","BRA","DF","31",27.2,0,9,1,11.1,0.33,0.04,0,0,10.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/3e0cfaf4/Bruno-Fabiano-Alves"
"41",NA,"2023 Grêmio","","João Pedro","BRA","DF","26",23.1,3,12,4,33.3,0.52,0.17,0.25,0.75,20.6,0,0,0,0.7,0.7,0.06,2.3,2.3,"https://fbref.com/en/players/31d1ed52/Joao-Pedro"
"42",NA,"2023 Grêmio","","Felipe Carballo","URU","MF","26",17.1,1,19,5,26.3,1.11,0.29,0.05,0.2,16.8,0,0,0,1.5,1.5,0.08,-0.5,-0.5,"https://fbref.com/en/players/a9af351a/Felipe-Carballo"
"43",NA,"2023 Grêmio","","Bitelo","BRA","MF,FW","23",17.2,4,31,7,22.6,1.8,0.41,0.13,0.57,18.8,1,0,0,3.6,3.6,0.12,0.4,0.4,"https://fbref.com/en/players/d4b69f94/Bitelo"
"44",NA,"2023 Grêmio","","Bruno Uvini","BRA","DF","31",16.1,1,14,6,42.9,0.87,0.37,0.07,0.17,11.4,0,0,0,0.8,0.8,0.06,0.2,0.2,"https://fbref.com/en/players/ecfe4300/Bruno-Uvini"
"45",NA,"2023 Grêmio","","João Pedro Pepê","BRA","MF","25",15.5,1,9,2,22.2,0.58,0.13,0.11,0.5,21.7,0,0,0,1.1,1.1,0.12,-0.1,-0.1,"https://fbref.com/en/players/d75471eb/Joao-Pedro-Pepe"
"46",NA,"2023 Grêmio","","Fábio","BRA","DF,MF","32",9.7,0,6,0,0,0.62,0,0,NA,18.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,"https://fbref.com/en/players/bc7b4580/Fabio"
"47",NA,"2023 Grêmio","","João Pedro","ITA","FW","30",6.8,0,10,1,10,1.46,0.15,0,0,12.8,0,0,0,1,1,0.1,-1,-1,"https://fbref.com/en/players/81255c03/Joao-Pedro"
"48",NA,"2023 Grêmio","","Everton","BRA","FW,MF","25",13.5,6,38,14,36.8,2.82,1.04,0.16,0.43,22.6,0,0,0,3.5,3.5,0.09,2.5,2.5,"https://fbref.com/en/players/3b66e70c/Everton"
"49",NA,"2023 Grêmio","","Rodrigo Ely","BRA","DF","29",7.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/fd47b4f2/Rodrigo-Ely"
"50",NA,"2023 Grêmio","","Vinícius","BRA","FW","31",7.3,1,14,5,35.7,1.93,0.69,0.07,0.2,19.8,0,0,0,1.9,1.9,0.13,-0.9,-0.9,"https://fbref.com/en/players/ee01c84d/Vinicius"
"51",NA,"2023 Grêmio","","Nathan","BRA","MF,FW","26",7.6,1,18,6,33.3,2.37,0.79,0.06,0.17,21.3,1,0,0,1.1,1.1,0.06,-0.1,-0.1,"https://fbref.com/en/players/fa00f0c9/Nathan"
"52",NA,"2023 Grêmio","","Ferreira","BRA","FW,MF","25",12.7,4,28,11,39.3,2.2,0.86,0.14,0.36,18,1,0,0,3,3,0.11,1,1,"https://fbref.com/en/players/1414e902/Ferreira"
"53",NA,"2023 Grêmio","","Pedro Geromel","BRA","DF","37",5.2,0,1,0,0,0.19,0,0,NA,11.6,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/78f81520/Pedro-Geromel"
"54",NA,"2023 Grêmio","","Gustavo Martins Santos","BRA","DF,MF","20",7.7,1,7,3,42.9,0.91,0.39,0.14,0.33,9.5,0,0,0,1,1,0.15,0,0,"https://fbref.com/en/players/ae03ce49/Gustavo-Martins-Santos"
"55",NA,"2023 Grêmio","","Cuiabano","BRA","DF,MF","19",5.4,1,10,5,50,1.84,0.92,0.1,0.2,19.8,0,0,0,0.7,0.7,0.07,0.3,0.3,"https://fbref.com/en/players/7e49bdbd/Cuiabano"
"56",NA,"2023 Grêmio","","Ronald","BRA","MF","19",4.6,1,4,1,25,0.86,0.22,0.25,1,9.9,0,0,0,0.6,0.6,0.14,0.4,0.4,"https://fbref.com/en/players/5334ff3f/Ronald"
"57",NA,"2023 Grêmio","","Lucas Besozzi","ARG","FW,MF","20",4.4,1,6,5,83.3,1.35,1.13,0.17,0.2,18.6,0,0,0,0.3,0.3,0.05,0.7,0.7,"https://fbref.com/en/players/d8dcc840/Lucas-Besozzi"
"58",NA,"2023 Grêmio","","Diogo Barbosa","BRA","DF","30",4.3,0,1,0,0,0.23,0,0,NA,26.6,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa"
"59",NA,"2023 Grêmio","","Caíque","BRA","GK","25",4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/49892b6e/Caique"
"60",NA,"2023 Grêmio","","Lucas Milla","BRA","MF","20",3.4,0,3,0,0,0.89,0,0,NA,19.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,"https://fbref.com/en/players/4718306f/Lucas-Milla"
"61",NA,"2023 Grêmio","","Thomas Luciano","BRA","DF","21",3.5,0,4,0,0,1.15,0,0,NA,12,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/0e624011/Thomas-Luciano"
"62",NA,"2023 Grêmio","","Lucas Silva","BRA","MF","29",2.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1c646218/Lucas-Silva"
"63",NA,"2023 Grêmio","","Nathan Fernandes","BRA","FW,MF","17",4.2,1,12,5,41.7,2.86,1.19,0.08,0.2,18,0,0,0,1,1,0.08,0,0,"https://fbref.com/en/players/239bbd8b/Nathan-Fernandes"
"64",NA,"2023 Grêmio","","Adriel","BRA","GK","22",2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/11ad100a/Adriel"
"65",NA,"2023 Grêmio","","Andre Martins","BRA","FW,MF","21",4.1,3,14,4,28.6,3.42,0.98,0.21,0.75,12.3,0,0,0,1.3,1.3,0.09,1.7,1.7,"https://fbref.com/en/players/56224aa6/Andre-Martins"
"66",NA,"2023 Grêmio","","Zinho","BRA","FW,MF","19",2.7,0,5,1,20,1.84,0.37,0,0,21.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/a698bdd2/Zinho"
"67",NA,"2023 Grêmio","","Josué","BRA","MF","17",1.3,0,1,0,0,0.77,0,0,NA,31.4,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/4fd72cba/Josue"
"68",NA,"2023 Grêmio","","Brenno","BRA","GK","23",1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f002e8eb/Brenno"
"69",NA,"2023 Grêmio","","Wesley","BRA","DF","19",1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/aaa5df99/Wesley"
"70",NA,"2023 Grêmio","","Juan Iturbe","PAR","FW,MF","29",0.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/2c0fbaf5/Juan-Iturbe"
"71",NA,"2023 Grêmio","","Luan Vieira","BRA","FW,MF","29",0.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/c4f6bf06/Luan-Vieira"
"72",NA,"2023 Grêmio","","Darlan Mendes","BRA","MF","24",0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a86f0d7b/Darlan-Mendes"
"73",NA,"2023 Grêmio","","Gustavinho","BRA","FW,MF","21",0.4,0,1,0,0,2.73,0,0,NA,3.3,0,0,0,0.4,0.4,0.38,-0.4,-0.4,"https://fbref.com/en/players/69896b0e/Gustavinho"
"74",NA,"2023 Grêmio","","Freddy Noguera","PAR","FW","19",0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/8317e485/Freddy-Noguera"
"75",NA,"2023 Grêmio","","Nata","BRA","FW,DF","21",0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b9ae93ab/Nata"
"76",NA,"2023 Grêmio","","Lian","BRA","MF","17",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d143aba5/Lian"
"77",NA,"2023 Grêmio","","João Vitor","BRA","MF","17",0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/5b19b28b/Joao-Vitor"
"78",NA,"2023 Atlético Mineiro","Série A","Éverson","BRA","GK","32",36,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a59c090b/Everson"
"79",NA,"2023 Atlético Mineiro","Série A","Paulinho","BRA","FW,MF","22",33.2,20,90,47,52.2,2.71,1.41,0.22,0.43,13.3,0,0,0,14.9,14.9,0.17,5.1,5.1,"https://fbref.com/en/players/53070b63/Paulinho"
"80",NA,"2023 Atlético Mineiro","Série A","Hulk","BRA","FW","36",32.7,15,117,43,36.8,3.58,1.32,0.09,0.23,25.2,34,5,5,11.9,8.4,0.07,3.1,1.6,"https://fbref.com/en/players/33a1f72e/Hulk"
"81",NA,"2023 Atlético Mineiro","Série A","Jemerson","BRA","DF","30",27.5,0,10,2,20,0.36,0.07,0,0,10.2,0,0,0,1,1,0.1,-1,-1,"https://fbref.com/en/players/7cab69b5/Jemerson"
"82",NA,"2023 Atlético Mineiro","Série A","Guilherme Arana","BRA","DF","25",26.5,2,28,7,25,1.06,0.26,0.07,0.29,23.9,0,0,0,1,1,0.04,1,1,"https://fbref.com/en/players/2b15a82a/Guilherme-Arana"
"83",NA,"2023 Atlético Mineiro","Série A","Otávio","BRA","MF","28",25.6,0,8,2,25,0.31,0.08,0,0,25,0,0,0,0.4,0.4,0.04,-0.4,-0.4,"https://fbref.com/en/players/243f4a0b/Otavio"
"84",NA,"2023 Atlético Mineiro","Série A","Mauricio Lemos","URU","DF","27",24.6,1,21,7,33.3,0.85,0.28,0.05,0.14,20.2,5,0,0,1.1,1.1,0.05,-0.1,-0.1,"https://fbref.com/en/players/dbe5a587/Mauricio-Lemos"
"85",NA,"2023 Atlético Mineiro","Série A","Federico Zaracho","ARG","MF,FW","24",21.6,2,21,4,19,0.97,0.18,0.1,0.5,16.6,0,0,0,3,3,0.14,-1,-1,"https://fbref.com/en/players/803d5265/Federico-Zaracho"
"86",NA,"2023 Atlético Mineiro","Série A","Cristian Pavón","ARG","FW,MF","27",21.5,3,53,17,32.1,2.47,0.79,0.04,0.12,20.5,1,1,1,4.1,3.3,0.06,-1.1,-1.3,"https://fbref.com/en/players/a664b026/Cristian-Pavon"
"87",NA,"2023 Atlético Mineiro","Série A","Renzo Saravia","ARG","DF","29",19,0,10,3,30,0.53,0.16,0,0,25.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,"https://fbref.com/en/players/cf316639/Renzo-Saravia"
"88",NA,"2023 Atlético Mineiro","Série A","Rodrigo Battaglia","ARG","MF","31",19.2,0,17,3,17.6,0.89,0.16,0,0,18.7,0,0,0,0.9,0.9,0.05,-0.9,-0.9,"https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia"
"89",NA,"2023 Atlético Mineiro","Série A","Mariano","BRA","DF","36",17.4,0,1,1,100,0.06,0.06,0,0,14.4,0,0,0,0,0,0.04,0,0,"https://fbref.com/en/players/e26f559f/Mariano"
"90",NA,"2023 Atlético Mineiro","Série A","Igor Gomes","BRA","MF,FW","23",15.3,2,19,5,26.3,1.24,0.33,0.11,0.4,21,0,0,0,1.8,1.8,0.09,0.2,0.2,"https://fbref.com/en/players/6a7fb945/Igor-Gomes"
"91",NA,"2023 Atlético Mineiro","Série A","Edenílson","BRA","MF,FW","33",15.2,1,8,3,37.5,0.53,0.2,0.13,0.33,20.3,0,0,0,0.5,0.5,0.06,0.5,0.5,"https://fbref.com/en/players/4e50f20e/Edenilson"
"92",NA,"2023 Atlético Mineiro","Série A","Rubens","BRA","DF,MF","21",15,1,18,5,27.8,1.2,0.33,0.06,0.2,22.3,0,0,0,1.1,1.1,0.06,-0.1,-0.1,"https://fbref.com/en/players/ae23d044/Rubens"
"93",NA,"2023 Atlético Mineiro","Série A","Bruno Fuchs","BRA","DF","23",12.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ee89e28d/Bruno-Fuchs"
"94",NA,"2023 Atlético Mineiro","Série A","Hyoran","BRA","MF,FW","29",7.7,2,19,5,26.3,2.47,0.65,0.11,0.4,20.9,3,0,0,2.1,2.1,0.11,-0.1,-0.1,"https://fbref.com/en/players/ffb88c28/Hyoran"
"95",NA,"2023 Atlético Mineiro","Série A","Alan Franco","ECU","MF,FW","24",9.3,0,4,1,25,0.43,0.11,0,0,22.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/c76b161b/Alan-Franco"
"96",NA,"2023 Atlético Mineiro","Série A","Igor Rabello","BRA","DF","27",7.7,0,2,1,50,0.26,0.13,0,0,9.6,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/48048864/Igor-Rabello"
"97",NA,"2023 Atlético Mineiro","Série A","Pedrinho","BRA","MF,FW","24",7,0,10,2,20,1.43,0.29,0,0,27.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,"https://fbref.com/en/players/6796e284/Pedrinho"
"98",NA,"2023 Atlético Mineiro","Série A","Eduardo Vargas","CHI","FW","33",5.2,1,6,4,66.7,1.15,0.77,0.17,0.25,18.2,0,0,0,0.3,0.3,0.05,0.7,0.7,"https://fbref.com/en/players/bd603c00/Eduardo-Vargas"
"99",NA,"2023 Atlético Mineiro","Série A","Nathan Silva","BRA","DF","25",4,0,2,1,50,0.5,0.25,0,0,10.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,"https://fbref.com/en/players/369d907c/Nathan-Silva"
"100",NA,"2023 Atlético Mineiro","Série A","Patrick","BRA","MF,FW","30",6.2,0,6,1,16.7,0.97,0.16,0,0,11,0,0,0,0.9,0.9,0.16,-0.9,-0.9,"https://fbref.com/en/players/92add14e/Patrick"
"101",NA,"2023 Atlético Mineiro","Série A","Alan Kardec","BRA","FW,MF","34",2.9,1,7,1,14.3,2.38,0.34,0.14,1,10.5,0,0,0,0.9,0.9,0.13,0.1,0.1,"https://fbref.com/en/players/e7fba767/Alan-Kardec"
"102",NA,"2023 Atlético Mineiro","Série A","Matheus Mendes","BRA","GK","23",2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d0d01f62/Matheus-Mendes"
"103",NA,"2023 Atlético Mineiro","Série A","Réver","BRA","DF,FW","38",1.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1938fd6a/Rever"
"104",NA,"2023 Atlético Mineiro","Série A","Dodô","BRA","DF","30",0.7,0,1,0,0,1.53,0,0,NA,25,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/99931185/Dodo"
"105",NA,"2023 Atlético Mineiro","Série A","Alisson","BRA","MF,DF","17",0.5,0,1,0,0,1.84,0,0,NA,33.9,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/d26ee8de/Alisson"
"106",NA,"2023 Atlético Mineiro","Série A","Isaac","BRA","FW","18",0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f689c342/Isaac"
"107",NA,"2023 Atlético Mineiro","Série A","Paulo Vitor","BRA","MF","18",0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/efe7683f/Paulo-Vitor"
"108",NA,"2023 Atlético Mineiro","Série A","Carlos Eduardo","BRA","MF,FW","18",0.1,0,1,0,0,7.5,0,0,NA,28.8,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/6fefa986/Carlos-Eduardo"
"109",NA,"2023 Flamengo","Série A","Fabrício Bruno","BRA","DF","26",34,0,16,4,25,0.47,0.12,0,0,15.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,"https://fbref.com/en/players/470d197b/Fabricio-Bruno"
"110",NA,"2023 Flamengo","Série A","Léo Pereira","BRA","DF","27",29.4,3,17,5,29.4,0.58,0.17,0.18,0.6,12.1,3,0,0,1.8,1.8,0.11,1.2,1.2,"https://fbref.com/en/players/bd247251/Leo-Pereira"
"111",NA,"2023 Flamengo","Série A","Gerson","BRA","MF","25",29.9,5,31,12,38.7,1.04,0.4,0.16,0.42,19.8,0,0,0,2.9,2.9,0.1,2.1,2.1,"https://fbref.com/en/players/8827bf46/Gerson"
"112",NA,"2023 Flamengo","Série A","Ayrton Lucas","BRA","DF","25",28.8,4,26,8,30.8,0.9,0.28,0.15,0.5,20.7,0,0,0,2.7,2.7,0.1,1.3,1.3,"https://fbref.com/en/players/db90b737/Ayrton-Lucas"
"113",NA,"2023 Flamengo","Série A","Wesley","BRA","DF","19",27.9,1,14,5,35.7,0.5,0.18,0.07,0.2,17.3,0,0,0,1.1,1.1,0.08,-0.1,-0.1,"https://fbref.com/en/players/f2c49c79/Wesley"
"114",NA,"2023 Flamengo","Série A","Pedro","BRA","FW","25",23.9,13,59,25,42.4,2.47,1.05,0.15,0.36,16.2,0,4,4,11.1,7.9,0.13,1.9,1.1,"https://fbref.com/en/players/1ab6fad3/Pedro"
"115",NA,"2023 Flamengo","Série A","Thiago Maia","BRA","MF","25",23.3,0,5,0,0,0.21,0,0,NA,25,0,0,0,0.2,0.2,0.03,-0.2,-0.2,"https://fbref.com/en/players/91e58f66/Thiago-Maia"
