"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","PlayerURL"
"102",NA,"2023 Atlético Mineiro","Série A","Matheus Mendes","BRA","GK","23",2,70,58,70,0,0,0,70,0,0,NA,0,NA,30,157,136,0,0,0,0,0,17,0,"https://fbref.com/en/players/d0d01f62/Matheus-Mendes"
"103",NA,"2023 Atlético Mineiro","Série A","Réver","BRA","DF,FW","38",1.3,70,28,53,17,0,0,70,0,0,NA,0,NA,31,119,77,0,0,0,1,0,44,0,"https://fbref.com/en/players/1938fd6a/Rever"
"104",NA,"2023 Atlético Mineiro","Série A","Dodô","BRA","DF","30",0.7,65,0,9,37,19,0,65,1,0,0,1,100,36,202,102,2,2,0,1,0,47,7,"https://fbref.com/en/players/99931185/Dodo"
"105",NA,"2023 Atlético Mineiro","Série A","Alisson","BRA","MF,DF","17",0.5,48,0,5,20,26,1,48,7,3,42.9,3,42.9,35,322,161,3,3,0,2,1,34,10,"https://fbref.com/en/players/d26ee8de/Alisson"
"106",NA,"2023 Atlético Mineiro","Série A","Isaac","BRA","FW","18",0.2,7,0,0,3,4,1,7,0,0,NA,0,NA,3,17,0,0,0,0,1,1,4,3,"https://fbref.com/en/players/f689c342/Isaac"
"107",NA,"2023 Atlético Mineiro","Série A","Paulo Vitor","BRA","MF","18",0.2,19,0,7,11,1,0,19,0,0,NA,0,NA,11,29,11,0,0,0,1,0,18,0,"https://fbref.com/en/players/efe7683f/Paulo-Vitor"
"108",NA,"2023 Atlético Mineiro","Série A","Carlos Eduardo","BRA","MF,FW","18",0.1,5,0,1,2,2,0,5,1,0,0,0,0,4,14,7,0,0,0,1,0,4,1,"https://fbref.com/en/players/6fefa986/Carlos-Eduardo"
"109",NA,"2023 Flamengo","Série A","Fabrício Bruno","BRA","DF","26",34,2551,247,1040,1429,97,26,2551,5,4,80,1,20,1634,8234,4962,32,22,0,7,2,1786,7,"https://fbref.com/en/players/470d197b/Fabricio-Bruno"
"110",NA,"2023 Flamengo","Série A","Léo Pereira","BRA","DF","27",29.4,2369,214,913,1319,148,30,2369,14,9,64.3,3,21.4,1518,8533,5253,43,26,0,26,6,1700,16,"https://fbref.com/en/players/bd247251/Leo-Pereira"
"111",NA,"2023 Flamengo","Série A","Gerson","BRA","MF","25",29.9,1821,44,230,913,701,106,1821,87,48,55.2,31,35.6,1182,5673,2873,82,59,16,53,33,1377,198,"https://fbref.com/en/players/8827bf46/Gerson"
"112",NA,"2023 Flamengo","Série A","Ayrton Lucas","BRA","DF","25",28.8,2149,76,527,1071,575,50,2149,89,49,55.1,28,31.5,1299,7260,3666,67,73,11,33,31,1487,133,"https://fbref.com/en/players/db90b737/Ayrton-Lucas"
"113",NA,"2023 Flamengo","Série A","Wesley","BRA","DF","19",27.9,1875,75,396,836,664,59,1875,79,31,39.2,41,51.9,1099,5194,2343,49,45,13,65,41,1209,291,"https://fbref.com/en/players/f2c49c79/Wesley"
"114",NA,"2023 Flamengo","Série A","Pedro","BRA","FW","25",23.9,634,17,45,282,319,99,630,43,19,44.2,22,51.2,366,1440,536,16,12,6,55,23,455,108,"https://fbref.com/en/players/1ab6fad3/Pedro"
"115",NA,"2023 Flamengo","Série A","Thiago Maia","BRA","MF","25",23.3,1644,63,354,1041,264,8,1644,20,13,65,7,35,869,3283,1419,16,19,0,23,17,1173,51,"https://fbref.com/en/players/91e58f66/Thiago-Maia"
"116",NA,"2023 Flamengo","Série A","Erick Pulgar","CHI","MF","29",22.2,1583,67,334,1027,233,18,1583,11,5,45.5,6,54.5,876,3741,1669,16,23,2,23,13,1119,31,"https://fbref.com/en/players/4611e028/Erick-Pulgar"
"117",NA,"2023 Flamengo","Série A","Giorgian De Arrascaeta","URU","MF,FW","28",20.5,1290,23,105,556,651,83,1290,58,34,58.6,17,29.3,831,3701,1645,38,38,15,55,41,951,170,"https://fbref.com/en/players/be8d02dd/Giorgian-De-Arrascaeta"
"118",NA,"2023 Flamengo","Série A","Everton Soares","BRA","FW,MF","26",19.3,967,13,80,271,632,83,967,126,54,42.9,61,48.4,630,4573,2395,85,53,34,24,25,658,217,"https://fbref.com/en/players/b1cbc666/Everton-Soares"
"119",NA,"2023 Flamengo","Série A","Matheus Cunha","BRA","GK","21",17.6,787,510,753,34,0,0,787,0,0,NA,0,NA,486,2302,1489,0,0,0,1,0,471,0,"https://fbref.com/en/players/9475960a/Matheus-Cunha"
"120",NA,"2023 Flamengo","Série A","Gabriel Barbosa","BRA","FW","26",17.1,633,0,25,261,350,60,628,14,5,35.7,8,57.1,356,1842,894,26,26,4,17,8,485,112,"https://fbref.com/en/players/72d0e1b6/Gabriel-Barbosa"
"121",NA,"2023 Flamengo","Série A","Everton Ribeiro","BRA","FW,MF","33",16.4,1087,12,117,448,532,31,1087,39,16,41,20,51.3,693,3788,1997,36,43,6,23,25,828,97,"https://fbref.com/en/players/68fb50a2/Everton-Ribeiro"
"122",NA,"2023 Flamengo","Série A","Agustín Rossi","ARG","GK","27",15,537,384,527,10,0,0,537,0,0,NA,0,NA,335,1877,1286,0,0,0,0,0,262,0,"https://fbref.com/en/players/ef223e5f/Agustin-Rossi"
"123",NA,"2023 Flamengo","Série A","Bruno Henrique","BRA","FW,MF","32",17.1,736,23,73,241,435,88,736,62,27,43.5,30,48.4,484,3267,1714,64,47,21,44,26,550,198,"https://fbref.com/en/players/5edff24f/Bruno-Henrique"
"124",NA,"2023 Flamengo","Série A","Victor Hugo","BRA","MF,FW","18",14.2,833,14,89,509,245,29,833,50,34,68,15,30,556,3286,1692,31,32,5,28,16,648,55,"https://fbref.com/en/players/33fca7f7/Victor-Hugo"
"125",NA,"2023 Flamengo","Série A","David Luiz","BRA","DF","35",11,844,110,353,430,66,13,844,10,8,80,2,20,534,3037,1864,14,15,1,11,1,567,4,"https://fbref.com/en/players/c0e27d1a/David-Luiz"
"126",NA,"2023 Flamengo","Série A","Luiz Araújo","BRA","FW,MF","26",8.7,513,12,59,195,271,44,513,46,25,54.3,21,45.7,345,2094,1009,29,23,9,19,9,376,112,"https://fbref.com/en/players/fa18c72e/Luiz-Araujo"
"127",NA,"2023 Flamengo","Série A","Matheuzinho","BRA","DF","22",6.9,469,29,112,247,114,10,469,6,2,33.3,3,50,264,1137,501,9,8,0,7,2,289,29,"https://fbref.com/en/players/2a5bc0cd/Matheuzinho"
"128",NA,"2023 Flamengo","Série A","Filipe Luís","BRA","DF","37",5.9,468,26,121,245,105,5,468,7,3,42.9,1,14.3,275,1209,701,14,11,1,5,1,300,12,"https://fbref.com/en/players/e4ed2628/Filipe-Luis"
"129",NA,"2023 Flamengo","Série A","Santos","BRA","GK","32",5.4,203,114,186,17,0,0,203,0,0,NA,0,NA,126,698,489,0,0,0,0,0,112,0,"https://fbref.com/en/players/b8d0b69c/Santos"
"130",NA,"2023 Flamengo","Série A","Matheus França","BRA","MF,FW","18",4.1,215,1,17,77,122,28,215,21,11,52.4,9,42.9,139,979,450,16,10,9,9,9,164,43,"https://fbref.com/en/players/077faf72/Matheus-Franca"
"131",NA,"2023 Flamengo","Série A","Allan","BRA","MF","25",5.4,465,7,63,324,82,1,465,4,2,50,0,0,320,1640,833,10,12,0,2,3,361,6,"https://fbref.com/en/players/b15e93aa/Allan"
"132",NA,"2023 Flamengo","Série A","Pablo","BRA","DF","31",4.7,368,55,157,207,4,2,368,1,1,100,0,0,231,1170,703,4,0,0,1,0,263,1,"https://fbref.com/en/players/29d8ad3f/Pablo"
"133",NA,"2023 Flamengo","Série A","Guillermo Varela","URU","DF","29",2.6,170,7,35,92,44,1,170,3,2,66.7,1,33.3,109,526,272,6,9,0,1,0,122,14,"https://fbref.com/en/players/5c961282/Guillermo-Varela"
"134",NA,"2023 Flamengo","Série A","Arturo Vidal","CHI","MF,DF","35",2.8,231,8,39,118,75,8,231,1,0,0,1,100,130,403,206,2,2,0,2,3,189,12,"https://fbref.com/en/players/67cdbc0e/Arturo-Vidal"
"135",NA,"2023 Flamengo","Série A","Marinho","BRA","FW,DF","32",0.9,72,1,6,19,48,7,72,3,2,66.7,1,33.3,47,317,84,2,2,1,3,3,50,21,"https://fbref.com/en/players/c077c735/Marinho"
"136",NA,"2023 Flamengo","Série A","Igor","BRA","MF","19",0.9,71,2,5,46,21,1,71,1,1,100,0,0,47,206,73,2,2,0,3,2,55,3,"https://fbref.com/en/players/fb19d550/Igor"
"137",NA,"2023 Flamengo","Série A","Rodrigo Caio","BRA","MF,DF","29",0.7,67,4,15,48,5,0,67,0,0,NA,0,NA,41,194,69,0,0,0,0,0,49,1,"https://fbref.com/en/players/186ed8f1/Rodrigo-Caio"
"138",NA,"2023 Flamengo","Série A","Pedrinho","BRA","FW","19",0.2,14,0,2,6,6,0,14,1,0,0,1,100,4,16,4,0,1,0,0,0,4,0,"https://fbref.com/en/players/118d25ee/Pedrinho"
"139",NA,"2023 Flamengo","Série A","Matheus Gonçalves","BRA","FW,MF","17",0.2,23,0,0,7,16,0,23,2,1,50,1,50,18,95,52,1,1,0,1,0,20,4,"https://fbref.com/en/players/071a6836/Matheus-Goncalves"
"140",NA,"2023 Flamengo","Série A","André Inácio","BRA","FW","20",0.2,5,0,3,1,1,0,5,0,0,NA,0,NA,2,3,0,0,0,0,0,0,2,1,"https://fbref.com/en/players/cc77d69c/Andre-Inacio"
"141",NA,"2023 Botafogo (RJ)","Série A","Lucas Perri","BRA","GK","25",37.5,1150,913,1133,16,2,2,1150,0,0,NA,0,NA,591,3571,2389,0,0,0,2,0,422,0,"https://fbref.com/en/players/5dbd461a/Lucas-Perri"
"142",NA,"2023 Botafogo (RJ)","Série A","Víctor Cuesta","ARG","DF","34",35,2065,238,968,993,113,35,2065,10,4,40,6,60,1154,5556,2681,11,22,0,18,6,1269,7,"https://fbref.com/en/players/39fb428f/Victor-Cuesta"
"143",NA,"2023 Botafogo (RJ)","Série A","Adryelson","BRA","DF","24",33.3,1895,292,991,876,34,27,1895,0,0,NA,0,NA,976,4174,2293,2,3,1,3,1,1140,3,"https://fbref.com/en/players/e980e78d/Adryelson"
"144",NA,"2023 Botafogo (RJ)","Série A","Marlon Freitas","BRA","MF","27",32.3,2152,106,442,1458,268,21,2152,6,5,83.3,1,16.7,1233,6972,3406,34,33,2,13,3,1463,21,"https://fbref.com/en/players/ae3181de/Marlon-Freitas"
"145",NA,"2023 Botafogo (RJ)","Série A","Carlos Eduardo","BRA","MF","33",29.7,1371,22,114,912,356,60,1371,56,20,35.7,28,50,863,4337,1947,35,33,4,47,21,1026,88,"https://fbref.com/en/players/1a234d32/Carlos-Eduardo"
"146",NA,"2023 Botafogo (RJ)","Série A","Tchê Tchê","BRA","MF,DF","30",29.5,1549,33,231,896,441,21,1549,58,32,55.2,17,29.3,987,5497,2573,45,42,5,40,33,1163,65,"https://fbref.com/en/players/5f2caf8f/Tche-Tche"
"147",NA,"2023 Botafogo (RJ)","Série A","Tiquinho Soares","BRA","FW","32",27.1,988,31,72,511,414,126,981,63,35,55.6,23,36.5,587,2455,920,25,23,6,84,58,775,152,"https://fbref.com/en/players/4d982baf/Tiquinho-Soares"
"148",NA,"2023 Botafogo (RJ)","Série A","Júnior Santos","BRA","FW","28",24,1142,27,122,477,572,94,1142,158,75,47.5,70,44.3,769,6568,3423,121,87,32,82,45,857,206,"https://fbref.com/en/players/9109e933/Junior-Santos"
"149",NA,"2023 Botafogo (RJ)","Série A","João Victor Santos Sá","BRA","FW","28",23.6,1043,16,144,451,458,86,1043,72,32,44.4,31,43.1,619,3969,2022,72,36,34,41,23,719,226,"https://fbref.com/en/players/1a1033a1/Joao-Victor-Santos-Sa"
"150",NA,"2023 Botafogo (RJ)","Série A","Leonel Di Plácido","ARG","DF","29",26.2,1636,76,470,786,405,22,1636,65,33,50.8,23,35.4,781,4014,2258,57,34,8,23,9,829,84,"https://fbref.com/en/players/a5e7e6dd/Leonel-Di-Placido"
"151",NA,"2023 Botafogo (RJ)","Série A","Fernando Marçal","BRA","DF","33",18.1,1249,61,346,580,339,10,1249,23,10,43.5,11,47.8,563,2426,1234,17,19,1,10,5,631,64,"https://fbref.com/en/players/9ae9eaea/Fernando-Marcal"
"152",NA,"2023 Botafogo (RJ)","Série A","Hugo","BRA","DF","21",15.5,995,38,248,470,284,14,995,32,14,43.8,16,50,447,2461,1478,36,23,2,27,5,506,76,"https://fbref.com/en/players/de3dc682/Hugo"
"153",NA,"2023 Botafogo (RJ)","Série A","Luis Henrique","BRA","FW,MF","21",15.3,785,8,108,343,358,37,785,78,46,59,27,34.6,503,4027,1939,59,41,20,34,19,580,146,"https://fbref.com/en/players/f36d5624/Luis-Henrique"
"154",NA,"2023 Botafogo (RJ)","Série A","Danilo Barbosa","BRA","MF,DF","26",11.2,612,52,184,364,71,12,612,24,13,54.2,6,25,316,1596,780,15,8,3,11,17,362,8,"https://fbref.com/en/players/0557ff4f/Danilo-Barbosa"
"155",NA,"2023 Botafogo (RJ)","Série A","Gabriel","BRA","MF","29",9.6,664,18,121,403,147,16,664,24,12,50,11,45.8,365,1784,789,11,12,1,19,17,452,29,"https://fbref.com/en/players/0d10333c/Gabriel"
"156",NA,"2023 Botafogo (RJ)","Série A","Rafael","BRA","DF","32",5.4,308,18,97,153,66,2,308,14,12,85.7,2,14.3,125,861,432,12,6,1,6,1,131,4,"https://fbref.com/en/players/9a1f2e1c/Rafael"
"157",NA,"2023 Botafogo (RJ)","Série A","Lucas Fernandes","BRA","MF","25",5.3,313,5,45,167,106,13,313,14,5,35.7,5,35.7,179,1232,529,14,8,3,12,5,216,27,"https://fbref.com/en/players/a109d777/Lucas-Fernandes"
"158",NA,"2023 Botafogo (RJ)","Série A","Philipe Sampaio","BRA","DF","28",5.5,371,47,171,195,5,4,371,1,0,0,1,100,232,1213,702,4,0,0,1,0,249,0,"https://fbref.com/en/players/72733d93/Philipe-Sampaio"
"159",NA,"2023 Botafogo (RJ)","Série A","Gustavo Sauer","BRA","FW,MF","29",2.9,119,1,12,49,60,5,119,9,7,77.8,1,11.1,74,483,182,5,6,1,7,5,83,18,"https://fbref.com/en/players/fd53959e/Gustavo-Sauer"
"160",NA,"2023 Botafogo (RJ)","Série A","Diego Costa","ESP","FW","34",5.7,188,5,12,71,107,28,188,7,2,28.6,4,57.1,105,560,183,9,5,2,13,10,145,42,"https://fbref.com/en/players/a190d597/Diego-Costa"
"161",NA,"2023 Botafogo (RJ)","Série A","Matias Segovia","PAR","FW","20",7.2,437,7,76,189,177,26,437,31,12,38.7,15,48.4,317,2124,1046,43,22,15,25,9,320,74,"https://fbref.com/en/players/afc545ff/Matias-Segovia"
"162",NA,"2023 Botafogo (RJ)","Série A","Janderson","BRA","FW,MF","23",4.6,190,4,11,77,107,25,190,22,9,40.9,12,54.5,106,736,334,16,7,5,24,7,126,31,"https://fbref.com/en/players/8b89c34e/Janderson"
"163",NA,"2023 Botafogo (RJ)","Série A","JP Galvão","BRA","DF","21",2.2,118,8,40,54,25,0,118,3,0,0,2,66.7,51,233,110,2,0,0,2,2,51,10,"https://fbref.com/en/players/55b2c39b/JP-Galvao"
"164",NA,"2023 Botafogo (RJ)","Série A","Bastos","ANG","DF","31",1.3,84,7,35,44,5,1,84,0,0,NA,0,NA,33,129,87,0,0,0,0,0,58,0,"https://fbref.com/en/players/c01c66d9/Bastos"
"165",NA,"2023 Botafogo (RJ)","Série A","Carlos Alberto","BRA","FW,MF","20",3.3,126,4,17,47,66,16,126,17,8,47.1,7,41.2,80,629,298,10,7,2,8,5,82,27,"https://fbref.com/en/players/08f48d96/Carlos-Alberto"
"166",NA,"2023 Botafogo (RJ)","Série A","Matheus Nascimento","BRA","FW,MF","18",1.1,29,0,0,17,13,6,29,1,0,0,0,0,14,112,14,1,2,0,4,2,21,4,"https://fbref.com/en/players/e744c3de/Matheus-Nascimento"
"167",NA,"2023 Botafogo (RJ)","Série A","Luis Segovia","ECU","DF","25",1.1,52,6,29,22,1,0,52,0,0,NA,0,NA,39,255,177,1,0,0,1,0,38,0,"https://fbref.com/en/players/1ae14406/Luis-Segovia"
"168",NA,"2023 Botafogo (RJ)","Série A","Daniel Borges","BRA","DF","29",0.5,27,1,18,7,2,1,27,0,0,NA,0,NA,13,52,5,0,0,0,1,0,12,1,"https://fbref.com/en/players/71879f82/Daniel-Borges"
"169",NA,"2023 Botafogo (RJ)","Série A","Gatito Fernández","PAR","GK","34",0.5,15,13,15,0,0,0,15,0,0,NA,0,NA,9,39,24,0,0,0,0,0,3,0,"https://fbref.com/en/players/9a82f79a/Gatito-Fernandez"
"170",NA,"2023 Botafogo (RJ)","Série A","Diego Hernández","URU","FW","22",0.5,22,1,5,6,11,2,22,1,0,0,1,100,10,57,18,1,1,0,3,1,14,3,"https://fbref.com/en/players/279cc0e8/Diego-Hernandez"
"171",NA,"2023 Botafogo (RJ)","Série A","Kayque","BRA","MF","22",0.3,27,0,6,14,7,0,27,2,0,0,2,100,16,74,38,1,0,0,0,0,20,1,"https://fbref.com/en/players/54b980d6/Kayque"
"172",NA,"2023 Botafogo (RJ)","Série A","Mateo Ponte","URU","DF","19",0.2,15,2,3,11,1,0,15,1,0,0,1,100,6,23,17,0,0,0,0,1,7,1,"https://fbref.com/en/players/981e61c1/Mateo-Ponte"
"173",NA,"2023 Botafogo (RJ)","Série A","Lucas Piazon","BRA","FW","29",0.2,8,0,1,4,3,0,8,0,0,NA,0,NA,5,53,2,0,0,0,0,1,5,3,"https://fbref.com/en/players/f201798c/Lucas-Piazon"
"174",NA,"2023 Botafogo (RJ)","Série A","Breno","BRA","MF","22",0.1,9,1,5,3,1,0,9,0,0,NA,0,NA,9,35,9,0,0,0,2,1,7,0,"https://fbref.com/en/players/083374b7/Breno"
"175",NA,"2023 Botafogo (RJ)","Série A","Newton","BRA","DF","23",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0c0c8329/Newton"
"176",NA,"2023 Botafogo (RJ)","Série A","Rai","BRA","MF","20",0,6,0,0,3,3,0,6,0,0,NA,0,NA,6,26,8,0,1,0,1,1,7,1,"https://fbref.com/en/players/2c8d3855/Rai"
"177",NA,"2023 Bragantino","Série A","Cleiton Schwengber","BRA","GK","25",33,1102,792,1080,21,2,2,1102,1,1,100,0,0,614,3550,2207,0,0,0,0,0,455,0,"https://fbref.com/en/players/d24ae824/Cleiton-Schwengber"
"178",NA,"2023 Bragantino","Série A","Juninho Capixaba","BRA","DF","25",31.9,2536,92,561,1316,696,51,2536,59,22,37.3,29,49.2,1343,7550,4067,71,73,5,41,19,1436,127,"https://fbref.com/en/players/91ba7336/Juninho-Capixaba"
"179",NA,"2023 Bragantino","Série A","Lucas Evangelista","BRA","MF","27",30.2,1908,34,195,843,880,76,1908,75,31,41.3,30,40,1014,4138,1705,34,40,7,63,49,1282,151,"https://fbref.com/en/players/5f4ce4b6/Lucas-Evangelista"
"180",NA,"2023 Bragantino","Série A","Matheus Fernandes","BRA","MF","24",26,1576,40,287,1009,303,14,1576,51,30,58.8,17,33.3,856,3963,2040,41,45,2,42,24,936,46,"https://fbref.com/en/players/f76fdcd2/Matheus-Fernandes"
"181",NA,"2023 Bragantino","Série A","Eduardo Sasha","BRA","FW,MF","30",24.8,925,19,58,407,466,101,922,31,13,41.9,16,51.6,541,2072,855,23,27,8,48,25,680,141,"https://fbref.com/en/players/b938b871/Eduardo-Sasha"
"182",NA,"2023 Bragantino","Série A","Vitinho","BRA","FW,MF","23",22.8,1194,18,95,405,708,102,1194,84,32,38.1,39,46.4,774,4448,2314,76,67,36,54,46,857,244,"https://fbref.com/en/players/06d4b2e4/Vitinho"
"183",NA,"2023 Bragantino","Série A","Jadsom","BRA","MF","21",21.1,1346,45,252,811,299,22,1346,26,18,69.2,6,23.1,696,3119,1308,16,20,3,26,24,813,51,"https://fbref.com/en/players/92859e80/Jadsom"
"184",NA,"2023 Bragantino","Série A","Helinho","BRA","FW","22",15.4,1006,8,87,337,596,54,1006,85,39,45.9,39,45.9,640,4272,1902,54,46,19,45,15,707,168,"https://fbref.com/en/players/5837cb60/Helinho"
"185",NA,"2023 Bragantino","Série A","Leonardo Realpe","ECU","DF","21",18.7,993,104,430,535,31,10,993,7,7,100,0,0,565,3116,1946,15,7,0,5,2,611,3,"https://fbref.com/en/players/57701cbd/Leonardo-Realpe"
"186",NA,"2023 Bragantino","Série A","Leo Ortiz","BRA","DF","27",17.8,1236,165,519,664,62,19,1236,9,5,55.6,3,33.3,669,3898,2604,28,13,1,6,4,751,2,"https://fbref.com/en/players/53834fa2/Leo-Ortiz"
"187",NA,"2023 Bragantino","Série A","José Hurtado","ECU","DF","21",18,1181,49,261,536,392,19,1181,38,20,52.6,15,39.5,577,3165,1683,57,34,9,18,7,569,79,"https://fbref.com/en/players/cb067e96/Jose-Hurtado"
"188",NA,"2023 Bragantino","Série A","Aderlan Silva","BRA","DF","32",15.8,1213,56,328,548,342,14,1213,24,12,50,10,41.7,522,2356,1196,23,19,6,15,4,612,41,"https://fbref.com/en/players/48371573/Aderlan-Silva"
"189",NA,"2023 Bragantino","Série A","Eric Ramires","BRA","MF","22",15.3,860,5,88,483,295,26,860,32,15,46.9,15,46.9,520,2297,1022,22,25,2,29,13,570,50,"https://fbref.com/en/players/37faa4cb/Eric-Ramires"
"190",NA,"2023 Bragantino","Série A","Luan Patrick","BRA","DF","21",12.4,705,71,334,349,25,12,705,1,0,0,1,100,404,2045,1128,6,3,1,4,0,435,1,"https://fbref.com/en/players/dd5d1c85/Luan-Patrick"
"191",NA,"2023 Bragantino","Série A","Luan Cândido","BRA","DF","21",12,771,48,216,383,177,33,771,19,11,57.9,4,21.1,390,2089,1010,19,13,2,11,11,437,42,"https://fbref.com/en/players/ca151606/Luan-Candido"
"192",NA,"2023 Bragantino","Série A","Eduardo Santos","BRA","DF","25",11.3,665,112,336,307,32,10,665,17,12,70.6,4,23.5,376,2286,1285,11,8,1,5,5,390,2,"https://fbref.com/en/players/d226094c/Eduardo-Santos"
"193",NA,"2023 Bragantino","Série A","Thiago Borbas","URU","FW","20",15.9,541,6,19,179,347,92,541,26,13,50,9,34.6,321,1215,317,12,9,4,53,24,412,119,"https://fbref.com/en/players/04f9c45f/Thiago-Borbas"
"194",NA,"2023 Bragantino","Série A","Henery Mosquera","COL","FW,MF","21",11.8,542,9,48,156,360,54,542,106,55,51.9,46,43.4,412,3379,2057,71,50,23,32,26,418,161,"https://fbref.com/en/players/be206004/Henery-Mosquera"
"195",NA,"2023 Bragantino","Série A","Natan","BRA","DF","21",9.3,470,53,201,254,20,7,470,2,1,50,1,50,272,2021,1130,7,3,0,6,0,262,0,"https://fbref.com/en/players/94bccc82/Natan"
"196",NA,"2023 Bragantino","Série A","Bruno","BRA","FW,MF","19",7.9,388,1,18,175,203,39,388,31,21,67.7,9,29,263,1723,693,19,14,9,27,10,294,68,"https://fbref.com/en/players/ad8c3404/Bruno"
"197",NA,"2023 Bragantino","Série A","Marcos Vinicios Sorriso","BRA","FW,DF","21",10.4,637,7,67,232,349,35,637,43,18,41.9,18,41.9,362,2392,1159,40,30,7,40,25,415,128,"https://fbref.com/en/players/e816a8ee/Marcos-Vinicios-Sorriso"
"198",NA,"2023 Bragantino","Série A","Lucão","BRA","GK","21",5,159,129,159,0,0,0,159,0,0,NA,0,NA,87,500,277,0,0,0,0,0,65,0,"https://fbref.com/en/players/ebb5a0df/Lucao"
"199",NA,"2023 Bragantino","Série A","Gustavinho","BRA","MF,FW","18",7.4,399,6,48,208,149,12,399,36,24,66.7,11,30.6,225,1162,573,15,10,4,19,18,249,26,"https://fbref.com/en/players/9525ddcd/Gustavinho"
"200",NA,"2023 Bragantino","Série A","Matheus Gonçalves","BRA","FW,MF","17",5.1,370,2,33,144,206,26,370,44,22,50,20,45.5,272,2146,1150,33,35,9,23,17,278,36,"https://fbref.com/en/players/071a6836/Matheus-Goncalves"
"201",NA,"2023 Bragantino","Série A","Alerrandro","BRA","FW,MF","23",4.5,115,7,9,44,63,19,115,6,3,50,3,50,65,198,81,3,3,1,13,3,81,20,"https://fbref.com/en/players/3415a44d/Alerrandro"
"202",NA,"2023 Bragantino","Série A","Lucão","BRA","DF","24",2.2,98,8,41,50,7,3,98,1,1,100,0,0,51,256,125,0,1,1,5,0,47,0,"https://fbref.com/en/players/4089ddd0/Lucao"
"203",NA,"2023 Bragantino","Série A","Guilherme","BRA","DF,MF","20",2.9,187,7,49,85,54,2,187,2,1,50,1,50,87,486,280,4,6,0,4,3,93,9,"https://fbref.com/en/players/54974698/Guilherme"
"204",NA,"2023 Bragantino","Série A","Ignacio Laquintana","URU","FW","23",2,99,0,10,30,61,6,99,5,3,60,2,40,63,306,166,6,7,1,11,0,70,23,"https://fbref.com/en/players/2517fe3c/Ignacio-Laquintana"
"205",NA,"2023 Bragantino","Série A","Talisson","BRA","FW","20",1.7,72,2,14,15,45,9,72,13,5,38.5,8,61.5,46,300,208,9,4,3,5,3,48,11,"https://fbref.com/en/players/9178a2f1/Talisson"
"206",NA,"2023 Bragantino","Série A","Raul","BRA","MF,DF","26",1.2,70,6,17,40,13,0,70,2,0,0,2,100,42,178,58,1,0,0,2,2,44,1,"https://fbref.com/en/players/c2f9cf65/Raul"
"207",NA,"2023 Bragantino","Série A","Yani Quintero","COL","MF","20",1.1,64,3,16,37,12,0,64,1,1,100,0,0,28,158,88,1,2,0,1,0,38,0,"https://fbref.com/en/players/a23ce55f/Yani-Quintero"
"208",NA,"2023 Bragantino","Série A","Cipriano","BRA","DF","20",0.8,44,12,29,15,0,0,44,0,0,NA,0,NA,22,89,22,0,0,0,0,0,24,0,"https://fbref.com/en/players/f1a1c9e2/Cipriano"
"209",NA,"2023 Bragantino","Série A","Lucas Cunha","BRA","DF","26",0.8,92,6,19,73,0,0,92,0,0,NA,0,NA,70,407,267,0,0,0,1,0,79,0,"https://fbref.com/en/players/0b8748ac/Lucas-Cunha"
"210",NA,"2023 Bragantino","Série A","Nathan Camargo","BRA","MF","17",0.1,6,0,3,0,3,0,6,0,0,NA,0,NA,3,7,4,0,0,0,0,0,2,0,"https://fbref.com/en/players/2c79da44/Nathan-Camargo"
"211",NA,"2023 Bragantino","Série A","Bruno Praxedes","BRA","MF","20",0.1,6,0,0,3,3,0,6,0,0,NA,0,NA,4,29,2,0,0,0,1,0,4,0,"https://fbref.com/en/players/5dd520a8/Bruno-Praxedes"
"212",NA,"2023 Fluminense","Série A","Fábio","BRA","GK","42",35,1134,1022,1133,1,0,0,1134,0,0,NA,0,NA,591,2058,1066,0,0,0,3,0,504,0,"https://fbref.com/en/players/15825726/Fabio"
"213",NA,"2023 Fluminense","Série A","André","BRA","MF,DF","21",29.4,2745,268,946,1589,231,3,2745,62,38,61.3,16,25.8,1966,9737,5852,58,54,1,34,15,2179,14,"https://fbref.com/en/players/ec604e2c/Andre"
"214",NA,"2023 Fluminense","Série A","Germán Cano","ARG","FW","34",27.4,691,23,110,296,295,90,690,23,11,47.8,12,52.2,406,1627,582,18,14,11,28,12,465,87,"https://fbref.com/en/players/9ccf4e14/German-Cano"
"215",NA,"2023 Fluminense","Série A","Lima","BRA","MF,FW","26",28.1,1861,79,414,834,641,45,1861,83,50,60.2,25,30.1,1226,6227,3459,78,62,14,50,44,1403,146,"https://fbref.com/en/players/d215c7de/Lima"
