"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","PlayerURL"
"331",NA,"2023 Fortaleza","Série A","Juan Martín Lucero","ARG","FW","31",23,533,15,51,217,270,83,530,26,9,34.6,12,46.2,289,1305,583,20,15,9,42,23,375,100,"https://fbref.com/en/players/18a3f871/Juan-Martin-Lucero"
"332",NA,"2023 Fortaleza","Série A","Thiago Galhardo","BRA","FW,MF","33",20.8,727,27,83,343,309,87,725,54,29,53.7,22,40.7,423,2025,984,26,28,7,51,31,536,91,"https://fbref.com/en/players/766f48dd/Thiago-Galhardo"
"333",NA,"2023 Fortaleza","Série A","José Welison","BRA","MF","27",18.6,1065,39,211,658,213,14,1065,26,19,73.1,5,19.2,559,2639,1353,19,23,3,15,18,629,31,"https://fbref.com/en/players/b6cb4d16/Jose-Welison"
"334",NA,"2023 Fortaleza","Série A","Yago Pikachu","BRA","FW,MF","30",19.5,798,17,107,330,369,77,797,23,9,39.1,13,56.5,472,2223,1112,40,15,14,20,19,541,170,"https://fbref.com/en/players/462f1e13/Yago-Pikachu"
"335",NA,"2023 Fortaleza","Série A","Calebe","BRA","MF,FW","22",16.4,733,2,65,335,350,56,733,81,42,51.9,24,29.6,509,3490,1892,69,35,21,33,28,541,128,"https://fbref.com/en/players/c84af55e/Calebe"
"336",NA,"2023 Fortaleza","Série A","Guilherme","BRA","FW,MF","27",15.7,725,15,114,277,345,59,725,51,20,39.2,23,45.1,427,3005,1482,59,31,21,35,15,449,105,"https://fbref.com/en/players/58649f05/Guilherme"
"337",NA,"2023 Fortaleza","Série A","Marinho","BRA","FW,MF","32",12.7,501,7,40,164,304,43,500,50,18,36,25,50,322,2076,1020,41,21,22,27,16,344,89,"https://fbref.com/en/players/c077c735/Marinho"
"338",NA,"2023 Fortaleza","Série A","Marcelo","BRA","DF","27",12,561,73,291,256,16,6,561,3,1,33.3,1,33.3,295,1518,690,2,0,0,6,3,311,2,"https://fbref.com/en/players/300b455d/Marcelo"
"339",NA,"2023 Fortaleza","Série A","Lucas Sasha","BRA","MF","32",11.3,685,32,157,454,85,17,685,8,4,50,4,50,320,1278,596,7,5,3,6,3,394,16,"https://fbref.com/en/players/2e2ec9cf/Lucas-Sasha"
"340",NA,"2023 Fortaleza","Série A","Hércules","BRA","MF","22",8.6,416,14,79,247,95,11,416,27,17,63,9,33.3,237,1363,514,12,8,2,13,8,272,14,"https://fbref.com/en/players/eadc7b45/Hercules"
"341",NA,"2023 Fortaleza","Série A","Imanol Machuca","ARG","FW","23",7.5,363,1,24,137,215,29,363,56,30,53.6,21,37.5,234,2363,1097,38,29,12,17,18,257,78,"https://fbref.com/en/players/37747484/Imanol-Machuca"
"342",NA,"2023 Fortaleza","Série A","Gonzalo Escobar","ARG","DF","25",6.4,445,19,104,212,134,6,445,10,7,70,2,20,213,1391,697,11,12,0,11,4,239,53,"https://fbref.com/en/players/12207ec1/Gonzalo-Escobar"
"343",NA,"2023 Fortaleza","Série A","Pedro Borges","BRA","MF,FW","25",6.3,350,16,65,237,51,5,350,9,2,22.2,5,55.6,170,899,339,3,3,0,17,4,223,12,"https://fbref.com/en/players/5bb699c4/Pedro-Borges"
"344",NA,"2023 Fortaleza","Série A","Lucas Crispim","BRA","MF,DF","28",5.4,387,10,44,234,109,7,387,5,2,40,3,60,211,1292,610,11,10,1,4,2,289,23,"https://fbref.com/en/players/6501ff61/Lucas-Crispim"
"345",NA,"2023 Fortaleza","Série A","Fernando Miguel","BRA","GK","37",5.1,129,113,129,0,0,0,129,0,0,NA,0,NA,62,445,362,0,0,0,0,0,32,0,"https://fbref.com/en/players/f1f06658/Fernando-Miguel"
"346",NA,"2023 Fortaleza","Série A","Moises","BRA","MF,FW","26",4.1,171,1,8,64,103,35,171,29,15,51.7,14,48.3,112,1144,530,19,13,10,8,7,129,46,"https://fbref.com/en/players/ddd07a25/Moises"
"347",NA,"2023 Fortaleza","Série A","Luis Eduardo Marques dos Santos","BRA","DF","25",4.3,267,16,84,115,71,0,267,4,2,50,2,50,139,600,302,5,3,0,5,1,142,25,"https://fbref.com/en/players/5c5a0d4d/Luis-Eduardo-Marques-dos-Santos"
"348",NA,"2023 Fortaleza","Série A","Tobias Figueiredo","POR","DF","28",3.8,212,22,99,107,6,2,212,1,1,100,0,0,111,524,304,1,1,0,1,0,146,0,"https://fbref.com/en/players/352cabbc/Tobias-Figueiredo"
"349",NA,"2023 Fortaleza","Série A","Silvio Romero","ARG","FW","34",4.4,114,4,9,53,54,20,114,5,2,40,3,60,64,239,72,3,3,0,6,4,81,27,"https://fbref.com/en/players/6a00c4b0/Silvio-Romero"
"350",NA,"2023 Fortaleza","Série A","Romarinho","BRA","FW,MF","28",3.2,206,1,20,97,95,17,206,34,18,52.9,16,47.1,153,1035,535,21,10,6,9,10,163,30,"https://fbref.com/en/players/1e7d2cc0/Romarinho"
"351",NA,"2023 Fortaleza","Série A","Brayan Ceballos","COL","DF","21",2.3,169,16,74,91,6,4,169,4,4,100,0,0,80,382,187,1,1,0,1,0,102,0,"https://fbref.com/en/players/3fa61ade/Brayan-Ceballos"
"352",NA,"2023 Fortaleza","Série A","Maurício Kozlinski","BRA","GK","31",1,18,12,18,0,0,0,18,0,0,NA,0,NA,7,24,21,0,0,0,0,0,6,0,"https://fbref.com/en/players/19ad88fa/Mauricio-Kozlinski"
"353",NA,"2023 Fortaleza","Série A","Vinícius Zanocelo","BRA","MF,FW","22",0.9,86,2,11,54,22,5,86,1,1,100,0,0,51,251,76,1,2,1,4,2,51,2,"https://fbref.com/en/players/27457e83/Vinicius-Zanocelo"
"354",NA,"2023 Fortaleza","Série A","Pedro Rocha Neves","BRA","FW","28",0.4,15,0,0,8,7,0,15,4,0,0,4,100,10,82,33,2,2,0,0,0,11,3,"https://fbref.com/en/players/b33e0095/Pedro-Rocha-Neves"
"355",NA,"2023 Fortaleza","Série A","Kauan","BRA","FW","17",0.1,12,0,1,2,9,0,12,2,0,0,2,100,9,30,11,1,1,0,1,1,9,1,"https://fbref.com/en/players/93ddb8fe/Kauan"
"356",NA,"2023 São Paulo","Série A","Rafael Pires","BRA","GK","33",33,1056,952,1055,1,0,0,1056,0,0,NA,0,NA,569,2372,1180,0,0,0,0,0,494,0,"https://fbref.com/en/players/539f6761/Rafael-Pires"
"357",NA,"2023 São Paulo","Série A","Pablo Maia","BRA","MF","21",28.7,1974,83,426,1253,311,12,1974,25,17,68,6,24,1192,4758,1954,16,33,0,22,17,1418,32,"https://fbref.com/en/players/3a243771/Pablo-Maia"
"358",NA,"2023 São Paulo","Série A","Alisson","BRA","MF,FW","29",23.9,1552,36,241,878,446,30,1552,40,22,55,13,32.5,917,4596,2290,40,43,5,15,33,1137,105,"https://fbref.com/en/players/99139fa4/Alisson"
"359",NA,"2023 São Paulo","Série A","Lucas Beraldo","BRA","DF","19",24,1908,200,804,1055,59,17,1908,4,0,0,0,0,1228,6041,3870,16,10,0,8,5,1402,3,"https://fbref.com/en/players/b8aedf06/Lucas-Beraldo"
"360",NA,"2023 São Paulo","Série A","Luciano","BRA","MF,FW","29",23.5,1119,11,105,610,420,74,1116,53,32,60.4,19,35.8,765,3755,1426,31,36,3,36,32,903,140,"https://fbref.com/en/players/24ce161c/Luciano"
"361",NA,"2023 São Paulo","Série A","Caio Paulista","BRA","DF","24",23.1,1654,47,369,813,506,59,1654,119,67,56.3,39,32.8,1017,6617,3715,112,67,18,44,32,1086,166,"https://fbref.com/en/players/701bb051/Caio-Paulista"
"362",NA,"2023 São Paulo","Série A","Rafinha","BRA","DF","37",22.5,1953,64,546,1122,297,6,1953,7,7,100,0,0,1169,4743,2836,40,38,0,6,2,1372,46,"https://fbref.com/en/players/d003e213/Rafinha"
"363",NA,"2023 São Paulo","Série A","Wellington Rato","BRA","FW,MF","30",19.6,1179,41,163,506,520,48,1178,59,31,52.5,26,44.1,713,4312,1844,46,31,10,33,21,829,186,"https://fbref.com/en/players/598917cf/Wellington-Rato"
"364",NA,"2023 São Paulo","Série A","Diego","BRA","DF","23",19.4,1497,197,773,702,25,10,1497,7,5,71.4,2,28.6,941,4678,2519,2,4,0,7,2,1119,1,"https://fbref.com/en/players/7fb8f90c/Diego"
"365",NA,"2023 São Paulo","Série A","Michel Araujo","URU","FW,MF","26",19.6,1249,26,197,613,462,61,1249,110,63,57.3,40,36.4,786,5025,2564,71,51,15,48,35,923,157,"https://fbref.com/en/players/1159e4ae/Michel-Araujo"
"366",NA,"2023 São Paulo","Série A","Robert Arboleda","ECU","DF","31",19.1,1423,199,781,611,34,27,1423,3,3,100,0,0,811,3211,1722,2,1,0,6,1,1019,5,"https://fbref.com/en/players/269dbfc6/Robert-Arboleda"
"367",NA,"2023 São Paulo","Série A","Rodrigo Nestor","BRA","MF,FW","22",16.1,822,7,119,392,317,52,822,45,30,66.7,15,33.3,475,2602,1251,43,26,13,31,16,613,101,"https://fbref.com/en/players/c04ebe99/Rodrigo-Nestor"
"368",NA,"2023 São Paulo","Série A","Jonathan Calleri","ARG","FW","29",15,440,16,28,154,261,85,438,32,8,25,18,56.3,236,1056,324,15,6,8,41,18,338,101,"https://fbref.com/en/players/6922f806/Jonathan-Calleri"
"369",NA,"2023 São Paulo","Série A","Juan Santos","BRA","FW","20",14.2,460,16,59,166,241,63,460,42,21,50,15,35.7,297,1908,924,32,15,13,29,19,351,124,"https://fbref.com/en/players/ad89aa96/Juan-Santos"
"370",NA,"2023 São Paulo","Série A","Gabriel Neves","URU","MF","25",10.7,915,25,146,649,125,7,915,6,4,66.7,2,33.3,571,2151,1146,11,11,1,6,5,702,24,"https://fbref.com/en/players/2a03fb5f/Gabriel-Neves"
"371",NA,"2023 São Paulo","Série A","Alan Franco","ARG","DF","26",12.5,1030,112,486,522,27,10,1030,8,8,100,0,0,686,3515,1934,7,5,0,9,3,772,1,"https://fbref.com/en/players/a548281c/Alan-Franco"
"372",NA,"2023 São Paulo","Série A","Nathan Mendes","BRA","DF","20",13.1,959,28,293,467,215,16,959,42,13,31,25,59.5,528,3404,1675,29,22,5,27,10,627,48,"https://fbref.com/en/players/c5aa7b35/Nathan-Mendes"
"373",NA,"2023 São Paulo","Série A","Welington","BRA","DF","21",10.4,671,27,189,281,214,13,671,35,18,51.4,13,37.1,356,2091,1247,36,22,5,11,17,399,57,"https://fbref.com/en/players/a7f95b1f/Welington"
"374",NA,"2023 São Paulo","Série A","Lucas Moura","BRA","FW,MF","30",9.6,469,11,36,223,219,23,469,64,35,54.7,22,34.4,318,2123,972,29,31,5,14,22,373,63,"https://fbref.com/en/players/2b622f01/Lucas-Moura"
"375",NA,"2023 São Paulo","Série A","James Rodríguez","COL","MF,FW","31",7.1,534,2,46,295,199,14,533,15,11,73.3,4,26.7,334,1552,702,12,12,4,9,14,412,44,"https://fbref.com/en/players/715bf047/James-Rodriguez"
"376",NA,"2023 São Paulo","Série A","Luan","BRA","MF","23",6.8,392,7,71,255,67,4,392,9,3,33.3,6,66.7,194,746,319,5,4,1,6,6,262,7,"https://fbref.com/en/players/12a226cf/Luan"
"377",NA,"2023 São Paulo","Série A","David","BRA","FW,MF","27",8.1,310,3,17,102,192,45,310,21,10,47.6,11,52.4,194,1246,601,24,9,10,26,8,234,80,"https://fbref.com/en/players/92f9ace5/David"
"378",NA,"2023 São Paulo","Série A","Marcos Paulo","BRA","FW,MF","21",5.9,304,6,23,128,156,34,304,38,16,42.1,19,50,193,1020,462,13,7,10,21,20,227,58,"https://fbref.com/en/players/d70a5433/Marcos-Paulo"
"379",NA,"2023 São Paulo","Série A","Jandrei","BRA","GK","29",5,248,205,247,1,0,0,248,0,0,NA,0,NA,147,617,405,0,0,0,0,0,151,0,"https://fbref.com/en/players/85ea4399/Jandrei"
"380",NA,"2023 São Paulo","Série A","Patryck","BRA","DF","20",4.2,221,10,78,95,48,2,221,3,2,66.7,1,33.3,95,407,208,4,2,1,3,4,102,16,"https://fbref.com/en/players/8dcbd7af/Patryck"
"381",NA,"2023 São Paulo","Série A","Jhegson Méndez","ECU","MF","25",4.1,247,12,66,161,21,0,247,5,3,60,2,40,126,534,201,3,1,0,0,1,174,3,"https://fbref.com/en/players/db0c5324/Jhegson-Mendez"
"382",NA,"2023 São Paulo","Série A","Raí Ramos","BRA","DF","28",3.1,185,11,53,82,51,0,185,4,0,0,3,75,87,399,206,5,7,0,7,1,105,12,"https://fbref.com/en/players/ad5311be/Rai-Ramos"
"383",NA,"2023 São Paulo","Série A","Erison","BRA","FW,MF","23",4.3,102,2,3,31,70,29,101,20,8,40,12,60,66,506,234,11,8,7,16,8,83,28,"https://fbref.com/en/players/a9c450cb/Erison"
"384",NA,"2023 São Paulo","Série A","Matheus Belém","BRA","DF","19",1.9,102,15,59,40,3,1,102,0,0,NA,0,NA,54,226,129,1,2,0,4,0,66,0,"https://fbref.com/en/players/3f2ef5ad/Matheus-Belem"
"385",NA,"2023 São Paulo","Série A","Rodrigo","BRA","MF,FW","18",2.6,197,4,21,94,85,9,197,16,8,50,7,43.8,126,811,388,13,10,1,11,1,147,21,"https://fbref.com/en/players/1126f4e2/Rodrigo"
"386",NA,"2023 São Paulo","Série A","Alexandre Pato","BRA","FW,MF","33",1.8,73,1,5,22,46,6,72,10,8,80,2,20,39,209,73,2,1,0,4,1,60,10,"https://fbref.com/en/players/7dd83c7d/Alexandre-Pato"
"387",NA,"2023 São Paulo","Série A","Talles Costa","BRA","MF,FW","20",1.5,114,0,16,62,39,4,114,5,2,40,3,60,71,432,198,5,10,0,3,4,87,6,"https://fbref.com/en/players/d8f15d24/Talles-Costa"
"388",NA,"2023 São Paulo","Série A","João Moreira","POR","DF","18",0.8,54,0,11,30,15,0,54,2,2,100,0,0,43,219,114,1,2,0,0,1,43,6,"https://fbref.com/en/players/b3be99e3/Joao-Moreira"
"389",NA,"2023 São Paulo","Série A","William Gomes","BRA","FW","16",0.8,35,0,6,14,17,2,35,4,0,0,4,100,17,165,109,3,1,0,2,3,16,7,"https://fbref.com/en/players/22675fbb/William-Gomes"
"390",NA,"2023 São Paulo","Série A","Pedro Vilhena","BRA","FW","20",0.2,19,0,2,3,14,1,19,2,1,50,1,50,13,121,78,4,2,1,0,1,15,2,"https://fbref.com/en/players/15692fb2/Pedro-Vilhena"
"391",NA,"2023 São Paulo","Série A","Talles Wander","BRA","FW,MF","19",0.2,9,1,1,4,4,3,9,0,0,NA,0,NA,4,97,11,1,2,0,0,2,5,1,"https://fbref.com/en/players/a718fae0/Talles-Wander"
"392",NA,"2023 São Paulo","Série A","Felipe Negrucci","BRA","MF","18",0.2,8,1,4,3,1,0,8,0,0,NA,0,NA,5,23,10,0,1,0,0,0,6,0,"https://fbref.com/en/players/784f2ef7/Felipe-Negrucci"
"393",NA,"2023 São Paulo","Série A","Nahuel Ferraresi","VEN","FW","24",0,3,0,2,1,0,0,3,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/719aab45/Nahuel-Ferraresi"
"394",NA,"2023 Cuiabá","","Marllon Borges","BRA","DF","30",36,1773,250,879,872,28,19,1773,8,6,75,2,25,905,4151,2588,12,3,0,12,1,1071,1,"https://fbref.com/en/players/d0b29bbd/Marllon-Borges"
"395",NA,"2023 Cuiabá","","Walter","BRA","GK","35",35,979,864,977,2,0,0,979,0,0,NA,0,NA,474,2960,2227,0,0,0,0,0,320,0,"https://fbref.com/en/players/8bae322b/Walter"
"396",NA,"2023 Cuiabá","","Deyverson","BRA","FW","31",32.3,979,44,99,452,438,150,975,55,24,43.6,23,41.8,453,1733,651,17,14,12,77,25,697,152,"https://fbref.com/en/players/2e5e846d/Deyverson"
"397",NA,"2023 Cuiabá","","Raniele","BRA","MF,DF","26",32.1,1513,140,432,902,206,34,1513,32,13,40.6,12,37.5,759,4154,2081,37,28,4,37,17,865,38,"https://fbref.com/en/players/a025365f/Raniele"
"398",NA,"2023 Cuiabá","","Matheus Alexandre","BRA","DF","23",33.1,1868,101,605,909,363,23,1868,38,19,50,17,44.7,857,4194,2268,42,23,4,37,20,956,97,"https://fbref.com/en/players/0212e748/Matheus-Alexandre"
"399",NA,"2023 Cuiabá","","Alan Empereur","BRA","DF","28",32.8,1910,223,895,957,69,16,1910,9,9,100,0,0,1081,6373,4285,31,16,2,21,8,1247,7,"https://fbref.com/en/players/825b8997/Alan-Empereur"
"400",NA,"2023 Cuiabá","","Rikelme","BRA","DF","19",26,1375,101,435,604,343,17,1375,18,9,50,8,44.4,592,2402,1247,22,22,4,28,9,690,97,"https://fbref.com/en/players/637cdc49/Rikelme"
"401",NA,"2023 Cuiabá","","Denilson","BRA","MF","21",21.2,1301,16,184,778,361,15,1301,55,38,69.1,10,18.2,806,4419,1791,35,40,7,41,35,928,63,"https://fbref.com/en/players/9144afdf/Denilson"
"402",NA,"2023 Cuiabá","","Jonathan Cafu","BRA","FW,MF","31",19,777,10,80,329,380,48,777,57,26,45.6,24,42.1,486,2554,1068,39,16,10,65,33,554,168,"https://fbref.com/en/players/8d043f1d/Jonathan-Cafu"
"403",NA,"2023 Cuiabá","","Clayson","BRA","FW,MF","27",18.2,817,8,100,336,395,42,814,46,13,28.3,25,54.3,488,3077,1494,50,29,13,35,21,577,124,"https://fbref.com/en/players/85c1009d/Clayson"
"404",NA,"2023 Cuiabá","","Fernando Sobral","BRA","MF","28",21.1,1177,29,225,630,333,13,1177,40,24,60,8,20,669,3967,2079,55,44,4,29,24,785,76,"https://fbref.com/en/players/c012aacd/Fernando-Sobral"
"405",NA,"2023 Cuiabá","","Allyson Aires dos Santos","BRA","DF","32",12.6,626,105,346,271,12,7,626,4,4,100,0,0,336,1695,880,5,0,0,13,0,368,0,"https://fbref.com/en/players/a337652c/Allyson-Aires-dos-Santos"
"406",NA,"2023 Cuiabá","","Wellington Silva","BRA","FW","30",14.8,596,12,88,223,305,53,596,89,51,57.3,26,29.2,381,3299,1801,64,52,20,32,9,405,109,"https://fbref.com/en/players/5c60f49c/Wellington-Silva"
"407",NA,"2023 Cuiabá","","Pablo Ceppelini","URU","MF","31",11.1,699,12,78,332,298,10,699,7,3,42.9,4,57.1,344,1389,746,23,21,1,12,6,419,58,"https://fbref.com/en/players/3d9c1055/Pablo-Ceppelini"
"408",NA,"2023 Cuiabá","","Filipe Augusto","BRA","MF","29",11.8,931,45,213,596,124,3,931,26,17,65.4,5,19.2,492,2702,1195,9,17,0,17,19,656,16,"https://fbref.com/en/players/0e34de55/Filipe-Augusto"
"409",NA,"2023 Cuiabá","","Isidro Pitta","PAR","FW","23",9.1,319,9,30,125,167,43,318,17,8,47.1,8,47.1,212,1156,538,22,18,12,26,19,282,77,"https://fbref.com/en/players/e9fc7295/Isidro-Pitta"
"410",NA,"2023 Cuiabá","","Lucas Mineiro","BRA","MF","26",6.8,282,11,39,167,79,8,282,8,4,50,3,37.5,138,707,312,5,2,2,8,3,188,25,"https://fbref.com/en/players/53f1c5de/Lucas-Mineiro"
"411",NA,"2023 Cuiabá","","Derik Lacerda","BRA","FW,MF","23",7.3,250,2,40,91,126,22,250,31,16,51.6,9,29,169,1357,709,19,21,6,17,12,191,52,"https://fbref.com/en/players/d028bfe9/Derik-Lacerda"
"412",NA,"2023 Cuiabá","","Patric Calmon","BRA","DF","28",5.8,351,16,90,157,110,6,351,8,6,75,1,12.5,162,948,560,14,9,1,7,1,185,30,"https://fbref.com/en/players/0d44dd8d/Patric-Calmon"
"413",NA,"2023 Cuiabá","","Emerson Negueba","BRA","FW","22",5.4,216,3,23,92,109,19,216,18,10,55.6,8,44.4,140,895,391,9,11,2,17,8,156,50,"https://fbref.com/en/players/0df60055/Emerson-Negueba"
"414",NA,"2023 Cuiabá","","Matheusinho","BRA","DF","24",4.8,288,19,81,134,76,8,288,8,5,62.5,2,25,131,680,436,11,10,2,13,1,160,20,"https://fbref.com/en/players/97bb4fdd/Matheusinho"
"415",NA,"2023 Cuiabá","","Ronald","BRA","MF","25",6.5,450,13,77,214,167,10,450,17,8,47.1,7,41.2,257,1720,846,24,24,0,18,15,296,21,"https://fbref.com/en/players/cc119c66/Ronald"
"416",NA,"2023 Cuiabá","","Iury de Castilho","BRA","FW","27",4.4,148,1,19,58,76,16,148,21,14,66.7,5,23.8,87,723,292,11,8,2,12,4,91,26,"https://fbref.com/en/players/555311f2/Iury-de-Castilho"
"417",NA,"2023 Cuiabá","","Uendel","BRA","DF","34",4,170,14,43,75,55,1,170,3,0,0,3,100,76,317,209,6,3,0,2,1,97,10,"https://fbref.com/en/players/0bd9e045/Uendel"
"418",NA,"2023 Cuiabá","","João Carlos","BRA","GK","34",3,72,67,72,0,0,0,72,0,0,NA,0,NA,32,168,138,0,0,0,0,0,22,0,"https://fbref.com/en/players/ad9e7995/Joao-Carlos"
"419",NA,"2023 Cuiabá","","Nicolás Quagliata","URU","FW,MF","23",2.6,180,3,27,64,92,10,180,19,9,47.4,7,36.8,116,650,343,13,10,3,5,2,128,28,"https://fbref.com/en/players/9be7ace2/Nicolas-Quagliata"
"420",NA,"2023 Cuiabá","","Pablinho","BRA","FW","19",0.4,13,0,1,9,4,0,13,1,0,0,1,100,7,53,2,0,1,0,2,0,8,2,"https://fbref.com/en/players/4ac76d13/Pablinho"
"421",NA,"2023 Cuiabá","","Rafael Gava","BRA","MF","29",0.2,7,0,3,2,2,0,7,0,0,NA,0,NA,4,25,20,1,1,0,0,0,4,0,"https://fbref.com/en/players/713e1a36/Rafael-Gava"
"422",NA,"2023 Cuiabá","","Vitão","BRA","DF","22",0.1,2,2,2,0,0,0,2,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7f1c60bc/Vitao"
"423",NA,"2023 Cuiabá","","Ricardo","BRA","MF","20",0.1,4,0,0,4,0,0,4,0,0,NA,0,NA,4,24,13,0,1,0,0,0,4,0,"https://fbref.com/en/players/6dbf3841/Ricardo"
"424",NA,"2023 Corinthians","Série A","Cássio","BRA","GK","35",36.8,1172,1037,1167,5,0,0,1172,0,0,NA,0,NA,551,3507,2435,0,0,0,0,0,374,0,"https://fbref.com/en/players/d42f6326/Cassio"
"425",NA,"2023 Corinthians","Série A","Gil","BRA","DF","35",32,1762,353,1014,706,52,41,1762,5,1,20,4,80,1037,3763,1669,4,6,0,4,2,1197,5,"https://fbref.com/en/players/31edef00/Gil"
"426",NA,"2023 Corinthians","Série A","Yuri Alberto","BRA","FW","21",30.2,910,23,63,421,435,138,910,49,23,46.9,20,40.8,520,2556,953,41,29,20,93,35,702,204,"https://fbref.com/en/players/65159211/Yuri-Alberto"
"427",NA,"2023 Corinthians","Série A","Maycon","BRA","MF","25",26.7,1721,65,333,1119,278,25,1721,19,11,57.9,8,42.1,972,3695,2005,30,16,5,25,14,1230,33,"https://fbref.com/en/players/005ca692/Maycon"
"428",NA,"2023 Corinthians","Série A","Fagner","BRA","DF","33",23.3,1788,99,552,861,394,18,1788,29,13,44.8,14,48.3,946,4093,2269,45,35,4,27,11,1074,83,"https://fbref.com/en/players/a9cc58fe/Fagner"
"429",NA,"2023 Corinthians","Série A","Fábio Santos","BRA","DF","37",18.6,1286,87,431,584,285,14,1281,8,4,50,1,12.5,675,3020,1639,24,20,1,13,3,810,59,"https://fbref.com/en/players/d0d786fd/Fabio-Santos"
"430",NA,"2023 Corinthians","Série A","Bruno Méndez","URU","DF","23",18.3,1161,104,497,532,138,5,1161,4,1,25,2,50,593,2264,1201,16,13,1,8,5,719,23,"https://fbref.com/en/players/66017b9d/Bruno-Mendez"
"431",NA,"2023 Corinthians","Série A","Matheus Bidu","BRA","DF","23",18.4,1354,88,395,600,375,16,1354,36,13,36.1,17,47.2,735,4066,2384,59,31,2,24,9,771,100,"https://fbref.com/en/players/b8a72293/Matheus-Bidu"
"432",NA,"2023 Corinthians","Série A","Giuliano de Paula","BRA","MF,FW","32",18.1,1068,28,188,667,219,25,1068,25,12,48,9,36,600,2259,1068,15,9,4,26,12,753,34,"https://fbref.com/en/players/ab1b205d/Giuliano-de-Paula"
"433",NA,"2023 Corinthians","Série A","Fausto Vera","ARG","MF","22",15.3,1002,48,300,598,114,8,1002,18,9,50,8,44.4,603,3079,1540,15,17,1,16,16,701,16,"https://fbref.com/en/players/8b3b381b/Fausto-Vera"
"434",NA,"2023 Corinthians","Série A","Renato Augusto","BRA","MF","34",14.2,881,13,79,467,341,22,881,34,20,58.8,11,32.4,545,2757,1258,38,21,7,21,12,689,98,"https://fbref.com/en/players/83a6367a/Renato-Augusto"
"435",NA,"2023 Corinthians","Série A","Roger Guedes","BRA","FW,MF","26",15,646,14,64,293,298,66,644,41,16,39,20,48.8,436,2811,1295,38,28,17,25,13,517,100,"https://fbref.com/en/players/612a9dd7/Roger-Guedes"
"436",NA,"2023 Corinthians","Série A","Lucas Veríssimo","BRA","DF","27",14.5,934,145,488,411,36,23,934,4,2,50,2,50,525,2459,1328,4,2,0,6,0,634,3,"https://fbref.com/en/players/5eaf85b5/Lucas-Verissimo"
"437",NA,"2023 Corinthians","Série A","Gabriel Moscardo","BRA","MF","17",12.6,726,56,205,463,72,5,726,36,23,63.9,12,33.3,398,2069,1175,17,11,2,27,10,458,16,"https://fbref.com/en/players/709d3f52/Gabriel-Moscardo"
"438",NA,"2023 Corinthians","Série A","Caetano","BRA","DF","23",13.4,925,136,489,418,22,6,925,2,1,50,1,50,551,2013,1168,2,5,1,3,0,679,0,"https://fbref.com/en/players/226e5efd/Caetano"
"439",NA,"2023 Corinthians","Série A","Ángel Romero","PAR","FW","30",13.3,686,19,104,268,320,33,686,59,14,23.7,42,71.2,438,2594,1233,43,36,4,25,12,514,130,"https://fbref.com/en/players/36edfb9b/Angel-Romero"
"440",NA,"2023 Corinthians","Série A","Murillo","BRA","DF","20",12.9,853,146,437,396,28,9,853,14,9,64.3,3,21.4,494,2162,1144,10,7,0,5,3,551,2,"https://fbref.com/en/players/1704b0b8/Murillo"
"441",NA,"2023 Corinthians","Série A","Ruan Oliveira Ferreira","BRA","MF,FW","22",9.8,472,11,72,254,151,10,472,28,16,57.1,9,32.1,248,1544,761,22,14,1,20,10,291,44,"https://fbref.com/en/players/ce958316/Ruan-Oliveira-Ferreira"
"442",NA,"2023 Corinthians","Série A","Adson","BRA","FW,MF","22",9.5,497,7,78,232,198,22,497,42,25,59.5,14,33.3,336,2594,1468,49,33,7,17,5,357,68,"https://fbref.com/en/players/eda38706/Adson"
"443",NA,"2023 Corinthians","Série A","Wesley Ribeiro","BRA","FW,MF","17",9.6,448,9,52,194,216,27,448,100,45,45,37,37,338,3425,1690,60,49,14,38,17,339,97,"https://fbref.com/en/players/acf5672b/Wesley-Ribeiro"
"444",NA,"2023 Corinthians","Série A","Budiga Roni","BRA","MF","23",7.5,489,22,135,315,40,2,489,3,2,66.7,1,33.3,288,1093,447,4,1,0,7,3,330,1,"https://fbref.com/en/players/af433614/Budiga-Roni"
"445",NA,"2023 Corinthians","Série A","Matías Rojas","PAR","MF,FW","27",7,420,5,48,230,145,11,420,14,5,35.7,9,64.3,232,1124,469,13,5,3,13,11,307,27,"https://fbref.com/en/players/f2416544/Matias-Rojas"
"446",NA,"2023 Corinthians","Série A","Pedrinho Santos","BRA","FW,MF","16",6.9,310,3,43,129,143,20,310,40,18,45,18,45,204,1721,795,26,15,5,20,4,226,52,"https://fbref.com/en/players/f74a5bdc/Pedrinho-Santos"
