"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","PlayerURL"
"313",NA,"2023 Internacional","Série A","Rodrigo Moledo","BRA","DF","35",5.3,274,298,91.9,4517,1680,121,124,97.6,143,150,95.3,9,19,47.4,0,0.1,0.1,-0.1,2,11,0,0,9,"https://fbref.com/en/players/ce536c37/Rodrigo-Moledo"
"314",NA,"2023 Internacional","Série A","Lucca Holanda","BRA","FW","19",6.1,86,125,68.8,1035,96,61,74,82.4,19,34,55.9,1,2,50,1,0.1,0.1,0.9,3,0,1,0,3,"https://fbref.com/en/players/c3604b27/Lucca-Holanda"
"315",NA,"2023 Internacional","Série A","Alexandre Alemão","BRA","FW","24",3.8,56,73,76.7,770,173,34,43,79.1,13,18,72.2,5,5,100,0,0.1,0.2,-0.1,4,4,2,0,7,"https://fbref.com/en/players/3ed2a79b/Alexandre-Alemao"
"316",NA,"2023 Internacional","Série A","Thauan Lara","BRA","DF,MF","19",3.7,168,226,74.3,2729,1096,90,103,87.4,63,80,78.8,12,26,46.2,0,0.2,0.3,-0.2,5,16,4,4,17,"https://fbref.com/en/players/c4dba1f3/Thauan-Lara"
"317",NA,"2023 Internacional","Série A","Hugo Mallo","ESP","DF","31",3.6,218,260,83.8,3834,1222,88,99,88.9,114,134,85.1,14,24,58.3,0,0.1,0.1,-0.1,1,11,1,0,17,"https://fbref.com/en/players/cb574619/Hugo-Mallo"
"318",NA,"2023 Internacional","Série A","Gabriel Baralhas","BRA","MF","24",2.6,118,143,82.5,1881,527,55,65,84.6,55,59,93.2,4,10,40,0,0.1,0.1,-0.1,1,10,0,0,13,"https://fbref.com/en/players/b7838aad/Gabriel-Baralhas"
"319",NA,"2023 Internacional","Série A","Gabriel Barros","BRA","FW,MF","21",2,68,78,87.2,921,192,44,48,91.7,19,21,90.5,2,2,100,1,0.5,0.3,0.5,4,3,0,0,5,"https://fbref.com/en/players/b43515ea/Gabriel-Barros"
"320",NA,"2023 Internacional","Série A","Jean Dias","BRA","FW,MF","32",3.6,91,126,72.2,1352,220,54,60,90,32,46,69.6,3,12,25,1,0.3,0.3,0.7,4,3,1,0,5,"https://fbref.com/en/players/bda67c3c/Jean-Dias"
"321",NA,"2023 Internacional","Série A","João Dalla Corte","BRA","DF","16",0.2,6,10,60,68,22,5,5,100,1,3,33.3,0,1,0,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/45a29731/Joao-Dalla-Corte"
"322",NA,"2023 Internacional","Série A","Estevão","BRA","MF","20",0.1,10,11,90.9,250,44,2,2,100,5,6,83.3,3,3,100,0,0,0,0,0,4,0,0,2,"https://fbref.com/en/players/149f4681/Estevao"
"323",NA,"2023 Internacional","Série A","Lucas Ramos","BRA","FW","22",0,1,1,100,19,0,0,0,NA,1,1,100,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c0163100/Lucas-Ramos"
"324",NA,"2023 Fortaleza","Série A","João Ricardo Riedi","BRA","GK","34",31.9,503,748,67.2,14996,11079,77,77,100,214,220,97.3,206,442,46.6,0,0,0,0,0,8,1,0,1,"https://fbref.com/en/players/4729d71a/Joao-Ricardo-Riedi"
"325",NA,"2023 Fortaleza","Série A","Titi","BRA","DF","34",31.6,1184,1412,83.9,23119,9781,403,449,89.8,642,698,92,127,232,54.7,1,0.4,0.6,0.6,5,84,2,0,106,"https://fbref.com/en/players/ea41ddf7/Titi"
"326",NA,"2023 Fortaleza","Série A","Caio Alexandre","BRA","MF","23",29.2,1574,1804,87.3,28901,7697,634,687,92.3,743,803,92.5,165,237,69.6,2,2.8,2.5,-0.8,29,188,33,4,208,"https://fbref.com/en/players/08ac23b7/Caio-Alexandre"
"327",NA,"2023 Fortaleza","Série A","Emanuel Brítez","ARG","DF","30",30.7,1105,1350,81.9,19693,8075,438,491,89.2,554,622,89.1,89,192,46.4,1,0.6,0.7,0.4,13,89,10,4,86,"https://fbref.com/en/players/fb29d05d/Emanuel-Britez"
"328",NA,"2023 Fortaleza","Série A","Bruno Pacheco","BRA","DF","31",29.7,1018,1313,77.5,16597,6635,533,594,89.7,386,490,78.8,72,148,48.6,3,1.9,1.9,1.1,21,101,29,11,133,"https://fbref.com/en/players/9b7976e6/Bruno-Pacheco"
"329",NA,"2023 Fortaleza","Série A","Guilherme Tinga","BRA","DF","29",28.7,1065,1547,68.8,20653,7742,415,510,81.4,480,656,73.2,154,297,51.9,0,1.8,1.8,-1.8,30,88,33,14,119,"https://fbref.com/en/players/a8331ab0/Guilherme-Tinga"
"330",NA,"2023 Fortaleza","Série A","Tomas Pochettino","ARG","MF,FW","26",22.1,613,852,71.9,11153,3338,275,320,85.9,241,303,79.5,80,162,49.4,3,3.8,3.1,-0.8,43,76,25,12,107,"https://fbref.com/en/players/fb36aa6b/Tomas-Pochettino"
"331",NA,"2023 Fortaleza","Série A","Juan Martín Lucero","ARG","FW","31",23,253,349,72.5,3356,786,157,193,81.3,63,85,74.1,14,26,53.8,0,1.2,1.1,-1.2,16,17,11,1,34,"https://fbref.com/en/players/18a3f871/Juan-Martin-Lucero"
"332",NA,"2023 Fortaleza","Série A","Thiago Galhardo","BRA","FW,MF","33",20.8,343,488,70.3,4883,1506,205,261,78.5,101,141,71.6,20,38,52.6,4,2.8,2.8,1.2,25,45,20,1,70,"https://fbref.com/en/players/766f48dd/Thiago-Galhardo"
"333",NA,"2023 Fortaleza","Série A","José Welison","BRA","MF","27",18.6,692,860,80.5,12093,3391,305,338,90.2,288,342,84.2,74,117,63.2,2,1.1,0.8,0.9,17,88,6,3,105,"https://fbref.com/en/players/b6cb4d16/Jose-Welison"
"334",NA,"2023 Fortaleza","Série A","Yago Pikachu","BRA","FW,MF","30",19.5,468,621,75.4,7631,2223,248,288,86.1,159,209,76.1,46,78,59,1,2.8,3.2,-1.8,30,43,17,6,62,"https://fbref.com/en/players/462f1e13/Yago-Pikachu"
"335",NA,"2023 Fortaleza","Série A","Calebe","BRA","MF,FW","22",16.4,404,545,74.1,6706,2169,207,231,89.6,135,182,74.2,42,79,53.2,5,4.8,3.9,0.2,28,55,21,2,78,"https://fbref.com/en/players/c84af55e/Calebe"
"336",NA,"2023 Fortaleza","Série A","Guilherme","BRA","FW,MF","27",15.7,330,509,64.8,5343,1501,163,204,79.9,127,185,68.6,25,81,30.9,3,2.9,1.8,0.1,22,27,19,7,30,"https://fbref.com/en/players/58649f05/Guilherme"
"337",NA,"2023 Fortaleza","Série A","Marinho","BRA","FW,MF","32",12.7,220,329,66.9,4138,1209,99,111,89.2,79,117,67.5,36,69,52.2,1,1.8,1.4,-0.8,23,21,14,7,36,"https://fbref.com/en/players/c077c735/Marinho"
"338",NA,"2023 Fortaleza","Série A","Marcelo","BRA","DF","27",12,359,443,81,7162,3155,128,143,89.5,179,213,84,47,78,60.3,0,0.3,0.5,-0.3,2,17,1,0,19,"https://fbref.com/en/players/300b455d/Marcelo"
"339",NA,"2023 Fortaleza","Série A","Lucas Sasha","BRA","MF","32",11.3,451,529,85.3,7322,2063,222,250,88.8,186,205,90.7,32,50,64,1,0.3,0.3,0.7,10,59,2,0,60,"https://fbref.com/en/players/2e2ec9cf/Lucas-Sasha"
"340",NA,"2023 Fortaleza","Série A","Hércules","BRA","MF","22",8.6,256,313,81.8,4506,1164,122,138,88.4,101,118,85.6,29,42,69,0,0.1,0.2,-0.1,4,31,2,1,32,"https://fbref.com/en/players/eadc7b45/Hercules"
"341",NA,"2023 Fortaleza","Série A","Imanol Machuca","ARG","FW","23",7.5,202,268,75.4,3388,768,113,124,91.1,58,75,77.3,24,41,58.5,0,1.3,1.1,-1.3,20,17,9,4,17,"https://fbref.com/en/players/37747484/Imanol-Machuca"
"342",NA,"2023 Fortaleza","Série A","Gonzalo Escobar","ARG","DF","25",6.4,280,365,76.7,4896,1431,133,146,91.1,120,158,75.9,24,45,53.3,1,0.2,0.5,0.8,4,23,7,4,25,"https://fbref.com/en/players/12207ec1/Gonzalo-Escobar"
"343",NA,"2023 Fortaleza","Série A","Pedro Borges","BRA","MF,FW","25",6.3,220,259,84.9,3779,927,105,121,86.8,90,99,90.9,21,27,77.8,0,0.6,0.3,-0.6,3,18,2,0,19,"https://fbref.com/en/players/5bb699c4/Pedro-Borges"
"344",NA,"2023 Fortaleza","Série A","Lucas Crispim","BRA","MF,DF","28",5.4,299,352,84.9,5458,1449,126,137,92,128,142,90.1,34,47,72.3,0,0.4,0.4,-0.4,13,37,5,2,49,"https://fbref.com/en/players/6501ff61/Lucas-Crispim"
"345",NA,"2023 Fortaleza","Série A","Fernando Miguel","BRA","GK","37",5.1,78,116,67.2,2139,1597,16,16,100,34,34,100,25,62,40.3,0,0,0,0,0,3,0,0,0,"https://fbref.com/en/players/f1f06658/Fernando-Miguel"
"346",NA,"2023 Fortaleza","Série A","Moises","BRA","MF,FW","26",4.1,92,120,76.7,1612,332,43,51,84.3,39,48,81.3,9,12,75,0,0.7,0.4,-0.7,6,6,5,2,9,"https://fbref.com/en/players/ddd07a25/Moises"
"347",NA,"2023 Fortaleza","Série A","Luis Eduardo Marques dos Santos","BRA","DF","25",4.3,166,215,77.2,2903,1371,78,90,86.7,64,88,72.7,22,31,71,0,0.3,0.3,-0.3,6,13,4,4,10,"https://fbref.com/en/players/5c5a0d4d/Luis-Eduardo-Marques-dos-Santos"
"348",NA,"2023 Fortaleza","Série A","Tobias Figueiredo","POR","DF","28",3.8,158,183,86.3,3151,1080,50,54,92.6,91,100,91,16,25,64,0,0,0,0,1,8,0,0,7,"https://fbref.com/en/players/352cabbc/Tobias-Figueiredo"
"349",NA,"2023 Fortaleza","Série A","Silvio Romero","ARG","FW","34",4.4,54,81,66.7,771,155,33,43,76.7,12,20,60,4,6,66.7,1,1.2,0.5,-0.2,9,2,4,1,5,"https://fbref.com/en/players/6a00c4b0/Silvio-Romero"
"350",NA,"2023 Fortaleza","Série A","Romarinho","BRA","FW,MF","28",3.2,129,160,80.6,1949,402,78,87,89.7,36,44,81.8,10,12,83.3,0,0.9,0.9,-0.9,7,13,4,2,18,"https://fbref.com/en/players/1e7d2cc0/Romarinho"
"351",NA,"2023 Fortaleza","Série A","Brayan Ceballos","COL","DF","21",2.3,118,143,82.5,2064,750,46,48,95.8,60,73,82.2,8,15,53.3,0,0,0,0,0,4,0,0,4,"https://fbref.com/en/players/3fa61ade/Brayan-Ceballos"
"352",NA,"2023 Fortaleza","Série A","Maurício Kozlinski","BRA","GK","31",1,13,16,81.3,212,157,6,6,100,7,7,100,0,3,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/19ad88fa/Mauricio-Kozlinski"
"353",NA,"2023 Fortaleza","Série A","Vinícius Zanocelo","BRA","MF,FW","22",0.9,62,68,91.2,928,213,38,41,92.7,19,19,100,3,4,75,0,0,0,0,0,9,0,0,4,"https://fbref.com/en/players/27457e83/Vinicius-Zanocelo"
"354",NA,"2023 Fortaleza","Série A","Pedro Rocha Neves","BRA","FW","28",0.4,6,8,75,80,27,3,4,75,3,3,100,0,0,NA,0,0.1,0,-0.1,1,0,0,0,0,"https://fbref.com/en/players/b33e0095/Pedro-Rocha-Neves"
"355",NA,"2023 Fortaleza","Série A","Kauan","BRA","FW","17",0.1,4,7,57.1,36,12,4,6,66.7,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/93ddb8fe/Kauan"
"356",NA,"2023 São Paulo","Série A","Rafael Pires","BRA","GK","33",33,791,999,79.2,20537,13047,174,174,100,378,381,99.2,233,436,53.4,0,0,0,0,0,7,0,0,0,"https://fbref.com/en/players/539f6761/Rafael-Pires"
"357",NA,"2023 São Paulo","Série A","Pablo Maia","BRA","MF","21",28.7,1538,1716,89.6,27905,6307,652,690,94.5,678,729,93,178,226,78.8,0,1.3,1.7,-1.3,27,146,9,0,128,"https://fbref.com/en/players/3a243771/Pablo-Maia"
"358",NA,"2023 São Paulo","Série A","Alisson","BRA","MF,FW","29",23.9,1115,1319,84.5,18459,4363,546,603,90.5,454,509,89.2,86,135,63.7,5,2.7,3.6,2.3,28,117,22,7,144,"https://fbref.com/en/players/99139fa4/Alisson"
"359",NA,"2023 São Paulo","Série A","Lucas Beraldo","BRA","DF","19",24,1503,1695,88.7,28805,9828,504,537,93.9,826,886,93.2,157,239,65.7,0,0.6,0.9,-0.6,8,132,6,1,129,"https://fbref.com/en/players/b8aedf06/Lucas-Beraldo"
"360",NA,"2023 São Paulo","Série A","Luciano","BRA","MF,FW","29",23.5,721,892,80.8,12656,2901,340,385,88.3,252,296,85.1,90,114,78.9,2,3.1,3.2,-1.1,23,86,24,4,103,"https://fbref.com/en/players/24ce161c/Luciano"
"361",NA,"2023 São Paulo","Série A","Caio Paulista","BRA","DF","24",23.1,1204,1391,86.6,17621,4562,699,745,93.8,434,494,87.9,41,59,69.5,2,1.9,2.4,0.1,24,66,23,8,121,"https://fbref.com/en/players/701bb051/Caio-Paulista"
"362",NA,"2023 São Paulo","Série A","Rafinha","BRA","DF","37",22.5,1619,1828,88.6,31119,11290,668,705,94.8,691,767,90.1,243,311,78.1,1,1.4,2.2,-0.4,23,190,32,12,187,"https://fbref.com/en/players/d003e213/Rafinha"
"363",NA,"2023 São Paulo","Série A","Wellington Rato","BRA","FW,MF","30",19.6,719,991,72.6,13032,3478,358,407,88,241,327,73.7,99,208,47.6,4,3.7,4.4,0.3,49,55,32,8,68,"https://fbref.com/en/players/598917cf/Wellington-Rato"
"364",NA,"2023 São Paulo","Série A","Diego","BRA","DF","23",19.4,1174,1308,89.8,24944,7599,271,294,92.2,749,777,96.4,143,213,67.1,0,0.1,0.1,-0.1,4,57,0,0,61,"https://fbref.com/en/players/7fb8f90c/Diego"
"365",NA,"2023 São Paulo","Série A","Michel Araujo","URU","FW,MF","26",19.6,805,981,82.1,11969,3182,460,505,91.1,268,309,86.7,44,88,50,1,2.4,2,-1.4,29,67,26,6,91,"https://fbref.com/en/players/1159e4ae/Michel-Araujo"
"366",NA,"2023 São Paulo","Série A","Robert Arboleda","ECU","DF","31",19.1,1105,1241,89,21240,8090,362,384,94.3,637,677,94.1,96,155,61.9,0,0.3,0.1,-0.3,2,32,1,0,42,"https://fbref.com/en/players/269dbfc6/Robert-Arboleda"
"367",NA,"2023 São Paulo","Série A","Rodrigo Nestor","BRA","MF,FW","22",16.1,544,667,81.6,8834,2051,281,314,89.5,190,227,83.7,51,68,75,2,4.6,3.2,-2.6,26,44,20,6,65,"https://fbref.com/en/players/c04ebe99/Rodrigo-Nestor"
"368",NA,"2023 São Paulo","Série A","Jonathan Calleri","ARG","FW","29",15,176,267,65.9,2157,479,114,150,76,38,60,63.3,6,9,66.7,2,0.7,1,1.3,13,8,13,3,22,"https://fbref.com/en/players/6922f806/Jonathan-Calleri"
"369",NA,"2023 São Paulo","Série A","Juan Santos","BRA","FW","20",14.2,244,324,75.3,3187,728,152,180,84.4,66,95,69.5,9,12,75,1,2,1.8,-1,22,11,13,2,25,"https://fbref.com/en/players/ad89aa96/Juan-Santos"
"370",NA,"2023 São Paulo","Série A","Gabriel Neves","URU","MF","25",10.7,731,843,86.7,12659,3416,338,368,91.8,290,314,92.4,78,106,73.6,0,0.2,0.4,-0.2,9,108,3,1,85,"https://fbref.com/en/players/2a03fb5f/Gabriel-Neves"
"371",NA,"2023 São Paulo","Série A","Alan Franco","ARG","DF","26",12.5,852,929,91.7,16011,5675,275,296,92.9,509,527,96.6,61,89,68.5,1,0.1,0.1,0.9,3,42,0,0,48,"https://fbref.com/en/players/a548281c/Alan-Franco"
"372",NA,"2023 São Paulo","Série A","Nathan Mendes","BRA","DF","20",13.1,673,814,82.7,10508,2881,349,395,88.4,268,315,85.1,35,56,62.5,0,0.4,0.6,-0.4,8,41,5,2,51,"https://fbref.com/en/players/c5aa7b35/Nathan-Mendes"
"373",NA,"2023 São Paulo","Série A","Welington","BRA","DF","21",10.4,448,550,81.5,7707,2406,211,234,90.2,203,232,87.5,30,55,54.5,0,1.5,0.9,-1.5,12,26,12,6,44,"https://fbref.com/en/players/a7f95b1f/Welington"
"374",NA,"2023 São Paulo","Série A","Lucas Moura","BRA","FW,MF","30",9.6,262,359,73,3825,1133,144,169,85.2,94,127,74,12,30,40,0,0.5,1,-0.5,13,26,9,0,46,"https://fbref.com/en/players/2b622f01/Lucas-Moura"
"375",NA,"2023 São Paulo","Série A","James Rodríguez","COL","MF,FW","31",7.1,402,486,82.7,6766,1931,213,230,92.6,130,148,87.8,46,79,58.2,2,1.2,1.1,0.8,14,65,5,0,65,"https://fbref.com/en/players/715bf047/James-Rodriguez"
"376",NA,"2023 São Paulo","Série A","Luan","BRA","MF","23",6.8,286,329,86.9,4285,891,154,166,92.8,112,125,89.6,9,14,64.3,0,0,0.2,0,1,22,2,0,19,"https://fbref.com/en/players/12a226cf/Luan"
"377",NA,"2023 São Paulo","Série A","David","BRA","FW,MF","27",8.1,155,215,72.1,2256,493,81,106,76.4,66,80,82.5,2,8,25,2,1.2,1.2,0.8,11,7,12,0,25,"https://fbref.com/en/players/92f9ace5/David"
"378",NA,"2023 São Paulo","Série A","Marcos Paulo","BRA","FW,MF","21",5.9,153,204,75,2348,687,88,100,88,44,59,74.6,14,24,58.3,1,1.5,1.1,-0.5,18,11,11,0,25,"https://fbref.com/en/players/d70a5433/Marcos-Paulo"
"379",NA,"2023 São Paulo","Série A","Jandrei","BRA","GK","29",5,178,239,74.5,5281,3442,25,25,100,82,83,98.8,71,130,54.6,0,0.1,0,-0.1,1,2,1,0,0,"https://fbref.com/en/players/85ea4399/Jandrei"
"380",NA,"2023 São Paulo","Série A","Patryck","BRA","DF","20",4.2,126,177,71.2,2099,695,66,77,85.7,50,69,72.5,9,16,56.3,0,0,0.1,0,2,9,2,2,4,"https://fbref.com/en/players/8dcbd7af/Patryck"
"381",NA,"2023 São Paulo","Série A","Jhegson Méndez","ECU","MF","25",4.1,188,214,87.9,3070,708,103,111,92.8,72,77,93.5,12,19,63.2,0,0.1,0.1,-0.1,4,25,1,0,15,"https://fbref.com/en/players/db0c5324/Jhegson-Mendez"
"382",NA,"2023 São Paulo","Série A","Raí Ramos","BRA","DF","28",3.1,124,150,82.7,2098,604,56,64,87.5,63,73,86.3,5,9,55.6,0,0.6,0.2,-0.6,2,10,2,1,14,"https://fbref.com/en/players/ad5311be/Rai-Ramos"
"383",NA,"2023 São Paulo","Série A","Erison","BRA","FW,MF","23",4.3,21,34,61.8,225,46,15,21,71.4,4,6,66.7,0,3,0,1,0.4,0,0.6,3,2,0,0,2,"https://fbref.com/en/players/a9c450cb/Erison"
"384",NA,"2023 São Paulo","Série A","Matheus Belém","BRA","DF","19",1.9,73,89,82,1413,281,19,23,82.6,53,57,93,1,7,14.3,0,0,0,0,0,4,0,0,5,"https://fbref.com/en/players/3f2ef5ad/Matheus-Belem"
"385",NA,"2023 São Paulo","Série A","Rodrigo","BRA","MF,FW","18",2.6,109,151,72.2,1417,324,71,84,84.5,27,38,71.1,5,10,50,0,0,0.2,0,0,8,4,2,8,"https://fbref.com/en/players/1126f4e2/Rodrigo"
"386",NA,"2023 São Paulo","Série A","Alexandre Pato","BRA","FW,MF","33",1.8,38,54,70.4,504,122,26,30,86.7,7,12,58.3,3,8,37.5,0,0.3,0.1,-0.3,2,3,6,1,9,"https://fbref.com/en/players/7dd83c7d/Alexandre-Pato"
"387",NA,"2023 São Paulo","Série A","Talles Costa","BRA","MF,FW","20",1.5,82,93,88.2,1263,271,40,44,90.9,34,37,91.9,4,4,100,0,0,0.1,0,1,7,1,1,10,"https://fbref.com/en/players/d8f15d24/Talles-Costa"
"388",NA,"2023 São Paulo","Série A","João Moreira","POR","DF","18",0.8,46,50,92,651,126,26,27,96.3,20,22,90.9,0,1,0,0,0,0,0,0,3,1,0,4,"https://fbref.com/en/players/b3be99e3/Joao-Moreira"
"389",NA,"2023 São Paulo","Série A","William Gomes","BRA","FW","16",0.8,9,18,50,217,96,3,3,100,3,4,75,3,10,30,0,0.1,0,-0.1,1,1,2,1,2,"https://fbref.com/en/players/22675fbb/William-Gomes"
"390",NA,"2023 São Paulo","Série A","Pedro Vilhena","BRA","FW","20",0.2,13,17,76.5,175,18,9,11,81.8,4,6,66.7,0,0,NA,0,0,0,0,0,1,0,0,2,"https://fbref.com/en/players/15692fb2/Pedro-Vilhena"
"391",NA,"2023 São Paulo","Série A","Talles Wander","BRA","FW,MF","19",0.2,6,7,85.7,106,26,2,2,100,4,5,80,0,0,NA,0,0,0,0,1,1,1,0,2,"https://fbref.com/en/players/a718fae0/Talles-Wander"
"392",NA,"2023 São Paulo","Série A","Felipe Negrucci","BRA","MF","18",0.2,7,7,100,80,41,6,6,100,1,1,100,0,0,NA,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/784f2ef7/Felipe-Negrucci"
"393",NA,"2023 São Paulo","Série A","Nahuel Ferraresi","VEN","FW","24",0,2,2,100,22,0,2,2,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/719aab45/Nahuel-Ferraresi"
"394",NA,"2023 Cuiabá","","Marllon Borges","BRA","DF","30",36,1263,1462,86.4,25461,10294,372,421,88.4,720,778,92.5,157,226,69.5,1,0.7,0.2,0.3,4,61,1,0,88,"https://fbref.com/en/players/d0b29bbd/Marllon-Borges"
"395",NA,"2023 Cuiabá","","Walter","BRA","GK","35",35,699,934,74.8,21038,15503,109,110,99.1,314,318,98.7,274,501,54.7,0,0,0,0,0,19,0,0,0,"https://fbref.com/en/players/8bae322b/Walter"
"396",NA,"2023 Cuiabá","","Deyverson","BRA","FW","31",32.3,380,671,56.6,6071,1616,199,321,62,124,215,57.7,37,67,55.2,2,2.7,1.4,-0.7,35,46,11,0,73,"https://fbref.com/en/players/2e5e846d/Deyverson"
"397",NA,"2023 Cuiabá","","Raniele","BRA","MF,DF","26",32.1,827,1102,75,15439,4667,305,386,79,418,502,83.3,85,147,57.8,1,0.9,1.4,0.1,14,84,10,2,105,"https://fbref.com/en/players/a025365f/Raniele"
"398",NA,"2023 Cuiabá","","Matheus Alexandre","BRA","DF","23",33.1,1215,1545,78.6,19652,8059,589,653,90.2,528,672,78.6,77,137,56.2,0,1.2,1.7,-1.2,13,108,16,10,108,"https://fbref.com/en/players/0212e748/Matheus-Alexandre"
"399",NA,"2023 Cuiabá","","Alan Empereur","BRA","DF","28",32.8,1426,1670,85.4,29782,13262,496,546,90.8,702,753,93.2,219,344,63.7,1,0.8,1.2,0.2,7,139,8,2,138,"https://fbref.com/en/players/825b8997/Alan-Empereur"
"400",NA,"2023 Cuiabá","","Rikelme","BRA","DF","19",26,760,1068,71.2,12214,5552,406,463,87.7,281,389,72.2,56,150,37.3,1,1.4,1.6,-0.4,18,59,21,13,81,"https://fbref.com/en/players/637cdc49/Rikelme"
"401",NA,"2023 Cuiabá","","Denilson","BRA","MF","21",21.2,888,1087,81.7,16007,4004,408,444,91.9,346,405,85.4,112,185,60.5,3,2.6,2.4,0.4,43,111,33,5,128,"https://fbref.com/en/players/9144afdf/Denilson"
"402",NA,"2023 Cuiabá","","Jonathan Cafu","BRA","FW,MF","31",19,399,557,71.6,5793,1263,218,273,79.9,140,183,76.5,19,42,45.2,3,1,1.5,2,21,29,16,5,50,"https://fbref.com/en/players/8d043f1d/Jonathan-Cafu"
"403",NA,"2023 Cuiabá","","Clayson","BRA","FW,MF","27",18.2,432,631,68.5,7013,2057,225,255,88.2,141,183,77,43,116,37.1,2,2,2.8,0,25,42,18,3,68,"https://fbref.com/en/players/85c1009d/Clayson"
"404",NA,"2023 Cuiabá","","Fernando Sobral","BRA","MF","28",21.1,702,925,75.9,11797,3520,353,401,88,242,314,77.1,79,137,57.7,2,1.4,1.6,0.6,15,100,23,5,103,"https://fbref.com/en/players/c012aacd/Fernando-Sobral"
"405",NA,"2023 Cuiabá","","Allyson Aires dos Santos","BRA","DF","32",12.6,452,503,89.9,8417,3156,176,186,94.6,222,239,92.9,50,70,71.4,0,0,0.1,0,1,15,1,0,17,"https://fbref.com/en/players/a337652c/Allyson-Aires-dos-Santos"
"406",NA,"2023 Cuiabá","","Wellington Silva","BRA","FW","30",14.8,317,409,77.5,5200,1272,169,195,86.7,119,148,80.4,23,39,59,2,2.7,2.8,-0.7,24,32,15,2,49,"https://fbref.com/en/players/5c60f49c/Wellington-Silva"
"407",NA,"2023 Cuiabá","","Pablo Ceppelini","URU","MF","31",11.1,454,615,73.8,8365,2666,208,228,91.2,167,219,76.3,69,145,47.6,3,2.2,2.3,0.8,30,63,11,6,74,"https://fbref.com/en/players/3d9c1055/Pablo-Ceppelini"
"408",NA,"2023 Cuiabá","","Filipe Augusto","BRA","MF","29",11.8,697,800,87.1,12987,3572,260,289,90,351,378,92.9,73,103,70.9,0,0.9,1.3,-0.9,13,68,4,3,78,"https://fbref.com/en/players/0e34de55/Filipe-Augusto"
"409",NA,"2023 Cuiabá","","Isidro Pitta","PAR","FW","23",9.1,156,237,65.8,2051,382,91,121,75.2,45,70,64.3,6,14,42.9,1,0.4,0.5,0.6,6,9,6,1,21,"https://fbref.com/en/players/e9fc7295/Isidro-Pitta"
"410",NA,"2023 Cuiabá","","Lucas Mineiro","BRA","MF","26",6.8,185,225,82.2,3048,815,89,100,89,78,91,85.7,15,22,68.2,0,0.4,0.2,-0.4,6,21,3,1,22,"https://fbref.com/en/players/53f1c5de/Lucas-Mineiro"
"411",NA,"2023 Cuiabá","","Derik Lacerda","BRA","FW,MF","23",7.3,129,164,78.7,2077,401,68,81,84,51,58,87.9,8,16,50,1,1.3,0.3,-0.3,8,11,4,0,18,"https://fbref.com/en/players/d028bfe9/Derik-Lacerda"
"412",NA,"2023 Cuiabá","","Patric Calmon","BRA","DF","28",5.8,209,288,72.6,3441,1556,114,130,87.7,80,117,68.4,14,32,43.8,0,0.3,0.7,-0.3,5,22,7,6,29,"https://fbref.com/en/players/0d44dd8d/Patric-Calmon"
"413",NA,"2023 Cuiabá","","Emerson Negueba","BRA","FW","22",5.4,107,143,74.8,1289,291,64,75,85.3,31,42,73.8,1,6,16.7,0,0,0.1,0,1,5,1,0,11,"https://fbref.com/en/players/0df60055/Emerson-Negueba"
"414",NA,"2023 Cuiabá","","Matheusinho","BRA","DF","24",4.8,170,232,73.3,2520,1245,101,113,89.4,58,76,76.3,8,34,23.5,0,0.5,0.2,-0.5,6,14,5,3,24,"https://fbref.com/en/players/97bb4fdd/Matheusinho"
"415",NA,"2023 Cuiabá","","Ronald","BRA","MF","25",6.5,284,353,80.5,4459,1340,143,167,85.6,108,125,86.4,22,40,55,1,1,1,0,12,31,11,4,49,"https://fbref.com/en/players/cc119c66/Ronald"
"416",NA,"2023 Cuiabá","","Iury de Castilho","BRA","FW","27",4.4,56,85,65.9,791,205,34,42,81,16,20,80,4,10,40,0,0.2,0.3,-0.2,3,5,2,1,9,"https://fbref.com/en/players/555311f2/Iury-de-Castilho"
"417",NA,"2023 Cuiabá","","Uendel","BRA","DF","34",4,108,145,74.5,1775,747,61,68,89.7,37,48,77.1,10,23,43.5,0,0,0.1,0,0,8,3,3,8,"https://fbref.com/en/players/0bd9e045/Uendel"
"418",NA,"2023 Cuiabá","","João Carlos","BRA","GK","34",3,51,66,77.3,1656,1279,6,6,100,21,21,100,24,39,61.5,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/ad9e7995/Joao-Carlos"
