"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","PlayerURL"
"101",NA,"2023 Atlético Mineiro","Série A","Alan Kardec","BRA","FW,MF","34",2.9,36,52,69.2,422,104,21,28,75,9,13,69.2,1,1,100,1,0.8,0.6,0.2,3,3,2,0,5,"https://fbref.com/en/players/e7fba767/Alan-Kardec"
"102",NA,"2023 Atlético Mineiro","Série A","Matheus Mendes","BRA","GK","23",2,40,66,60.6,1507,1343,6,6,100,9,10,90,25,50,50,0,0,0,0,1,1,0,0,0,"https://fbref.com/en/players/d0d01f62/Matheus-Mendes"
"103",NA,"2023 Atlético Mineiro","Série A","Réver","BRA","DF,FW","38",1.3,46,53,86.8,1040,510,10,10,100,28,29,96.6,8,14,57.1,0,0,0,0,0,5,2,0,4,"https://fbref.com/en/players/1938fd6a/Rever"
"104",NA,"2023 Atlético Mineiro","Série A","Dodô","BRA","DF","30",0.7,46,56,82.1,746,182,21,25,84,23,26,88.5,2,5,40,0,0,0,0,0,4,0,0,8,"https://fbref.com/en/players/99931185/Dodo"
"105",NA,"2023 Atlético Mineiro","Série A","Alisson","BRA","MF,DF","17",0.5,21,31,67.7,388,105,9,13,69.2,8,10,80,3,4,75,0,0.2,0.4,-0.2,2,1,4,2,3,"https://fbref.com/en/players/d26ee8de/Alisson"
"106",NA,"2023 Atlético Mineiro","Série A","Isaac","BRA","FW","18",0.2,2,3,66.7,13,0,2,3,66.7,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,0,"https://fbref.com/en/players/f689c342/Isaac"
"107",NA,"2023 Atlético Mineiro","Série A","Paulo Vitor","BRA","MF","18",0.2,17,17,100,279,92,8,8,100,7,7,100,1,1,100,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/efe7683f/Paulo-Vitor"
"108",NA,"2023 Atlético Mineiro","Série A","Carlos Eduardo","BRA","MF,FW","18",0.1,1,1,100,32,18,0,0,NA,0,0,NA,1,1,100,0,0,0,0,0,0,1,0,1,"https://fbref.com/en/players/6fefa986/Carlos-Eduardo"
"109",NA,"2023 Flamengo","Série A","Fabrício Bruno","BRA","DF","26",34,2017,2264,89.1,39568,15390,684,737,92.8,1101,1188,92.7,222,308,72.1,1,0.5,1,0.5,6,195,6,3,199,"https://fbref.com/en/players/470d197b/Fabricio-Bruno"
"110",NA,"2023 Flamengo","Série A","Léo Pereira","BRA","DF","27",29.4,1851,2098,88.2,34833,12684,713,774,92.1,920,983,93.6,198,289,68.5,1,0.4,0.8,0.6,12,185,12,2,177,"https://fbref.com/en/players/bd247251/Leo-Pereira"
"111",NA,"2023 Flamengo","Série A","Gerson","BRA","MF","25",29.9,1305,1521,85.8,19619,4789,761,835,91.1,421,471,89.4,80,105,76.2,8,5.4,5,2.6,61,140,39,7,178,"https://fbref.com/en/players/8827bf46/Gerson"
"112",NA,"2023 Flamengo","Série A","Ayrton Lucas","BRA","DF","25",28.8,1578,1846,85.5,24444,6838,904,966,93.6,548,630,87,96,164,58.5,2,1.3,1.6,0.7,17,138,21,9,137,"https://fbref.com/en/players/db90b737/Ayrton-Lucas"
"113",NA,"2023 Flamengo","Série A","Wesley","BRA","DF","19",27.9,1283,1501,85.5,18156,4468,758,832,91.1,435,498,87.3,33,66,50,1,2.9,3.2,-1.9,23,76,32,11,109,"https://fbref.com/en/players/f2c49c79/Wesley"
"114",NA,"2023 Flamengo","Série A","Pedro","BRA","FW","25",23.9,300,392,76.5,4181,943,183,220,83.2,82,103,79.6,15,20,75,0,0.9,1.4,-0.9,22,29,16,0,49,"https://fbref.com/en/players/1ab6fad3/Pedro"
"115",NA,"2023 Flamengo","Série A","Thiago Maia","BRA","MF","25",23.3,1266,1447,87.5,20007,5533,667,720,92.6,496,550,90.2,74,121,61.2,0,0.2,0.9,-0.2,10,147,9,1,130,"https://fbref.com/en/players/91e58f66/Thiago-Maia"
"116",NA,"2023 Flamengo","Série A","Erick Pulgar","CHI","MF","29",22.2,1210,1373,88.1,19207,5991,604,661,91.4,498,547,91,64,92,69.6,3,1.9,2.2,1.1,16,147,10,1,137,"https://fbref.com/en/players/4611e028/Erick-Pulgar"
"117",NA,"2023 Flamengo","Série A","Giorgian De Arrascaeta","URU","MF,FW","28",20.5,773,1051,73.5,12724,3865,406,458,88.6,271,353,76.8,71,158,44.9,6,5.6,6.3,0.4,51,85,55,11,152,"https://fbref.com/en/players/be8d02dd/Giorgian-De-Arrascaeta"
"118",NA,"2023 Flamengo","Série A","Everton Soares","BRA","FW,MF","26",19.3,540,701,77,7969,1841,319,355,89.9,188,233,80.7,20,70,28.6,5,3.7,5,1.3,39,23,36,4,75,"https://fbref.com/en/players/b1cbc666/Everton-Soares"
"119",NA,"2023 Flamengo","Série A","Matheus Cunha","BRA","GK","21",17.6,578,727,79.5,13017,8865,174,177,98.3,271,278,97.5,127,264,48.1,0,0,0,0,0,13,1,0,1,"https://fbref.com/en/players/9475960a/Matheus-Cunha"
"120",NA,"2023 Flamengo","Série A","Gabriel Barbosa","BRA","FW","26",17.1,428,534,80.1,6734,1438,244,272,89.7,136,161,84.5,34,58,58.6,1,1.6,1.1,-0.6,22,46,22,0,79,"https://fbref.com/en/players/72d0e1b6/Gabriel-Barbosa"
"121",NA,"2023 Flamengo","Série A","Everton Ribeiro","BRA","FW,MF","33",16.4,751,943,79.6,12091,3591,382,438,87.2,290,351,82.6,54,96,56.3,4,3.7,4.2,0.3,34,65,41,6,143,"https://fbref.com/en/players/68fb50a2/Everton-Ribeiro"
"122",NA,"2023 Flamengo","Série A","Agustín Rossi","ARG","GK","27",15,394,512,77,10397,7214,85,85,100,183,185,98.9,124,238,52.1,0,0,0,0,0,10,1,0,0,"https://fbref.com/en/players/ef223e5f/Agustin-Rossi"
"123",NA,"2023 Flamengo","Série A","Bruno Henrique","BRA","FW,MF","32",17.1,378,502,75.3,5388,1053,251,291,86.3,102,128,79.7,19,31,61.3,1,1.9,1.9,-0.9,23,21,18,5,39,"https://fbref.com/en/players/5edff24f/Bruno-Henrique"
"124",NA,"2023 Flamengo","Série A","Victor Hugo","BRA","MF,FW","18",14.2,575,674,85.3,9260,2101,297,332,89.5,245,273,89.7,29,45,64.4,2,1.7,2.4,0.3,13,69,17,2,78,"https://fbref.com/en/players/33fca7f7/Victor-Hugo"
"125",NA,"2023 Flamengo","Série A","David Luiz","BRA","DF","35",11,633,729,86.8,12000,4434,235,257,91.4,329,358,91.9,59,97,60.8,1,0.5,0.7,0.5,3,82,6,1,66,"https://fbref.com/en/players/c0e27d1a/David-Luiz"
"126",NA,"2023 Flamengo","Série A","Luiz Araújo","BRA","FW,MF","26",8.7,291,388,75,5210,1323,139,160,86.9,108,139,77.7,36,59,61,1,0.7,1.6,0.3,12,20,14,4,44,"https://fbref.com/en/players/fa18c72e/Luiz-Araujo"
"127",NA,"2023 Flamengo","Série A","Matheuzinho","BRA","DF","22",6.9,333,397,83.9,5644,1683,158,175,90.3,151,164,92.1,21,41,51.2,0,0.3,0.5,-0.3,4,35,6,2,32,"https://fbref.com/en/players/2a5bc0cd/Matheuzinho"
"128",NA,"2023 Flamengo","Série A","Filipe Luís","BRA","DF","37",5.9,376,405,92.8,5868,1732,213,221,96.4,128,140,91.4,27,31,87.1,1,0.2,0.3,0.8,3,37,4,1,30,"https://fbref.com/en/players/e4ed2628/Filipe-Luis"
"129",NA,"2023 Flamengo","Série A","Santos","BRA","GK","32",5.4,162,194,83.5,3664,2083,31,31,100,99,101,98,29,59,49.2,0,0,0,0,0,2,0,0,2,"https://fbref.com/en/players/b8d0b69c/Santos"
"130",NA,"2023 Flamengo","Série A","Matheus França","BRA","MF,FW","18",4.1,111,152,73,1698,334,61,75,81.3,39,51,76.5,7,11,63.6,1,0.5,0.8,0.5,7,11,2,0,11,"https://fbref.com/en/players/077faf72/Matheus-Franca"
"131",NA,"2023 Flamengo","Série A","Allan","BRA","MF","25",5.4,367,425,86.4,6119,1699,179,197,90.9,147,167,88,31,44,70.5,0,0.1,0.7,-0.1,6,63,10,1,36,"https://fbref.com/en/players/b15e93aa/Allan"
"132",NA,"2023 Flamengo","Série A","Pablo","BRA","DF","31",4.7,283,313,90.4,4884,1429,104,112,92.9,161,171,94.2,14,25,56,0,0,0,0,0,13,0,0,7,"https://fbref.com/en/players/29d8ad3f/Pablo"
"133",NA,"2023 Flamengo","Série A","Guillermo Varela","URU","DF","29",2.6,132,152,86.8,2097,578,74,76,97.4,46,53,86.8,9,17,52.9,0,0,0.1,0,0,13,3,3,14,"https://fbref.com/en/players/5c961282/Guillermo-Varela"
"134",NA,"2023 Flamengo","Série A","Arturo Vidal","CHI","MF,DF","35",2.8,183,206,88.8,2822,625,98,104,94.2,68,71,95.8,10,16,62.5,0,0.1,0.3,-0.1,2,21,3,0,17,"https://fbref.com/en/players/67cdbc0e/Arturo-Vidal"
"135",NA,"2023 Flamengo","Série A","Marinho","BRA","FW,DF","32",0.9,42,54,77.8,743,100,17,20,85,21,25,84,4,6,66.7,0,0.1,0.2,-0.1,1,1,1,0,1,"https://fbref.com/en/players/c077c735/Marinho"
"136",NA,"2023 Flamengo","Série A","Igor","BRA","MF","19",0.9,51,56,91.1,869,152,25,28,89.3,21,22,95.5,4,4,100,0,0,0,0,0,5,0,0,6,"https://fbref.com/en/players/fb19d550/Igor"
"137",NA,"2023 Flamengo","Série A","Rodrigo Caio","BRA","MF,DF","29",0.7,60,62,96.8,1028,214,27,28,96.4,30,30,100,3,3,100,0,0,0,0,0,5,0,0,7,"https://fbref.com/en/players/186ed8f1/Rodrigo-Caio"
"138",NA,"2023 Flamengo","Série A","Pedrinho","BRA","FW","19",0.2,3,9,33.3,59,23,0,1,0,3,5,60,0,1,0,0,0,0,0,0,0,1,0,1,"https://fbref.com/en/players/118d25ee/Pedrinho"
"139",NA,"2023 Flamengo","Série A","Matheus Gonçalves","BRA","FW,MF","17",0.2,15,18,83.3,195,50,8,9,88.9,6,6,100,0,2,0,0,0.1,0,-0.1,1,0,1,0,3,"https://fbref.com/en/players/071a6836/Matheus-Goncalves"
"140",NA,"2023 Flamengo","Série A","André Inácio","BRA","FW","20",0.2,2,2,100,18,2,2,2,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cc77d69c/Andre-Inacio"
"141",NA,"2023 Botafogo (RJ)","Série A","Lucas Perri","BRA","GK","25",37.5,704,1072,65.7,22236,16848,118,119,99.2,254,259,98.1,326,683,47.7,0,0.1,0,-0.1,1,18,0,0,2,"https://fbref.com/en/players/5dbd461a/Lucas-Perri"
"142",NA,"2023 Botafogo (RJ)","Série A","Víctor Cuesta","ARG","DF","34",35,1438,1733,83,26312,10798,539,585,92.1,763,858,88.9,113,250,45.2,1,0.8,1.2,0.2,12,138,14,8,120,"https://fbref.com/en/players/39fb428f/Victor-Cuesta"
"143",NA,"2023 Botafogo (RJ)","Série A","Adryelson","BRA","DF","24",33.3,1303,1523,85.6,25681,9401,416,468,88.9,728,819,88.9,148,211,70.1,1,0.3,0.5,0.7,2,33,1,0,56,"https://fbref.com/en/players/e980e78d/Adryelson"
"144",NA,"2023 Botafogo (RJ)","Série A","Marlon Freitas","BRA","MF","27",32.3,1638,1892,86.6,33375,8486,573,640,89.5,761,833,91.4,275,350,78.6,2,2.3,2.8,-0.3,27,211,26,4,205,"https://fbref.com/en/players/ae3181de/Marlon-Freitas"
"145",NA,"2023 Botafogo (RJ)","Série A","Carlos Eduardo","BRA","MF","33",29.7,927,1141,81.2,17506,4735,366,421,86.9,404,475,85.1,131,185,70.8,6,6,3.8,0,42,133,19,4,156,"https://fbref.com/en/players/1a234d32/Carlos-Eduardo"
"146",NA,"2023 Botafogo (RJ)","Série A","Tchê Tchê","BRA","MF,DF","30",29.5,1115,1297,86,19570,5092,495,529,93.6,487,547,89,108,168,64.3,5,3.6,4.1,1.4,36,162,19,5,168,"https://fbref.com/en/players/5f2caf8f/Tche-Tche"
"147",NA,"2023 Botafogo (RJ)","Série A","Tiquinho Soares","BRA","FW","32",27.1,477,673,70.9,7490,1357,267,355,75.2,140,185,75.7,43,61,70.5,4,2.7,2.3,1.3,32,42,12,3,52,"https://fbref.com/en/players/4d982baf/Tiquinho-Soares"
"148",NA,"2023 Botafogo (RJ)","Série A","Júnior Santos","BRA","FW","28",24,534,730,73.2,7771,1648,324,386,83.9,164,224,73.2,29,53,54.7,1,2.3,2.3,-1.3,21,28,21,9,48,"https://fbref.com/en/players/9109e933/Junior-Santos"
"149",NA,"2023 Botafogo (RJ)","Série A","João Victor Santos Sá","BRA","FW","28",23.6,581,726,80,8705,1818,329,379,86.8,203,245,82.9,32,47,68.1,4,1.9,2.2,2.1,37,34,23,8,42,"https://fbref.com/en/players/1a1033a1/Joao-Victor-Santos-Sa"
"150",NA,"2023 Botafogo (RJ)","Série A","Leonel Di Plácido","ARG","DF","29",26.2,1058,1329,79.6,17453,7189,537,590,91,418,521,80.2,83,150,55.3,4,2.5,2.3,1.5,38,89,30,20,106,"https://fbref.com/en/players/a5e7e6dd/Leonel-Di-Placido"
"151",NA,"2023 Botafogo (RJ)","Série A","Fernando Marçal","BRA","DF","33",18.1,794,1070,74.2,14188,6299,367,415,88.4,327,404,80.9,85,198,42.9,3,1.3,1.6,1.7,27,69,7,4,83,"https://fbref.com/en/players/9ae9eaea/Fernando-Marcal"
"152",NA,"2023 Botafogo (RJ)","Série A","Hugo","BRA","DF","21",15.5,607,787,77.1,9798,3718,322,357,90.2,213,270,78.9,50,115,43.5,2,1.6,1.5,0.4,19,61,11,8,69,"https://fbref.com/en/players/de3dc682/Hugo"
"153",NA,"2023 Botafogo (RJ)","Série A","Luis Henrique","BRA","FW,MF","21",15.3,487,624,78,8064,1885,257,300,85.7,173,212,81.6,44,73,60.3,2,1.6,1.7,0.4,32,32,23,4,63,"https://fbref.com/en/players/f36d5624/Luis-Henrique"
"154",NA,"2023 Botafogo (RJ)","Série A","Danilo Barbosa","BRA","MF,DF","26",11.2,381,480,79.4,6816,2674,155,189,82,180,209,86.1,35,54,64.8,0,0.1,0.3,-0.1,3,57,3,0,53,"https://fbref.com/en/players/0557ff4f/Danilo-Barbosa"
"155",NA,"2023 Botafogo (RJ)","Série A","Gabriel","BRA","MF","29",9.6,397,541,73.4,7390,2603,190,233,81.5,137,178,77,61,99,61.6,1,1.5,1.5,-0.5,17,52,13,6,56,"https://fbref.com/en/players/0d10333c/Gabriel"
"156",NA,"2023 Botafogo (RJ)","Série A","Rafael","BRA","DF","32",5.4,184,243,75.7,2786,1188,104,113,92,69,98,70.4,8,24,33.3,0,0.2,0.4,-0.2,5,12,4,2,10,"https://fbref.com/en/players/9a1f2e1c/Rafael"
"157",NA,"2023 Botafogo (RJ)","Série A","Lucas Fernandes","BRA","MF","25",5.3,209,255,82,3605,1079,93,99,93.9,93,107,86.9,19,37,51.4,0,0.5,0.6,-0.5,7,21,4,0,35,"https://fbref.com/en/players/a109d777/Lucas-Fernandes"
"158",NA,"2023 Botafogo (RJ)","Série A","Philipe Sampaio","BRA","DF","28",5.5,270,309,87.4,5286,1820,73,80,91.3,166,180,92.2,26,41,63.4,0,0,0.1,0,1,11,1,1,15,"https://fbref.com/en/players/72733d93/Philipe-Sampaio"
"159",NA,"2023 Botafogo (RJ)","Série A","Gustavo Sauer","BRA","FW,MF","29",2.9,72,91,79.1,1108,328,42,46,91.3,23,26,88.5,4,11,36.4,1,0.4,0.3,0.6,4,6,4,1,13,"https://fbref.com/en/players/fd53959e/Gustavo-Sauer"
"160",NA,"2023 Botafogo (RJ)","Série A","Diego Costa","ESP","FW","34",5.7,82,128,64.1,1341,306,41,60,68.3,34,44,77.3,5,8,62.5,0,0.1,0.2,-0.1,1,5,3,1,14,"https://fbref.com/en/players/a190d597/Diego-Costa"
"161",NA,"2023 Botafogo (RJ)","Série A","Matias Segovia","PAR","FW","20",7.2,253,328,77.1,4183,1072,139,159,87.4,80,108,74.1,25,41,61,1,1.5,1.4,-0.5,16,25,14,5,33,"https://fbref.com/en/players/afc545ff/Matias-Segovia"
"162",NA,"2023 Botafogo (RJ)","Série A","Janderson","BRA","FW,MF","23",4.6,75,110,68.2,1072,146,36,47,76.6,27,36,75,4,6,66.7,1,0.9,0.5,0.1,8,3,4,2,7,"https://fbref.com/en/players/8b89c34e/Janderson"
"163",NA,"2023 Botafogo (RJ)","Série A","JP Galvão","BRA","DF","21",2.2,67,87,77,1383,456,27,31,87.1,31,40,77.5,9,15,60,0,0,0,0,0,6,1,1,6,"https://fbref.com/en/players/55b2c39b/JP-Galvao"
"164",NA,"2023 Botafogo (RJ)","Série A","Bastos","ANG","DF","31",1.3,62,71,87.3,1224,347,23,26,88.5,30,32,93.8,9,12,75,0,0,0,0,0,8,0,0,4,"https://fbref.com/en/players/c01c66d9/Bastos"
"165",NA,"2023 Botafogo (RJ)","Série A","Carlos Alberto","BRA","FW,MF","20",3.3,63,75,84,958,207,33,36,91.7,24,29,82.8,4,5,80,0,0.2,0.8,-0.2,2,2,4,2,8,"https://fbref.com/en/players/08f48d96/Carlos-Alberto"
"166",NA,"2023 Botafogo (RJ)","Série A","Matheus Nascimento","BRA","FW,MF","18",1.1,12,17,70.6,143,29,8,9,88.9,2,2,100,0,0,NA,0,0.4,0,-0.4,2,1,0,0,2,"https://fbref.com/en/players/e744c3de/Matheus-Nascimento"
"167",NA,"2023 Botafogo (RJ)","Série A","Luis Segovia","ECU","DF","25",1.1,36,43,83.7,710,292,12,13,92.3,18,19,94.7,6,11,54.5,0,0,0,0,0,1,0,0,2,"https://fbref.com/en/players/1ae14406/Luis-Segovia"
"168",NA,"2023 Botafogo (RJ)","Série A","Daniel Borges","BRA","DF","29",0.5,10,14,71.4,162,55,5,5,100,5,6,83.3,0,3,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/71879f82/Daniel-Borges"
"169",NA,"2023 Botafogo (RJ)","Série A","Gatito Fernández","PAR","GK","34",0.5,11,13,84.6,259,166,4,4,100,4,4,100,3,5,60,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9a82f79a/Gatito-Fernandez"
"170",NA,"2023 Botafogo (RJ)","Série A","Diego Hernández","URU","FW","22",0.5,9,13,69.2,118,14,5,5,100,2,5,40,1,2,50,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/279cc0e8/Diego-Hernandez"
"171",NA,"2023 Botafogo (RJ)","Série A","Kayque","BRA","MF","22",0.3,20,22,90.9,338,159,10,11,90.9,7,7,100,2,3,66.7,1,0.4,0.2,0.6,1,7,0,0,7,"https://fbref.com/en/players/54b980d6/Kayque"
"172",NA,"2023 Botafogo (RJ)","Série A","Mateo Ponte","URU","DF","19",0.2,8,10,80,147,71,3,4,75,4,4,100,1,2,50,0,0,0,0,0,2,0,0,0,"https://fbref.com/en/players/981e61c1/Mateo-Ponte"
"173",NA,"2023 Botafogo (RJ)","Série A","Lucas Piazon","BRA","FW","29",0.2,6,6,100,88,45,3,3,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f201798c/Lucas-Piazon"
"174",NA,"2023 Botafogo (RJ)","Série A","Breno","BRA","MF","22",0.1,4,6,66.7,38,19,4,5,80,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/083374b7/Breno"
"175",NA,"2023 Botafogo (RJ)","Série A","Newton","BRA","DF","23",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0c0c8329/Newton"
"176",NA,"2023 Botafogo (RJ)","Série A","Rai","BRA","MF","20",0,5,5,100,80,12,3,3,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2c8d3855/Rai"
"177",NA,"2023 Bragantino","Série A","Cleiton Schwengber","BRA","GK","25",33,705,1033,68.2,19760,14424,134,134,100,299,306,97.7,252,568,44.4,0,0,0.1,0,0,29,1,0,1,"https://fbref.com/en/players/d24ae824/Cleiton-Schwengber"
"178",NA,"2023 Bragantino","Série A","Juninho Capixaba","BRA","DF","25",31.9,1612,2106,76.5,29240,12272,698,802,87,709,888,79.8,179,294,60.9,1,4.5,4.2,-3.5,57,183,42,14,231,"https://fbref.com/en/players/91ba7336/Juninho-Capixaba"
"179",NA,"2023 Bragantino","Série A","Lucas Evangelista","BRA","MF","27",30.2,1152,1515,76,17480,5681,662,769,86.1,343,434,79,95,200,47.5,6,7.1,7.4,-1.1,77,117,41,13,165,"https://fbref.com/en/players/5f4ce4b6/Lucas-Evangelista"
"180",NA,"2023 Bragantino","Série A","Matheus Fernandes","BRA","MF","24",26,1038,1260,82.4,17497,4914,509,579,87.9,414,483,85.7,93,130,71.5,3,1.5,1.7,1.5,30,139,21,1,143,"https://fbref.com/en/players/f76fdcd2/Matheus-Fernandes"
"181",NA,"2023 Bragantino","Série A","Eduardo Sasha","BRA","FW,MF","30",24.8,507,693,73.2,7709,1484,275,338,81.4,162,214,75.7,41,62,66.1,3,4.3,2.9,-1.3,43,47,20,1,82,"https://fbref.com/en/players/b938b871/Eduardo-Sasha"
"182",NA,"2023 Bragantino","Série A","Vitinho","BRA","FW,MF","23",22.8,655,876,74.8,9837,2365,381,434,87.8,214,274,78.1,40,88,45.5,2,3,3.5,-1,28,34,29,9,62,"https://fbref.com/en/players/06d4b2e4/Vitinho"
"183",NA,"2023 Bragantino","Série A","Jadsom","BRA","MF","21",21.1,905,1128,80.2,16548,5319,394,449,87.8,398,458,86.9,103,165,62.4,0,1,1.1,-1,18,109,15,4,136,"https://fbref.com/en/players/92859e80/Jadsom"
"184",NA,"2023 Bragantino","Série A","Helinho","BRA","FW","22",15.4,531,780,68.1,8684,2376,298,348,85.6,166,236,70.3,55,132,41.7,2,3.9,3.9,-1.9,34,42,26,5,73,"https://fbref.com/en/players/5837cb60/Helinho"
"185",NA,"2023 Bragantino","Série A","Leonardo Realpe","ECU","DF","21",18.7,671,839,80,13522,5352,186,213,87.3,409,457,89.5,69,151,45.7,0,0.1,0.2,-0.1,4,61,1,1,77,"https://fbref.com/en/players/57701cbd/Leonardo-Realpe"
"186",NA,"2023 Bragantino","Série A","Leo Ortiz","BRA","DF","27",17.8,896,1072,83.6,19560,9357,259,290,89.3,467,525,89,162,235,68.9,0,0.6,1,-0.6,10,136,13,1,142,"https://fbref.com/en/players/53834fa2/Leo-Ortiz"
"187",NA,"2023 Bragantino","Série A","José Hurtado","ECU","DF","21",18,745,993,75,11988,5052,386,450,85.8,303,396,76.5,44,98,44.9,0,1.1,1.6,-1.1,14,62,20,11,86,"https://fbref.com/en/players/cb067e96/Jose-Hurtado"
"188",NA,"2023 Bragantino","Série A","Aderlan Silva","BRA","DF","32",15.8,792,1021,77.6,13487,5648,390,437,89.2,302,375,80.5,72,146,49.3,2,1.2,2,0.8,21,66,20,8,84,"https://fbref.com/en/players/48371573/Aderlan-Silva"
"189",NA,"2023 Bragantino","Série A","Eric Ramires","BRA","MF","22",15.3,572,695,82.3,9242,2382,306,341,89.7,210,239,87.9,49,75,65.3,3,1.6,1.5,1.4,15,73,14,2,80,"https://fbref.com/en/players/37faa4cb/Eric-Ramires"
"190",NA,"2023 Bragantino","Série A","Luan Patrick","BRA","DF","21",12.4,516,612,84.3,10912,3927,146,162,90.1,285,310,91.9,82,129,63.6,1,1.2,0.8,-0.2,5,39,1,1,42,"https://fbref.com/en/players/dd5d1c85/Luan-Patrick"
"191",NA,"2023 Bragantino","Série A","Luan Cândido","BRA","DF","21",12,482,610,79,8837,3097,195,235,83,241,288,83.7,40,63,63.5,1,1.2,0.9,-0.2,10,54,3,1,55,"https://fbref.com/en/players/ca151606/Luan-Candido"
"192",NA,"2023 Bragantino","Série A","Eduardo Santos","BRA","DF","25",11.3,441,534,82.6,8483,3161,148,164,90.2,237,266,89.1,48,84,57.1,0,0,0.1,0,1,29,2,0,38,"https://fbref.com/en/players/d226094c/Eduardo-Santos"
"193",NA,"2023 Bragantino","Série A","Thiago Borbas","URU","FW","20",15.9,233,353,66,2738,534,159,205,77.6,47,77,61,5,16,31.3,2,1.1,1.4,0.9,17,11,14,1,25,"https://fbref.com/en/players/04f9c45f/Thiago-Borbas"
"194",NA,"2023 Bragantino","Série A","Henery Mosquera","COL","FW,MF","21",11.8,267,363,73.6,3562,803,178,206,86.4,68,104,65.4,9,20,45,2,2.6,2.9,-0.6,24,13,15,4,31,"https://fbref.com/en/players/be206004/Henery-Mosquera"
"195",NA,"2023 Bragantino","Série A","Natan","BRA","DF","21",9.3,306,393,77.9,6558,2465,81,96,84.4,178,207,86,45,83,54.2,0,0,0.1,0,0,26,0,0,34,"https://fbref.com/en/players/94bccc82/Natan"
"196",NA,"2023 Bragantino","Série A","Bruno","BRA","FW,MF","19",7.9,240,302,79.5,3691,945,138,155,89,74,93,79.6,18,29,62.1,1,0.6,0.8,0.4,16,24,10,2,36,"https://fbref.com/en/players/ad8c3404/Bruno"
"197",NA,"2023 Bragantino","Série A","Marcos Vinicios Sorriso","BRA","FW,DF","21",10.4,293,457,64.1,4344,1558,181,215,84.2,87,112,77.7,17,81,21,0,1.2,1.5,-1.2,16,27,8,2,34,"https://fbref.com/en/players/e816a8ee/Marcos-Vinicios-Sorriso"
"198",NA,"2023 Bragantino","Série A","Lucão","BRA","GK","21",5,113,151,74.8,2571,1564,37,37,100,51,53,96.2,23,58,39.7,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/ebb5a0df/Lucao"
"199",NA,"2023 Bragantino","Série A","Gustavinho","BRA","MF,FW","18",7.4,225,298,75.5,3364,899,133,158,84.2,70,87,80.5,17,35,48.6,0,0.4,0.3,-0.4,4,31,6,1,37,"https://fbref.com/en/players/9525ddcd/Gustavinho"
"200",NA,"2023 Bragantino","Série A","Matheus Gonçalves","BRA","FW,MF","17",5.1,212,275,77.1,3083,833,124,142,87.3,63,81,77.8,14,30,46.7,1,0.9,0.9,0.1,14,17,12,3,22,"https://fbref.com/en/players/071a6836/Matheus-Goncalves"
"201",NA,"2023 Bragantino","Série A","Alerrandro","BRA","FW,MF","23",4.5,55,70,78.6,779,133,32,39,82.1,16,17,94.1,4,6,66.7,0,0.2,0.1,-0.2,2,3,0,0,9,"https://fbref.com/en/players/3415a44d/Alerrandro"
"202",NA,"2023 Bragantino","Série A","Lucão","BRA","DF","24",2.2,61,75,81.3,1342,417,14,18,77.8,36,37,97.3,11,17,64.7,0,0,0,0,0,2,0,0,1,"https://fbref.com/en/players/4089ddd0/Lucao"
"203",NA,"2023 Bragantino","Série A","Guilherme","BRA","DF,MF","20",2.9,108,154,70.1,1660,791,60,70,85.7,39,60,65,6,13,46.2,0,0,0.1,0,1,9,3,1,11,"https://fbref.com/en/players/54974698/Guilherme"
"204",NA,"2023 Bragantino","Série A","Ignacio Laquintana","URU","FW","23",2,44,73,60.3,543,137,27,34,79.4,11,18,61.1,2,7,28.6,0,0,0.1,0,1,1,1,1,2,"https://fbref.com/en/players/2517fe3c/Ignacio-Laquintana"
"205",NA,"2023 Bragantino","Série A","Talisson","BRA","FW","20",1.7,19,33,57.6,185,77,17,23,73.9,1,1,100,0,4,0,0,0,0,0,0,3,1,0,5,"https://fbref.com/en/players/9178a2f1/Talisson"
